forecast_id,year_month,product_id,region_id,forecast_version,forecast_units,forecast_revenue_eur,actual_units,actual_revenue_eur
42685,2024-02,1168,3,Rolling Forecast,14,837.36,13,769.77
42686,2024-02,1168,4,Rolling Forecast,175,10733.95,169,9496.49
42687,2024-02,1168,5,Latest Estimate,49,2622.62,42,2522.24
42688,2024-02,1169,2,Budget,8,452.8,9,425.38
42689,2024-02,1169,3,Rolling Forecast,86,2934.12,83,3387.57
42690,2024-02,1170,2,Rolling Forecast,12,817.97,12,827.13
42691,2024-02,1170,5,Rolling Forecast,46,2779.08,42,2852.41
42692,2024-02,1170,6,Latest Estimate,44,3746.73,47,3265.19
42693,2024-02,1171,1,Latest Estimate,50,3118.41,68,3174.27
42694,2024-02,1171,2,Rolling Forecast,150,9352.66,151,7630.57
42695,2024-02,1171,6,Budget,68,3568.64,69,3259.78
42696,2024-02,1171,8,Latest Estimate,15,911.11,15,834.77
42697,2024-02,1172,1,Budget,203,11755.94,201,9294.21
42698,2024-02,1172,4,Rolling Forecast,20,1100.82,20,1036.5700000000002
42699,2024-02,1172,5,Rolling Forecast,28,1334.84,20,1030.53
42700,2024-02,1172,6,Rolling Forecast,16,774.37,18,969.94
42701,2024-02,1172,7,Rolling Forecast,6,264.85,6,319.95
42702,2024-02,1172,9,Rolling Forecast,28,1407.42,35,1761.28
42703,2024-02,1173,3,Rolling Forecast,44,2271.79,48,2348.97
42704,2024-02,1173,4,Budget,75,3904.85,75,3632.23
42705,2024-02,1173,5,Budget,61,2081.23,57,2843.4
42706,2024-02,1173,7,Budget,54,3023.82,49,2602.76
42707,2024-02,1174,1,Latest Estimate,48,3826.15,57,3007.55
42708,2024-02,1174,2,Budget,127,5697.81,143,7771.67
42709,2024-02,1174,3,Latest Estimate,19,900.54,19,962.74
42710,2024-02,1174,4,Latest Estimate,63,2566.78,70,3492.94
42711,2024-02,1174,5,Budget,27,1141.33,20,1083.61
42712,2024-02,1174,6,Budget,16,864.86,17,1026.19
42713,2024-02,1174,8,Rolling Forecast,29,1742.99,30,1771.43
42714,2024-02,1175,1,Rolling Forecast,74,4459.4,86,4915.719999999999
42715,2024-02,1175,2,Budget,88,5909.38,106,6209.7699999999995
42716,2024-02,1175,4,Rolling Forecast,62,4144.33,80,5064.88
42717,2024-02,1175,5,Budget,51,3820.29,53,3297.43
42718,2024-02,1175,6,Budget,75,4666.2,91,4586.13
42719,2024-02,1175,7,Latest Estimate,70,3530.08,61,3633.87
42720,2024-02,1175,9,Rolling Forecast,38,2729.9,45,2728.5200000000004
42721,2024-02,1176,1,Budget,46,3152.04,61,3279.17
42722,2024-02,1176,2,Budget,21,1484.35,25,1785.55
42723,2024-02,1176,3,Rolling Forecast,32,2129.15,34,2155.93
42724,2024-02,1176,4,Budget,99,8271.52,105,6896.73
42725,2024-02,1176,5,Budget,171,7599.33,147,8532.1
42726,2024-02,1176,6,Latest Estimate,88,6705.83,109,6788.16
42727,2024-02,1176,8,Rolling Forecast,17,1560.51,21,1285.53
42728,2024-02,1176,9,Latest Estimate,71,4653.8,74,4529.32
42729,2024-02,1177,1,Rolling Forecast,100,3586.42,77,3063.2599999999998
42730,2024-02,1177,2,Rolling Forecast,27,1030.16,28,1255.1799999999998
42731,2024-02,1177,3,Rolling Forecast,4,149.17,4,180.17
42732,2024-02,1177,4,Budget,9,353.37,8,366.88
42733,2024-02,1177,5,Budget,33,1024.2,29,1039.06
42734,2024-02,1177,6,Rolling Forecast,38,1274.19,35,1600.0
42735,2024-02,1177,10,Latest Estimate,96,2866.53,89,3122.2
42736,2024-02,1178,2,Rolling Forecast,25,979.36,29,1162.99
42737,2024-02,1178,4,Budget,103,3332.42,87,3703.15
42738,2024-02,1178,7,Budget,125,3691.36,113,4502.73
42739,2024-02,1178,8,Rolling Forecast,4,169.59,5,231.04
42740,2024-02,1179,1,Budget,16,750.4,15,675.88
42741,2024-02,1179,2,Rolling Forecast,74,3193.08,72,2777.36
42742,2024-02,1179,3,Rolling Forecast,53,2103.55,59,2499.86
42743,2024-02,1179,4,Latest Estimate,107,4459.14,117,5504.75
42744,2024-02,1179,5,Rolling Forecast,27,1578.9,26,1179.52
42745,2024-02,1179,6,Rolling Forecast,67,4382.27,84,3844.13
42746,2024-02,1179,9,Rolling Forecast,5,319.25,6,292.42
42747,2024-02,1180,1,Latest Estimate,22,9490.49,31,8821.25
42748,2024-02,1180,2,Rolling Forecast,703,235473.3,872,256791.49
42749,2024-02,1180,3,Latest Estimate,725,246143.14,730,174249.93
42750,2024-02,1180,5,Rolling Forecast,7,1842.84,7,2014.24
42751,2024-02,1180,6,Rolling Forecast,60,22639.96,70,18103.46
42752,2024-02,1180,7,Latest Estimate,39,15927.52,47,13066.2
42753,2024-02,1180,8,Rolling Forecast,56,11498.73,45,12636.39
42754,2024-02,1181,1,Budget,140,43090.16,169,39256.46
42755,2024-02,1181,2,Rolling Forecast,10,2442.36,10,2668.19
42756,2024-02,1181,6,Rolling Forecast,130,27649.39,132,31090.84
42757,2024-02,1181,8,Rolling Forecast,61,14684.01,71,15035.01
42758,2024-02,1181,10,Rolling Forecast,6,1272.29,5,1303.89
42759,2024-02,1182,1,Rolling Forecast,8,2855.67,10,2726.17
42760,2024-02,1182,2,Rolling Forecast,11,3648.31,14,3670.62
42761,2024-02,1182,3,Budget,82,21318.46,87,23573.22
42762,2024-02,1182,4,Budget,199,45831.02,194,48221.59
42763,2024-02,1182,6,Rolling Forecast,28,7256.42,28,8349.49
42764,2024-02,1182,9,Rolling Forecast,127,29839.25,108,27719.68
42765,2024-02,1183,1,Rolling Forecast,96,18017.17,106,17953.699999999997
42766,2024-02,1183,3,Budget,34,6684.74,34,6114.540000000001
42767,2024-02,1183,4,Latest Estimate,93,10261.21,98,14227.81
42768,2024-02,1183,5,Latest Estimate,46,9414.4,52,9270.36
42769,2024-02,1183,6,Budget,77,12539.17,80,12057.17
42770,2024-02,1183,7,Budget,65,9819.11,66,10480.09
42771,2024-02,1183,10,Rolling Forecast,42,8922.79,45,6927.31
42772,2024-02,1184,1,Budget,27,6023.36,29,4876.91
42773,2024-02,1184,2,Latest Estimate,52,6048.11,46,8532.97
42774,2024-02,1184,3,Rolling Forecast,7,1613.91,8,1366.27
42775,2024-02,1184,4,Latest Estimate,582,122784.82,730,135503.73
42776,2024-02,1184,8,Rolling Forecast,74,13230.99,68,12500.81
42777,2024-02,1185,1,Budget,4,1356.95,5,1406.53
42778,2024-02,1185,4,Rolling Forecast,55,21738.74,60,16719.83
42779,2024-02,1185,6,Rolling Forecast,94,28672.33,116,30102.479999999996
42780,2024-02,1185,9,Rolling Forecast,40,8168.23,43,10436.15
42781,2024-02,1185,10,Latest Estimate,15,4480.2,14,4043.18
42782,2024-02,1186,1,Latest Estimate,175,43351.74,237,53423.53
42783,2024-02,1186,2,Rolling Forecast,114,21774.15,120,27598.370000000003
42784,2024-02,1186,3,Rolling Forecast,12,2127.16,10,2196.15
42785,2024-02,1186,4,Rolling Forecast,49,11640.83,54,12657.67
42786,2024-02,1186,6,Rolling Forecast,65,16913.46,83,16053.36
42787,2024-02,1186,8,Rolling Forecast,77,13465.43,71,17048.42
42788,2024-02,1186,9,Latest Estimate,14,3953.03,17,4559.08
42789,2024-02,1186,10,Rolling Forecast,5,1400.88,5,1326.56
42790,2024-02,1187,1,Latest Estimate,29,11599.87,37,12009.67
42791,2024-02,1187,3,Budget,38,9754.25,40,11180.61
42792,2024-02,1187,4,Latest Estimate,77,20252.02,77,23664.440000000002
42793,2024-02,1187,7,Latest Estimate,32,8403.38,35,9514.18
42794,2024-02,1187,8,Rolling Forecast,4,1789.31,5,1456.04
42795,2024-02,1187,10,Rolling Forecast,66,27793.42,79,25263.03
42796,2024-02,1188,1,Budget,74,20013.44,70,16040.59
42797,2024-02,1188,4,Budget,62,16188.62,76,16795.88
42798,2024-02,1188,6,Rolling Forecast,70,19895.39,78,19845.45
42799,2024-02,1188,8,Rolling Forecast,48,12141.35,59,13083.4
42800,2024-02,1189,1,Rolling Forecast,7,2039.58,7,1929.96
42801,2024-02,1189,2,Rolling Forecast,20,5613.81,23,6299.780000000001
42802,2024-02,1189,3,Budget,27,9039.44,34,8960.1
42803,2024-02,1189,5,Budget,64,17768.23,73,15762.14
42804,2024-02,1189,6,Budget,107,25073.01,118,28386.55
42805,2024-02,1189,7,Rolling Forecast,134,28128.77,118,28578.25
42806,2024-02,1190,1,Rolling Forecast,134,27951.38,166,31343.48
42807,2024-02,1190,2,Latest Estimate,98,26846.3,134,26676.199999999997
42808,2024-02,1190,3,Rolling Forecast,24,4694.33,23,4833.76
42809,2024-02,1190,4,Rolling Forecast,2,717.59,3,737.52
42810,2024-02,1190,5,Latest Estimate,57,10610.07,53,10855.44
42811,2024-02,1190,6,Rolling Forecast,82,16397.23,85,19277.34
42812,2024-02,1190,7,Latest Estimate,40,9110.65,40,8199.2
42813,2024-02,1190,8,Rolling Forecast,12,2658.74,11,2851.78
42814,2024-02,1191,1,Rolling Forecast,72,15286.98,63,15631.26
42815,2024-02,1191,3,Rolling Forecast,22,7301.19,23,5928.87
42816,2024-02,1191,6,Rolling Forecast,38,14414.2,44,11681.46
42817,2024-02,1191,7,Latest Estimate,131,31046.93,110,28670.8
42818,2024-02,1191,9,Rolling Forecast,113,25149.49,104,25601.72
42819,2024-02,1192,1,Rolling Forecast,71,20622.39,82,20893.27
42820,2024-02,1192,3,Latest Estimate,32,13587.97,43,11894.73
42821,2024-02,1192,4,Rolling Forecast,45,10022.92,42,10392.439999999999
42822,2024-02,1192,5,Rolling Forecast,137,36533.89,132,31212.08
42823,2024-02,1192,6,Rolling Forecast,113,35816.82,121,29683.989999999998
42824,2024-02,1192,7,Latest Estimate,74,23531.47,83,23423.36
42825,2024-02,1192,9,Latest Estimate,7,2395.61,9,2423.55
42826,2024-02,1193,1,Rolling Forecast,15,3366.58,15,2985.07
42827,2024-02,1193,2,Latest Estimate,38,6207.64,37,7281.92
42828,2024-02,1193,3,Latest Estimate,30,5650.84,31,5604.18
42829,2024-02,1193,6,Rolling Forecast,33,6258.86,44,7397.8
42830,2024-02,1193,7,Rolling Forecast,77,11987.16,70,12018.71
42831,2024-02,1193,8,Rolling Forecast,36,6042.74,36,7104.91
42832,2024-02,1193,9,Rolling Forecast,40,9174.32,49,8447.5
42833,2024-02,1193,10,Budget,103,17847.98,112,18361.54
42834,2024-02,1194,1,Budget,261,79696.4,321,99309.16
42835,2024-02,1194,2,Latest Estimate,12,3788.04,11,3369.17
42836,2024-02,1194,3,Rolling Forecast,42,7917.04,36,10359.71
42837,2024-02,1194,4,Rolling Forecast,71,24182.99,74,20522.77
42838,2024-02,1194,5,Budget,17,5645.29,16,5045.48
42839,2024-02,1194,6,Rolling Forecast,36,15218.78,53,15074.83
42840,2024-02,1194,8,Rolling Forecast,69,23641.26,77,23108.74
42841,2024-02,1195,1,Rolling Forecast,24,5025.52,28,6456.67
42842,2024-02,1195,2,Rolling Forecast,60,13280.16,76,14631.69
42843,2024-02,1195,4,Latest Estimate,58,10074.7,52,10218.46
42844,2024-02,1195,5,Rolling Forecast,231,35988.79,206,42078.4
42845,2024-02,1195,7,Budget,36,5699.03,36,6955.35
42846,2024-02,1196,1,Latest Estimate,157,25460.61,139,27719.75
42847,2024-02,1196,2,Latest Estimate,50,13429.86,55,11482.82
42848,2024-02,1196,5,Latest Estimate,1,245.9,1,232.51
42849,2024-02,1196,6,Latest Estimate,14,3911.18,15,3135.3199999999997
42850,2024-02,1196,8,Budget,11,2470.5,11,2201.07
42851,2024-02,1197,1,Budget,112,20510.27,103,20968.92
42852,2024-02,1197,2,Rolling Forecast,40,9108.13,44,9858.44
42853,2024-02,1197,3,Rolling Forecast,57,14989.27,61,14257.44
42854,2024-02,1197,4,Rolling Forecast,68,18206.74,86,18669.47
42855,2024-02,1197,6,Rolling Forecast,174,37106.0,173,38578.49
42856,2024-02,1197,10,Budget,36,7537.12,37,7348.35
42857,2024-02,1198,2,Rolling Forecast,49,8271.57,43,10003.16
42858,2024-02,1198,6,Budget,23,9234.8,32,7201.34
42859,2024-02,1198,7,Rolling Forecast,21,5392.58,20,4636.94
42860,2024-02,1199,1,Latest Estimate,13,3688.83,15,3535.58
42861,2024-02,1199,2,Rolling Forecast,56,10604.39,62,14602.09
42862,2024-02,1199,4,Rolling Forecast,26,4236.81,23,5858.56
42863,2024-02,1199,6,Rolling Forecast,8,2273.19,8,2233.64
42864,2024-02,1199,8,Latest Estimate,10,2426.49,9,2158.05
42865,2024-02,1199,10,Rolling Forecast,1,210.36,1,257.92
42866,2024-03,1000,1,Latest Estimate,10,8097.28,12,8308.23
42867,2024-03,1000,3,Rolling Forecast,60,33242.5,69,45969.96
42868,2024-03,1000,4,Budget,102,79950.4,111,76416.53
42869,2024-03,1000,6,Latest Estimate,12,7320.35,13,9569.82
42870,2024-03,1000,9,Budget,22,21360.97,28,21449.8
42871,2024-03,1001,1,Budget,47,50830.15,60,45464.54
42872,2024-03,1001,2,Budget,167,100857.85,176,145163.96
42873,2024-03,1001,3,Budget,111,113972.4,116,92914.34000000001
42874,2024-03,1001,5,Latest Estimate,96,41877.68,83,55006.86
42875,2024-03,1001,6,Latest Estimate,34,42366.23,44,33418.25
42876,2024-03,1001,7,Budget,34,19753.55,36,26626.67
42877,2024-03,1001,8,Latest Estimate,37,32757.93,45,34153.0
42878,2024-03,1001,9,Rolling Forecast,59,40202.6,76,57648.31
42879,2024-03,1002,1,Rolling Forecast,80,71632.99,94,81794.03
42880,2024-03,1002,2,Budget,77,92229.05,109,89805.3
42881,2024-03,1002,3,Rolling Forecast,33,25647.54,34,29548.99
42882,2024-03,1002,6,Latest Estimate,60,70677.57,63,51987.66
42883,2024-03,1002,7,Rolling Forecast,15,12336.36,14,12990.89
42884,2024-03,1002,8,Budget,40,35909.42,39,32307.81
42885,2024-03,1002,10,Rolling Forecast,118,117234.26,136,104392.73
42886,2024-03,1003,1,Rolling Forecast,140,150447.0,154,160732.41
42887,2024-03,1003,2,Rolling Forecast,22,23956.52,26,30277.75
42888,2024-03,1003,3,Latest Estimate,19,17114.39,21,21845.91
42889,2024-03,1003,5,Rolling Forecast,51,66755.76,52,58847.45
42890,2024-03,1003,6,Budget,83,84807.93,102,100966.17
42891,2024-03,1003,7,Rolling Forecast,82,73696.01,72,71711.35
42892,2024-03,1004,1,Budget,105,109280.41,141,105148.14
42893,2024-03,1004,2,Rolling Forecast,34,30527.43,37,29312.63
42894,2024-03,1004,4,Latest Estimate,65,52072.09,62,45468.479999999996
42895,2024-03,1004,6,Latest Estimate,180,163893.22,234,169079.07
42896,2024-03,1005,1,Rolling Forecast,34,18045.2,32,26985.04
42897,2024-03,1005,3,Rolling Forecast,48,36298.13,46,37897.51
42898,2024-03,1005,5,Rolling Forecast,70,55009.91,69,48183.06
42899,2024-03,1005,6,Budget,64,60066.01,87,64773.92999999999
42900,2024-03,1005,7,Latest Estimate,34,18200.48,27,21411.64
42901,2024-03,1005,8,Rolling Forecast,150,99831.9,138,104271.55
42902,2024-03,1005,9,Latest Estimate,2,1887.59,2,1661.84
42903,2024-03,1006,1,Rolling Forecast,100,86842.02,95,74386.95999999999
42904,2024-03,1006,7,Latest Estimate,45,45808.85,49,43140.19
42905,2024-03,1007,1,Rolling Forecast,96,108413.57,101,102486.64
42906,2024-03,1007,3,Rolling Forecast,13,13698.3,12,12268.69
42907,2024-03,1007,7,Latest Estimate,31,38108.03,32,31921.0
42908,2024-03,1007,9,Budget,24,19378.49,24,24714.78
42909,2024-03,1008,1,Budget,67,61328.44,74,52915.4
42910,2024-03,1008,2,Rolling Forecast,48,37978.63,40,29077.66
42911,2024-03,1008,3,Latest Estimate,84,72148.9,89,67607.64
42912,2024-03,1008,4,Rolling Forecast,28,29257.62,36,31729.64
42913,2024-03,1008,5,Latest Estimate,130,94300.89,140,103336.18000000001
42914,2024-03,1008,6,Rolling Forecast,185,144091.58,222,177070.88
42915,2024-03,1008,9,Rolling Forecast,52,43276.18,60,42735.909999999996
42916,2024-03,1008,10,Rolling Forecast,5,3735.64,4,3699.19
42917,2024-03,1009,1,Rolling Forecast,36,34642.13,43,37777.5
42918,2024-03,1009,2,Latest Estimate,25,21333.73,25,23074.12
42919,2024-03,1009,3,Budget,52,51775.02,61,44010.76
42920,2024-03,1009,4,Budget,141,163177.81,155,131822.9
42921,2024-03,1009,6,Latest Estimate,77,85733.12,100,80953.52
42922,2024-03,1009,9,Rolling Forecast,10,9185.81,9,8578.71
42923,2024-03,1010,1,Budget,294,247765.6,276,268418.33999999997
42924,2024-03,1010,2,Budget,108,130754.34,109,113557.57
42925,2024-03,1010,3,Rolling Forecast,23,20373.38,23,23997.29
42926,2024-03,1010,6,Latest Estimate,62,92732.85,70,72723.59
42927,2024-03,1011,1,Budget,26,21439.08,26,24207.01
42928,2024-03,1011,2,Latest Estimate,20,17668.91,16,17565.21
42929,2024-03,1011,3,Budget,51,73134.05,71,66565.13
42930,2024-03,1011,4,Rolling Forecast,13,14325.68,15,14745.68
42931,2024-03,1011,5,Budget,73,61000.15,68,55280.25
42932,2024-03,1011,6,Budget,167,157513.96,215,199272.97999999998
42933,2024-03,1012,1,Rolling Forecast,103,78927.52,106,93974.23000000001
42934,2024-03,1012,3,Rolling Forecast,11,8790.42,11,10312.33
42935,2024-03,1012,4,Budget,114,99109.44,106,96039.65
42936,2024-03,1012,5,Latest Estimate,8,7241.69,8,8567.84
42937,2024-03,1012,6,Latest Estimate,54,58092.85,57,54518.89
42938,2024-03,1013,1,Rolling Forecast,162,172441.64,154,132161.61000000002
42939,2024-03,1013,2,Latest Estimate,122,98948.77,135,103815.65
42940,2024-03,1013,3,Budget,39,26423.92,40,35358.369999999995
42941,2024-03,1013,4,Rolling Forecast,146,142084.67,173,147634.7
42942,2024-03,1013,5,Budget,26,28665.31,28,27937.04
42943,2024-03,1013,6,Latest Estimate,137,146955.82,166,143183.07
42944,2024-03,1013,7,Rolling Forecast,107,75149.71,104,84132.96
42945,2024-03,1013,8,Rolling Forecast,50,44839.53,47,40887.11
42946,2024-03,1013,9,Budget,71,54652.71,71,61617.75
42947,2024-03,1014,1,Budget,56,74775.03,55,62497.68
42948,2024-03,1014,2,Budget,32,52569.04,36,42817.36
42949,2024-03,1014,3,Rolling Forecast,58,70376.66,59,75922.66
42950,2024-03,1014,4,Latest Estimate,133,137472.73,119,141323.99
42951,2024-03,1014,6,Budget,28,32349.19,29,36935.8
42952,2024-03,1014,8,Latest Estimate,32,35218.28,32,39922.01
42953,2024-03,1014,9,Budget,39,62037.22,48,58478.69
42954,2024-03,1015,1,Budget,200,122040.07,166,148810.79
42955,2024-03,1015,3,Rolling Forecast,2,2424.71,3,3087.13
42956,2024-03,1015,5,Rolling Forecast,29,28246.61,27,24370.53
42957,2024-03,1015,6,Rolling Forecast,42,39531.77,53,42166.58
42958,2024-03,1015,8,Latest Estimate,8,7067.13,10,8164.65
42959,2024-03,1016,1,Budget,26,37717.07,29,29664.14
42960,2024-03,1016,2,Rolling Forecast,74,80198.71,85,90455.12
42961,2024-03,1016,3,Budget,42,41385.05,40,44762.270000000004
42962,2024-03,1016,4,Budget,247,306298.8,240,268568.47
42963,2024-03,1016,5,Budget,84,113047.7,85,83260.96
42964,2024-03,1016,6,Rolling Forecast,120,191241.52,180,174162.46
42965,2024-03,1016,7,Rolling Forecast,18,18638.74,18,21243.21
42966,2024-03,1016,8,Rolling Forecast,42,55610.58,49,51883.81
42967,2024-03,1017,1,Rolling Forecast,92,77763.39,95,91023.85
42968,2024-03,1017,2,Rolling Forecast,13,9591.79,13,12607.05
42969,2024-03,1017,3,Latest Estimate,38,36845.5,37,37262.73
42970,2024-03,1017,6,Rolling Forecast,28,24507.51,31,28912.15
42971,2024-03,1017,8,Rolling Forecast,73,56810.21,75,59039.32
42972,2024-03,1017,9,Latest Estimate,31,34776.07,33,33463.85
42973,2024-03,1018,1,Latest Estimate,21,28109.8,24,26169.3
42974,2024-03,1018,3,Budget,31,25035.68,30,31349.89
42975,2024-03,1018,4,Rolling Forecast,146,142218.03,117,125936.84
42976,2024-03,1018,5,Budget,13,10663.88,12,13503.17
42977,2024-03,1018,6,Budget,40,44034.2,43,46684.79
42978,2024-03,1019,1,Budget,18,21755.49,19,18998.25
42979,2024-03,1019,2,Budget,40,41463.13,50,47590.06
42980,2024-03,1019,3,Rolling Forecast,132,154116.95,148,134651.53
42981,2024-03,1019,5,Rolling Forecast,36,38477.79,42,38182.57
42982,2024-03,1019,6,Latest Estimate,221,225145.69,246,228350.85
42983,2024-03,1019,8,Latest Estimate,74,70279.39,76,61794.51
42984,2024-03,1020,3,Rolling Forecast,6,3381.88,7,3615.17
42985,2024-03,1020,4,Latest Estimate,82,37399.85,91,42353.82
42986,2024-03,1020,6,Rolling Forecast,35,22157.46,47,21311.829999999998
42987,2024-03,1020,8,Budget,8,6346.88,11,5717.78
42988,2024-03,1020,9,Rolling Forecast,15,10630.74,20,11124.57
42989,2024-03,1021,1,Latest Estimate,67,32234.15,63,37000.44
42990,2024-03,1021,2,Latest Estimate,101,59113.36,96,68115.13
42991,2024-03,1021,3,Budget,70,50158.96,74,41963.08
42992,2024-03,1021,4,Latest Estimate,44,26934.17,49,33438.54
42993,2024-03,1021,5,Rolling Forecast,82,58540.18,87,53707.65
42994,2024-03,1021,6,Rolling Forecast,83,71801.15,98,61592.91
42995,2024-03,1021,8,Rolling Forecast,20,14724.08,19,12702.279999999999
42996,2024-03,1022,1,Rolling Forecast,110,82270.68,106,69403.14
42997,2024-03,1022,2,Latest Estimate,126,85662.69,122,85263.55
42998,2024-03,1022,6,Latest Estimate,68,66091.79,88,63105.67
42999,2024-03,1022,8,Latest Estimate,38,17599.21,33,22655.45
43000,2024-03,1023,1,Latest Estimate,78,65000.21,113,68177.63
43001,2024-03,1023,2,Budget,134,82386.5,125,73056.72
43002,2024-03,1023,4,Rolling Forecast,161,83688.63,163,96432.61
43003,2024-03,1023,5,Budget,22,15019.34,19,12525.54
43004,2024-03,1023,6,Budget,13,9289.29,14,9641.95
43005,2024-03,1023,7,Latest Estimate,130,80394.95,129,77817.6
43006,2024-03,1023,9,Rolling Forecast,17,11649.4,17,10235.35
43007,2024-03,1024,1,Rolling Forecast,195,124261.72,230,114371.22
43008,2024-03,1024,4,Rolling Forecast,10,5871.32,11,6415.81
43009,2024-03,1024,6,Budget,150,118525.45,222,113092.72
43010,2024-03,1024,8,Rolling Forecast,3,2047.73,3,1749.1
43011,2024-03,1024,9,Rolling Forecast,19,16126.7,30,16361.65
43012,2024-03,1024,10,Rolling Forecast,61,33475.45,61,30941.35
43013,2024-03,1025,1,Latest Estimate,125,80088.49,129,100276.09
43014,2024-03,1025,3,Latest Estimate,27,25376.98,28,23294.699999999997
43015,2024-03,1025,5,Rolling Forecast,45,32968.2,44,31766.12
43016,2024-03,1025,6,Budget,26,27943.37,28,23994.93
43017,2024-03,1025,7,Rolling Forecast,6,6849.58,7,5151.38
43018,2024-03,1025,8,Rolling Forecast,59,48814.19,59,47481.25
43019,2024-03,1025,9,Budget,31,32011.62,33,26196.42
43020,2024-03,1026,1,Budget,46,31969.61,46,28268.66
43021,2024-03,1026,2,Rolling Forecast,55,40860.5,72,41578.270000000004
43022,2024-03,1026,3,Budget,14,8501.98,13,8422.96
43023,2024-03,1026,5,Latest Estimate,26,9907.63,26,16364.06
43024,2024-03,1026,6,Latest Estimate,26,9334.58,26,14967.220000000001
43025,2024-03,1026,7,Rolling Forecast,43,22200.78,41,25025.27
43026,2024-03,1026,8,Budget,54,28396.43,51,28399.99
43027,2024-03,1026,9,Rolling Forecast,27,14973.92,26,14520.2
43028,2024-03,1026,10,Rolling Forecast,32,15764.18,31,17423.04
43029,2024-03,1027,1,Rolling Forecast,33,14679.56,35,16632.72
43030,2024-03,1027,2,Rolling Forecast,13,5887.5,11,5081.68
43031,2024-03,1027,3,Budget,36,16000.74,44,20271.45
43032,2024-03,1027,4,Budget,13,5740.38,11,5610.56
43033,2024-03,1027,7,Rolling Forecast,115,54789.72,144,62189.8
43034,2024-03,1027,9,Budget,8,5187.87,9,4405.2
43035,2024-03,1028,1,Rolling Forecast,31,16526.91,32,15873.5
43036,2024-03,1028,2,Budget,6,3642.03,6,3255.03
43037,2024-03,1028,4,Latest Estimate,96,40700.9,93,49748.1
43038,2024-03,1028,5,Budget,64,45072.85,88,42955.54
43039,2024-03,1028,6,Latest Estimate,13,9630.37,16,8679.73
43040,2024-03,1028,10,Budget,72,34288.12,84,42161.74
43041,2024-03,1029,1,Rolling Forecast,171,102371.26,183,107285.5
43042,2024-03,1029,2,Rolling Forecast,19,13717.27,25,14661.69
43043,2024-03,1029,3,Rolling Forecast,45,25073.9,48,26463.14
43044,2024-03,1029,5,Budget,65,36973.26,64,38093.2
43045,2024-03,1029,6,Latest Estimate,17,13735.46,19,12653.57
43046,2024-03,1029,8,Rolling Forecast,5,4364.17,6,3862.29
43047,2024-03,1029,9,Rolling Forecast,42,33174.07,52,27148.71
43048,2024-03,1030,1,Rolling Forecast,259,153884.23,286,181087.36
43049,2024-03,1030,2,Budget,87,68676.37,104,67739.87
43050,2024-03,1030,5,Rolling Forecast,105,43814.17,91,62575.25
43051,2024-03,1030,6,Rolling Forecast,76,62298.96,113,73080.88
43052,2024-03,1030,8,Latest Estimate,8,7541.85,11,7574.429999999999
43053,2024-03,1030,9,Rolling Forecast,19,25107.53,30,19745.04
43054,2024-03,1031,1,Budget,51,39762.9,56,32760.4
43055,2024-03,1031,3,Rolling Forecast,179,107510.74,190,111723.2
43056,2024-03,1031,4,Rolling Forecast,4,2485.02,4,2713.37
43057,2024-03,1031,5,Latest Estimate,31,13413.55,25,15382.72
43058,2024-03,1031,6,Rolling Forecast,116,69609.07,138,80757.73000000001
43059,2024-03,1031,8,Budget,2,1811.71,3,2056.32
43060,2024-03,1032,1,Budget,66,41558.95,67,36277.67999999999
43061,2024-03,1032,3,Rolling Forecast,98,50962.81,102,53297.47
43062,2024-03,1032,4,Rolling Forecast,94,53763.62,97,49137.14
43063,2024-03,1032,5,Rolling Forecast,62,21852.05,66,30169.66
43064,2024-03,1032,6,Rolling Forecast,16,10935.66,19,11143.16
43065,2024-03,1032,7,Rolling Forecast,19,12062.45,21,11989.3
43066,2024-03,1033,1,Budget,66,34095.69,65,39244.340000000004
43067,2024-03,1033,2,Rolling Forecast,26,18183.31,31,19384.98
43068,2024-03,1033,9,Budget,113,70233.32,99,63186.2
43069,2024-03,1034,1,Rolling Forecast,39,24139.18,39,24703.07
43070,2024-03,1034,2,Rolling Forecast,11,6640.22,9,6202.28
43071,2024-03,1034,9,Latest Estimate,20,15517.84,28,18989.57
43072,2024-03,1035,1,Latest Estimate,357,208626.12,325,165840.82
43073,2024-03,1035,2,Rolling Forecast,8,4279.95,7,4036.61
43074,2024-03,1035,5,Rolling Forecast,9,6463.94,10,6095.71
43075,2024-03,1035,6,Budget,145,84712.14,161,86990.85
43076,2024-03,1035,7,Rolling Forecast,12,7573.93,12,7216.96
43077,2024-03,1036,1,Rolling Forecast,180,135114.66,204,109399.48999999999
43078,2024-03,1036,2,Latest Estimate,112,57868.98,112,56643.490000000005
43079,2024-03,1036,3,Latest Estimate,14,6117.02,15,8083.25
43080,2024-03,1036,6,Budget,19,13814.3,22,12627.39
43081,2024-03,1036,7,Rolling Forecast,30,23953.97,37,21272.55
43082,2024-03,1036,8,Latest Estimate,73,50225.66,77,41091.35
43083,2024-03,1036,9,Latest Estimate,47,34565.04,49,29006.05
43084,2024-03,1037,1,Latest Estimate,58,24734.77,54,28612.420000000002
43085,2024-03,1037,6,Rolling Forecast,41,27702.81,42,25275.54
43086,2024-03,1037,10,Rolling Forecast,66,26457.45,53,30796.37
