sales_id,order_id,date_id,date,year_month,customer_id,product_id,region_id,sales_rep_id,units,asp_eur,discount_pct,revenue_eur,revenue_local_currency,currency,unit_cost_eur,gross_profit_eur,gross_margin_pct,is_outlier_order
52808,ORD-00052808,20251110,2025-11-10,2025-11,8,1016,10,50.0,47,1232.02,0.072,57905.08,9339529.03,JPY,829.31,18927.35,0.3269,False
52809,ORD-00052809,20241119,2024-11-19,2024-11,877,1015,6,2.0,3,960.26,0.047,2880.78,3131.28,USD,689.55,812.14,0.2819,False
52810,ORD-00052810,20211028,2021-10-28,2021-10,567,1162,3,4.0,16,64.54,0.068,1032.62,1032.62,EUR,53.13,182.59,0.1768,False
52811,ORD-00052811,20220913,2022-09-13,2022-09,831,1088,4,13.0,52,948.7,0.102,49332.5,49332.5,EUR,570.2,19682.21,0.399,False
52812,ORD-00052812,20250730,2025-07-30,2025-07,431,1110,3,49.0,7,1878.39,0.002,13148.71,13148.71,EUR,1250.08,4398.14,0.3345,False
52813,ORD-00052813,20250402,2025-04-02,2025-04,213,1013,1,23.0,59,910.36,0.132,53711.43,53711.43,EUR,649.96,15364.01,0.286,False
52814,ORD-00052814,20221211,2022-12-11,2022-12,84,1071,1,63.0,37,150.48,0.102,5567.94,5567.94,EUR,72.53,2884.3,0.518,False
52815,ORD-00052815,20240929,2024-09-29,2024-09,659,1013,6,3.0,9,893.15,0.118,8038.35,8737.34,USD,706.98,1675.52,0.2084,False
52816,ORD-00052816,20210813,2021-08-13,2021-08,1073,1075,5,85.0,61,158.89,0.073,9692.16,8283.9,GBP,113.96,2740.41,0.2827,False
52817,ORD-00052817,20211115,2021-11-15,2021-11,919,1120,2,66.0,42,75.36,0.164,3165.2,3165.2,EUR,67.24,341.31,0.1078,False
52818,ORD-00052818,20250808,2025-08-08,2025-08,1148,1056,8,15.0,70,423.26,0.195,29628.35,29628.35,EUR,277.07,10233.69,0.3454,False
52819,ORD-00052819,20231130,2023-11-30,2023-11,247,1096,5,83.0,18,952.01,0.11,17136.21,14646.33,GBP,699.83,4539.2,0.2649,False
52820,ORD-00052820,20211024,2021-10-24,2021-10,76,1087,5,3.0,13,466.69,0.112,6066.94,5185.42,GBP,351.71,1494.72,0.2464,False
52821,ORD-00052821,20230909,2023-09-09,2023-09,1132,1020,3,34.0,45,433.38,0.201,19502.26,19502.26,EUR,457.41,-1081.33,-0.0554,False
52822,ORD-00052822,20230710,2023-07-10,2023-07,1012,1137,2,77.0,24,73.65,0.018,1767.52,1767.52,EUR,48.81,596.01,0.3372,False
52823,ORD-00052823,20251227,2025-12-27,2025-12,716,1057,1,42.0,10,421.29,0.105,4212.88,4212.88,EUR,340.78,805.13,0.1911,False
52824,ORD-00052824,20210201,2021-02-01,2021-02,706,1182,9,40.0,18,258.44,0.053,4651.9,20225.65,PLN,87.66,3074.1,0.6608,False
52825,ORD-00052825,20241111,2024-11-11,2024-11,179,1128,4,26.0,42,52.68,0.108,2212.38,2212.38,EUR,42.12,443.3,0.2004,False
52826,ORD-00052826,20241204,2024-12-04,2024-12,1158,1063,6,44.0,15,186.77,0.079,2801.48,3045.09,USD,100.43,1295.0,0.4623,False
52827,ORD-00052827,20241230,2024-12-30,2024-12,1041,1058,4,51.0,11,530.0,0.052,5829.99,5829.99,EUR,421.51,1193.4,0.2047,False
52828,ORD-00052828,20250103,2025-01-03,2025-01,8,1150,10,34.0,60,642.84,0.14,38570.38,6221029.03,JPY,676.91,-2044.44,-0.053,False
52829,ORD-00052829,20240930,2024-09-30,2024-09,413,1031,1,14.0,95,625.55,0.136,59427.43,59427.43,EUR,475.96,14210.81,0.2391,False
52830,ORD-00052830,20230423,2023-04-23,2023-04,703,1173,6,28.0,3,51.33,0.089,154.0,167.39,USD,39.19,36.41,0.2365,False
52831,ORD-00052831,20210417,2021-04-17,2021-04,773,1085,5,8.0,84,635.02,0.238,53342.03,45591.48,GBP,432.13,17042.71,0.3195,False
52832,ORD-00052832,20251119,2025-11-19,2025-11,277,1182,3,76.0,13,292.77,0.096,3806.06,3806.06,EUR,97.68,2536.17,0.6664,False
52833,ORD-00052833,20220512,2022-05-12,2022-05,108,1162,10,58.0,16,59.84,0.135,957.44,154425.81,JPY,50.9,143.03,0.1494,False
52834,ORD-00052834,20220928,2022-09-28,2022-09,579,1043,2,27.0,59,274.83,0.248,16215.14,16215.14,EUR,281.75,-408.37,-0.0252,False
52835,ORD-00052835,20211121,2021-11-21,2021-11,867,1059,8,78.0,67,335.3,0.176,22464.99,22464.99,EUR,324.23,741.68,0.033,False
52836,ORD-00052836,20221109,2022-11-09,2022-11,606,1059,1,15.0,50,349.74,0.18,17486.98,17486.98,EUR,324.31,1271.46,0.0727,False
52837,ORD-00052837,20221103,2022-11-03,2022-11,65,1081,1,66.0,70,588.09,0.162,41166.37,41166.37,EUR,398.3,13285.44,0.3227,False
52838,ORD-00052838,20221223,2022-12-23,2022-12,48,1031,4,31.0,4,691.6,0.052,2766.38,2766.38,EUR,452.24,957.44,0.3461,False
52839,ORD-00052839,20230315,2023-03-15,2023-03,660,1132,3,56.0,26,71.68,0.197,1863.73,1863.73,EUR,57.93,357.62,0.1919,False
52840,ORD-00052840,20240706,2024-07-06,2024-07,118,1070,3,66.0,11,151.28,0.134,1664.09,1664.09,EUR,78.08,805.26,0.4839,False
52841,ORD-00052841,20251123,2025-11-23,2025-11,968,1187,7,3.0,16,332.63,0.08,5322.11,7826.63,CAD,143.92,3019.39,0.5673,False
52842,ORD-00052842,20231031,2023-10-31,2023-10,230,1168,6,35.0,10,53.79,0.117,537.86,584.63,USD,45.58,82.06,0.1526,False
52843,ORD-00052843,20251224,2025-12-24,2025-12,275,1112,10,74.0,25,1503.14,0.174,37578.48,6061045.16,JPY,1060.35,11069.77,0.2946,False
52844,ORD-00052844,20210429,2021-04-29,2021-04,496,1134,3,25.0,36,69.81,0.121,2513.11,2513.11,EUR,53.05,603.47,0.2401,False
52845,ORD-00052845,20230121,2023-01-21,2023-01,337,1131,1,49.0,14,96.39,0.032,1349.5,1349.5,EUR,71.84,343.75,0.2547,False
52846,ORD-00052846,20210306,2021-03-06,2021-03,174,1045,4,37.0,2,403.11,0.027,806.22,806.22,EUR,317.34,171.54,0.2128,False
52847,ORD-00052847,20240229,2024-02-29,2024-02,978,1013,6,66.0,103,779.44,0.213,80282.16,87263.22,USD,713.43,6799.13,0.0847,False
52848,ORD-00052848,20251204,2025-12-04,2025-12,773,1098,5,33.0,51,521.25,0.232,26583.9,22721.28,GBP,493.67,1406.68,0.0529,False
52849,ORD-00052849,20220312,2022-03-12,2022-03,164,1120,9,9.0,38,93.67,0.074,3559.33,15475.35,PLN,67.79,983.23,0.2762,False
52850,ORD-00052850,20241011,2024-10-11,2024-10,1049,1123,4,77.0,14,74.87,0.095,1048.15,1048.15,EUR,53.52,298.83,0.2851,False
52851,ORD-00052851,20241213,2024-12-13,2024-12,259,1082,2,48.0,27,836.55,0.152,22586.89,22586.89,EUR,658.66,4803.03,0.2126,False
52852,ORD-00052852,20210820,2021-08-20,2021-08,786,1014,6,28.0,13,1102.35,0.145,14330.56,15576.7,USD,928.78,2256.42,0.1575,False
52853,ORD-00052853,20230510,2023-05-10,2023-05,516,1124,8,56.0,33,79.36,0.151,2618.82,2618.82,EUR,61.54,588.02,0.2245,False
52854,ORD-00052854,20211030,2021-10-30,2021-10,1063,1086,6,33.0,43,602.84,0.215,25921.98,28176.07,USD,477.19,5402.98,0.2084,False
52855,ORD-00052855,20221211,2022-12-11,2022-12,122,1069,2,12.0,46,177.7,0.131,8174.22,8174.22,EUR,109.69,3128.38,0.3827,False
52856,ORD-00052856,20250222,2025-02-22,2025-02,478,1131,5,50.0,2,99.3,,198.61,169.75,GBP,76.11,46.39,0.2336,False
52857,ORD-00052857,20220829,2022-08-29,2022-08,602,1125,4,8.0,22,78.35,0.093,1723.74,1723.74,EUR,54.99,513.86,0.2981,False
52858,ORD-00052858,20251005,2025-10-05,2025-10,24,1004,2,25.0,21,719.39,0.14,15107.17,15107.17,EUR,577.79,2973.59,0.1968,False
52859,ORD-00052859,20250101,2025-01-01,2025-01,411,1103,6,19.0,43,1526.8,0.216,65652.57,71361.49,USD,1293.99,10011.02,0.1525,False
52860,ORD-00052860,20220624,2022-06-24,2022-06,971,1150,6,25.0,41,653.43,0.117,26790.47,29120.08,USD,601.23,2139.94,0.0799,False
52861,ORD-00052861,20230427,2023-04-27,2023-04,257,1169,2,26.0,33,50.32,0.049,1660.5,1660.5,EUR,43.71,218.18,0.1314,False
52862,ORD-00052862,20240406,2024-04-06,2024-04,891,1191,6,69.0,57,270.07,0.192,15394.19,16732.82,USD,115.35,8819.38,0.5729,False
52863,ORD-00052863,20240317,2024-03-17,2024-03,951,1177,6,5.0,15,45.49,0.077,682.36,741.7,USD,42.19,49.45,0.0725,False
52864,ORD-00052864,20231229,2023-12-29,2023-12,224,1103,9,5.0,76,1587.47,0.192,120647.81,524555.7,PLN,1337.21,19019.86,0.1576,False
52865,ORD-00052865,20230122,2023-01-22,2023-01,696,1132,7,63.0,38,79.88,0.138,3035.41,4463.84,CAD,58.18,824.59,0.2717,False
52866,ORD-00052866,20251019,2025-10-19,2025-10,949,1175,4,67.0,96,57.53,0.231,5522.6,5522.6,EUR,52.34,497.54,0.0901,False
52867,ORD-00052867,20210710,2021-07-10,2021-07,1077,1132,9,34.0,37,68.96,0.141,2551.51,11093.52,PLN,52.36,614.21,0.2407,False
52868,ORD-00052868,20240503,2024-05-03,2024-05,569,1177,3,7.0,39,42.31,0.117,1650.09,1650.09,EUR,41.2,43.15,0.0262,False
52869,ORD-00052869,20210318,2021-03-18,2021-03,697,1166,1,39.0,79,56.77,0.09,4484.49,4484.49,EUR,47.96,695.74,0.1551,False
52870,ORD-00052870,20231219,2023-12-19,2023-12,275,1191,10,63.0,31,248.19,0.151,7693.8,1240935.48,JPY,119.38,3993.16,0.519,False
52871,ORD-00052871,20220115,2022-01-15,2022-01,762,1011,1,4.0,4,903.42,0.069,3613.7,3613.7,EUR,677.41,904.05,0.2502,False
52872,ORD-00052872,20210701,2021-07-01,2021-07,1107,1032,8,70.0,4,532.82,0.044,2131.29,2131.29,EUR,417.58,460.98,0.2163,False
52873,ORD-00052873,20210424,2021-04-24,2021-04,1034,1029,1,82.0,72,518.79,0.117,37352.58,37352.58,EUR,408.65,7930.1,0.2123,True
52874,ORD-00052874,20251103,2025-11-03,2025-11,116,1139,1,27.0,78,70.23,0.322,5478.11,5478.11,EUR,67.14,241.26,0.044,False
52875,ORD-00052875,20211012,2021-10-12,2021-10,592,1193,2,15.0,36,176.88,0.127,6367.55,6367.55,EUR,75.37,3654.27,0.5739,False
52876,ORD-00052876,20221222,2022-12-22,2022-12,678,1177,1,24.0,43,41.24,0.122,1773.45,1773.45,EUR,39.39,79.86,0.045,False
52877,ORD-00052877,20230725,2023-07-25,2023-07,899,1057,1,61.0,17,427.06,0.115,7260.08,7260.08,EUR,323.86,1754.48,0.2417,False
52878,ORD-00052878,20210222,2021-02-22,2021-02,266,1028,2,80.0,12,435.94,0.106,5231.26,5231.26,EUR,386.28,595.9,0.1139,False
52879,ORD-00052879,20250922,2025-09-22,2025-09,429,1063,1,6.0,7,197.05,0.068,1379.33,1379.33,EUR,100.18,678.08,0.4916,False
52880,ORD-00052880,20210202,2021-02-02,2021-02,782,1168,9,31.0,17,54.17,0.133,920.81,4003.52,PLN,42.98,190.1,0.2065,False
52881,ORD-00052881,20250830,2025-08-30,2025-08,283,1110,5,32.0,20,1766.58,0.094,35331.7,30198.03,GBP,1291.42,9503.31,0.269,False
52882,ORD-00052882,20210310,2021-03-10,2021-03,379,1059,3,26.0,59,370.46,0.182,21856.88,21856.88,EUR,297.89,4281.48,0.1959,False
52883,ORD-00052883,20230328,2023-03-28,2023-03,1122,1086,7,27.0,58,743.78,0.094,43139.07,63439.81,CAD,518.54,13063.66,0.3028,False
52884,ORD-00052884,20250112,2025-01-12,2025-01,569,1035,3,14.0,47,599.72,0.154,28186.74,28186.74,EUR,502.67,4561.13,0.1618,False
52885,ORD-00052885,20210223,2021-02-23,2021-02,169,1131,5,8.0,7,88.0,0.069,616.03,526.52,GBP,72.55,108.17,0.1756,False
52886,ORD-00052886,20250227,2025-02-27,2025-02,186,1102,1,25.0,37,1211.7,0.233,44832.93,44832.93,EUR,907.8,11244.43,0.2508,False
52887,ORD-00052887,20230725,2023-07-25,2023-07,864,1059,6,28.0,21,414.43,0.054,8703.1,9459.89,USD,330.85,1755.18,0.2017,False
52888,ORD-00052888,20230727,2023-07-27,2023-07,17,1038,1,66.0,35,598.8,0.126,20958.08,20958.08,EUR,491.64,3750.61,0.179,False
52889,ORD-00052889,20220118,2022-01-18,2022-01,740,1042,2,67.0,1,398.08,0.009,398.08,398.08,EUR,325.28,72.8,0.1829,False
52890,ORD-00052890,20220425,2022-04-25,2022-04,411,1060,6,18.0,710,126.2,0.259,89601.94,97393.41,USD,102.51,16818.37,0.1877,True
52891,ORD-00052891,20250208,2025-02-08,2025-02,41,1136,4,47.0,17,77.19,0.089,1312.17,1312.17,EUR,57.61,332.73,0.2536,False
52892,ORD-00052892,20210123,2021-01-23,2021-01,1056,1102,2,27.0,6,1405.48,0.054,8432.86,8432.86,EUR,866.82,3231.92,0.3833,False
52893,ORD-00052893,20221020,2022-10-20,2022-10,112,1011,8,51.0,44,835.2,0.158,36748.67,36748.67,EUR,645.03,8367.46,0.2277,False
52894,ORD-00052894,20221022,2022-10-22,2022-10,357,1014,8,61.0,39,1064.3,0.186,41507.77,41507.77,EUR,990.77,2867.72,0.0691,False
52895,ORD-00052895,20220711,2022-07-11,2022-07,102,1095,10,33.0,2,518.56,0.055,1037.11,167275.81,JPY,302.33,432.45,0.417,False
52896,ORD-00052896,20221007,2022-10-07,2022-10,272,1135,8,1.0,5,81.83,0.034,409.16,409.16,EUR,55.46,131.87,0.3223,False
52897,ORD-00052897,20211002,2021-10-02,2021-10,310,1027,7,40.0,73,355.51,0.224,25952.04,38164.76,CAD,357.5,-145.54,-0.0056,False
52898,ORD-00052898,20211214,2021-12-14,2021-12,417,1178,1,64.0,57,41.67,0.074,2375.0,2375.0,EUR,37.89,215.33,0.0907,False
52899,ORD-00052899,20231221,2023-12-21,2023-12,685,1012,4,32.0,51,931.69,0.11,47515.97,47515.97,EUR,712.38,11184.56,0.2354,False
52900,ORD-00052900,20231227,2023-12-27,2023-12,922,1012,6,30.0,42,883.89,0.169,37123.32,40351.43,USD,696.96,7850.91,0.2115,False
52901,ORD-00052901,20250930,2025-09-30,2025-09,1114,1125,6,32.0,66,77.42,0.22,5109.45,5553.75,USD,58.52,1246.97,0.2441,False
52902,ORD-00052902,20231114,2023-11-14,2023-11,1077,1153,9,24.0,24,617.35,0.129,14816.42,64419.22,PLN,564.65,1264.8,0.0854,False
52903,ORD-00052903,20230520,2023-05-20,2023-05,860,1139,6,47.0,17,102.38,0.05,1740.38,1891.72,USD,65.01,635.26,0.365,False
52904,ORD-00052904,20210729,2021-07-29,2021-07,132,1153,4,32.0,8,589.11,0.079,4712.86,4712.86,EUR,505.79,666.51,0.1414,False
52905,ORD-00052905,20241106,2024-11-06,2024-11,849,1094,5,29.0,181,725.74,0.207,131359.76,112273.3,GBP,558.47,30276.83,0.2305,False
52906,ORD-00052906,20230604,2023-06-04,2023-06,723,1116,1,65.0,88,1198.49,0.247,105467.39,105467.39,EUR,1037.2,14194.11,0.1346,False
52907,ORD-00052907,20241208,2024-12-08,2024-12,33,1036,1,33.0,8,657.78,0.053,5262.24,5262.24,EUR,485.65,1377.07,0.2617,False
52908,ORD-00052908,20220202,2022-02-02,2022-02,704,1130,1,8.0,6,84.53,0.047,507.18,507.18,EUR,62.38,132.89,0.262,False
52909,ORD-00052909,20240401,2024-04-01,2024-04,570,1106,6,1.0,43,1221.45,0.133,52522.4,57089.57,USD,788.49,18617.15,0.3545,False
52910,ORD-00052910,20241020,2024-10-20,2024-10,752,1175,10,35.0,27,56.44,0.125,1523.91,245791.94,JPY,49.66,183.17,0.1202,False
52911,ORD-00052911,20221226,2022-12-26,2022-12,839,1064,10,3.0,21,204.9,0.091,4302.95,694024.19,JPY,110.49,1982.7,0.4608,False
52912,ORD-00052912,20230817,2023-08-17,2023-08,1024,1148,10,2.0,131,476.21,0.218,62383.76,10061896.77,JPY,535.45,-7760.21,-0.1244,False
52913,ORD-00052913,20210519,2021-05-19,2021-05,935,1057,9,3.0,6,391.84,0.1,2351.01,10221.78,PLN,316.51,451.95,0.1922,False
52914,ORD-00052914,20220710,2022-07-10,2022-07,696,1033,7,64.0,21,535.19,0.141,11239.08,16528.06,CAD,503.14,673.17,0.0599,False
52915,ORD-00052915,20211210,2021-12-10,2021-12,466,1095,6,17.0,26,518.42,0.071,13478.92,14651.0,USD,294.57,5820.19,0.4318,False
52916,ORD-00052916,20230119,2023-01-19,2023-01,926,1019,1,29.0,128,894.13,0.132,114448.77,114448.77,EUR,685.17,26746.47,0.2337,False
52917,ORD-00052917,20210714,2021-07-14,2021-07,278,1096,2,18.0,75,756.27,0.256,56720.41,56720.41,EUR,630.36,9443.5,0.1665,False
52918,ORD-00052918,20250331,2025-03-31,2025-03,284,1092,5,37.0,75,943.29,0.176,70746.45,60467.05,GBP,720.48,16710.11,0.2362,False
52919,ORD-00052919,20241102,2024-11-02,2024-11,1042,1078,2,31.0,20,252.7,0.148,5053.95,5053.95,EUR,123.18,2590.29,0.5125,False
52920,ORD-00052920,20250602,2025-06-02,2025-06,914,1151,3,63.0,7,596.92,0.121,4178.41,4178.41,EUR,531.87,455.33,0.109,False
52921,ORD-00052921,20251024,2025-10-24,2025-10,1198,1142,2,28.0,11,663.75,0.066,7301.29,7301.29,EUR,563.24,1105.6,0.1514,False
52922,ORD-00052922,20231231,2023-12-31,2023-12,969,1145,1,28.0,5,701.72,0.092,3508.61,3508.61,EUR,608.69,465.17,0.1326,False
52923,ORD-00052923,20241118,2024-11-18,2024-11,759,1176,2,76.0,32,63.37,0.142,2027.74,2027.74,EUR,54.45,285.31,0.1407,False
52924,ORD-00052924,20230908,2023-09-08,2023-09,1095,1137,6,28.0,18,61.32,0.128,1103.79,1199.77,USD,51.12,183.59,0.1663,False
52925,ORD-00052925,20250117,2025-01-17,2025-01,1200,1099,5,22.0,16,924.42,0.061,14790.73,12641.65,GBP,503.98,6727.08,0.4548,False
52926,ORD-00052926,20231121,2023-11-21,2023-11,752,1126,10,41.0,25,60.93,0.118,1523.25,245685.48,JPY,46.39,363.48,0.2386,False
52927,ORD-00052927,20241106,2024-11-06,2024-11,533,1187,6,56.0,2,323.68,0.093,647.36,703.65,USD,138.77,369.82,0.5713,False
52928,ORD-00052928,20220722,2022-07-22,2022-07,326,1119,6,8.0,17,1301.99,0.11,22133.86,24058.54,USD,1013.97,4896.41,0.2212,False
52929,ORD-00052929,20240817,2024-08-17,2024-08,86,1056,3,51.0,4,494.45,0.0,1977.81,1977.81,EUR,274.7,879.0,0.4444,False
52930,ORD-00052930,20240126,2024-01-26,2024-01,269,1082,7,21.0,79,718.69,0.21,56776.22,83494.44,CAD,610.22,8569.1,0.1509,False
52931,ORD-00052931,20220528,2022-05-28,2022-05,120,1124,2,80.0,32,92.05,0.044,2945.74,2945.74,EUR,62.24,953.97,0.3238,False
52932,ORD-00052932,20240815,2024-08-15,2024-08,1147,1157,1,34.0,66,865.32,0.1,57111.18,57111.18,EUR,715.38,9895.8,0.1733,False
52933,ORD-00052933,20230110,2023-01-10,2023-01,888,1128,3,59.0,11,50.67,0.091,557.37,557.37,EUR,38.09,138.34,0.2482,False
52934,ORD-00052934,20240426,2024-04-26,2024-04,630,1030,3,65.0,32,623.22,0.146,19942.96,19942.96,EUR,487.16,4353.72,0.2183,False
52935,ORD-00052935,20240618,2024-06-18,2024-06,696,1100,7,75.0,46,1412.75,0.195,64986.47,95568.34,CAD,926.81,22353.41,0.344,False
52936,ORD-00052936,20240714,2024-07-14,2024-07,403,1190,4,64.0,13,222.37,0.12,2890.82,2890.82,EUR,105.33,1521.58,0.5264,False
52937,ORD-00052937,20240810,2024-08-10,2024-08,1100,1021,8,85.0,23,647.66,0.129,14896.13,14896.13,EUR,558.55,2049.46,0.1376,False
52938,ORD-00052938,20230410,2023-04-10,2023-04,748,1108,9,45.0,3,1825.53,0.032,5476.59,23811.26,PLN,914.23,2733.9,0.4992,False
52939,ORD-00052939,20240418,2024-04-18,2024-04,539,1151,6,39.0,15,606.89,0.137,9103.35,9894.95,USD,510.81,1441.14,0.1583,False
52940,ORD-00052940,20250820,2025-08-20,2025-08,139,1015,2,62.0,26,1010.15,0.058,26263.9,26263.9,EUR,731.38,7247.92,0.276,False
52941,ORD-00052941,20210527,2021-05-27,2021-05,910,1106,6,85.0,32,1150.0,,36800.05,40000.05,USD,770.74,12136.28,0.3298,False
52942,ORD-00052942,20250112,2025-01-12,2025-01,282,1143,2,37.0,8,833.95,0.055,6671.62,6671.62,EUR,739.98,751.77,0.1127,False
52943,ORD-00052943,20211012,2021-10-12,2021-10,83,1131,2,39.0,4,88.29,0.003,353.16,353.16,EUR,67.93,81.43,0.2306,False
52944,ORD-00052944,20230714,2023-07-14,2023-07,540,1071,3,66.0,13,129.85,0.132,1688.05,1688.05,EUR,70.49,771.71,0.4572,False
52945,ORD-00052945,20211210,2021-12-10,2021-12,387,1131,7,58.0,13,96.38,0.072,1252.97,1842.6,CAD,71.13,328.26,0.262,False
52946,ORD-00052946,20250111,2025-01-11,2025-01,187,1064,8,10.0,16,233.25,0.022,3731.99,3731.99,EUR,115.97,1876.43,0.5028,False
52947,ORD-00052947,20210321,2021-03-21,2021-03,311,1075,6,54.0,71,152.26,,10810.28,11750.3,USD,106.05,3280.54,0.3035,False
52948,ORD-00052948,20240915,2024-09-15,2024-09,474,1029,1,19.0,39,568.23,0.206,22160.92,22160.92,EUR,477.94,3521.38,0.1589,False
52949,ORD-00052949,20230311,2023-03-11,2023-03,590,1067,3,64.0,18,172.22,0.134,3100.04,3100.04,EUR,103.59,1235.39,0.3985,False
52950,ORD-00052950,20220628,2022-06-28,2022-06,411,1048,6,24.0,58,493.56,0.159,28626.32,31115.57,USD,423.61,4056.95,0.1417,False
52951,ORD-00052951,20251110,2025-11-10,2025-11,298,1040,10,50.0,8,414.49,0.029,3315.94,534829.03,JPY,253.26,1289.9,0.389,False
52952,ORD-00052952,20220902,2022-09-02,2022-09,633,1025,1,64.0,18,781.29,0.038,14063.13,14063.13,EUR,621.77,2871.36,0.2042,False
52953,ORD-00052953,20220311,2022-03-11,2022-03,943,1002,1,26.0,5,822.16,0.067,4110.79,4110.79,EUR,600.5,1108.3,0.2696,False
52954,ORD-00052954,20230507,2023-05-07,2023-05,167,1114,8,25.0,57,1397.06,0.097,79632.32,79632.32,EUR,899.32,28371.06,0.3563,False
52955,ORD-00052955,20220922,2022-09-22,2022-09,161,1130,6,34.0,8,85.08,0.094,680.66,739.85,USD,60.59,195.91,0.2878,False
52956,ORD-00052956,20241025,2024-10-25,2024-10,365,1077,8,65.0,30,159.48,0.071,4784.45,4784.45,EUR,92.17,2019.5,0.4221,False
52957,ORD-00052957,20210306,2021-03-06,2021-03,460,1167,3,31.0,1,55.31,0.044,55.31,55.31,EUR,45.1,10.22,0.1847,False
52958,ORD-00052958,20240829,2024-08-29,2024-08,666,1066,5,78.0,11,182.3,0.098,2005.31,1713.94,GBP,92.7,985.66,0.4915,False
52959,ORD-00052959,20230419,2023-04-19,2023-04,1150,1026,4,66.0,18,605.51,0.058,10899.21,10899.21,EUR,494.21,2003.4,0.1838,False
52960,ORD-00052960,20250114,2025-01-14,2025-01,189,1162,4,78.0,18,70.5,0.068,1269.02,1269.02,EUR,57.39,236.02,0.186,False
52961,ORD-00052961,20221113,2022-11-13,2022-11,876,1117,8,42.0,14,1038.63,0.128,14540.86,14540.86,EUR,919.89,1662.36,0.1143,False
52962,ORD-00052962,20210209,2021-02-09,2021-02,419,1042,5,80.0,16,381.23,0.064,6099.67,5213.39,GBP,321.94,948.63,0.1555,False
52963,ORD-00052963,20241214,2024-12-14,2024-12,605,1193,6,19.0,13,191.54,0.1,2490.04,2706.57,USD,79.25,1459.81,0.5863,False
52964,ORD-00052964,20211018,2021-10-18,2021-10,903,1158,10,79.0,32,589.32,0.173,18858.17,3041640.32,JPY,683.34,-3008.72,-0.1595,False
52965,ORD-00052965,20230812,2023-08-12,2023-08,993,1037,4,12.0,28,508.51,0.154,14238.32,14238.32,EUR,490.41,506.86,0.0356,False
52966,ORD-00052966,20250407,2025-04-07,2025-04,944,1001,5,21.0,30,826.2,0.175,24786.14,21184.74,GBP,572.41,7613.78,0.3072,False
52967,ORD-00052967,20250922,2025-09-22,2025-09,929,1039,2,4.0,26,709.72,0.114,18452.82,18452.82,EUR,612.83,2519.23,0.1365,False
52968,ORD-00052968,20220520,2022-05-20,2022-05,55,1190,4,63.0,54,235.8,0.061,12733.2,12733.2,EUR,105.91,7014.24,0.5509,False
52969,ORD-00052969,20250416,2025-04-16,2025-04,510,1017,2,25.0,2,997.47,0.077,1994.94,1994.94,EUR,727.05,540.84,0.2711,False
52970,ORD-00052970,20241231,2024-12-31,2024-12,663,1103,5,5.0,25,1837.63,0.069,45940.72,39265.57,GBP,1322.79,12870.89,0.2802,False
52971,ORD-00052971,20250920,2025-09-20,2025-09,678,1010,1,43.0,65,1035.9,0.121,67333.79,67333.79,EUR,843.01,12538.29,0.1862,False
52972,ORD-00052972,20250308,2025-03-08,2025-03,508,1192,10,71.0,6,298.24,0.028,1789.43,288617.74,JPY,116.81,1088.59,0.6083,False
52973,ORD-00052973,20210715,2021-07-15,2021-07,864,1043,6,33.0,9,357.14,0.003,3214.25,3493.75,USD,277.89,713.26,0.2219,False
52974,ORD-00052974,20251020,2025-10-20,2025-10,1011,1051,1,18.0,16,449.4,0.061,7190.48,7190.48,EUR,354.4,1520.06,0.2114,False
52975,ORD-00052975,20210223,2021-02-23,2021-02,67,1166,5,53.0,9,58.68,0.124,528.08,451.35,GBP,49.02,86.89,0.1645,False
52976,ORD-00052976,20221128,2022-11-28,2022-11,673,1082,6,57.0,18,686.62,0.128,12359.18,13433.89,USD,618.66,1223.37,0.099,False
52977,ORD-00052977,20230215,2023-02-15,2023-02,719,1012,1,20.0,67,762.94,0.264,51117.02,51117.02,EUR,763.27,-22.37,-0.0004,False
52978,ORD-00052978,20230829,2023-08-29,2023-08,925,1117,1,71.0,20,1110.19,0.044,22203.78,22203.78,EUR,910.86,3986.67,0.1795,False
52979,ORD-00052979,20220428,2022-04-28,2022-04,965,1179,3,19.0,11,44.55,0.018,490.09,490.09,EUR,36.78,85.5,0.1745,False
52980,ORD-00052980,20211004,2021-10-04,2021-10,339,1062,6,11.0,5,223.18,0.037,1115.9,1212.93,USD,103.49,598.44,0.5363,False
52981,ORD-00052981,20250414,2025-04-14,2025-04,660,1073,3,82.0,54,170.72,0.109,9219.14,9219.14,EUR,110.72,3240.41,0.3515,False
52982,ORD-00052982,20240519,2024-05-19,2024-05,131,1056,4,59.0,88,398.43,0.192,35061.84,35061.84,EUR,279.36,10477.8,0.2988,False
52983,ORD-00052983,20230805,2023-08-05,2023-08,678,1162,1,80.0,32,65.24,0.078,2087.66,2087.66,EUR,57.22,256.54,0.1229,False
52984,ORD-00052984,20241229,2024-12-29,2024-12,196,1092,8,45.0,9,978.48,0.084,8806.29,8806.29,EUR,651.97,2938.58,0.3337,False
52985,ORD-00052985,20250906,2025-09-06,2025-09,488,1106,1,69.0,15,1661.87,0.0,24928.06,24928.06,EUR,881.05,11712.3,0.4698,False
52986,ORD-00052986,20220405,2022-04-05,2022-04,279,1151,3,64.0,4,619.09,0.012,2476.35,2476.35,EUR,522.92,384.67,0.1553,False
