customer_id;customer_code;customer_segment;industry;region_id;customer_since;customer_size_score;base_churn_probability
776;CUST-00776;SMB;Retail;4;2020-08-29;0,739;0,148
777;CUST-00777;Mid-Market;Education;9;2021-07-24;4,844;0,048
778;CUST-00778;Mid-Market;Manufacturing;6;2022-06-02;9,626;0,089
779;CUST-00779;Mid-Market;Healthcare;1;2020-12-04;1,983;0,08
780;CUST-00780;Public Sector;Manufacturing;1;2023-10-12;2,851;0,047
781;CUST-00781;SMB;Technology;9;2020-11-14;0,717;0,231
782;CUST-00782;Enterprise;Technology;9;2021-04-28;7,816;0,042
783;CUST-00783;SMB;Manufacturing;4;2022-10-11;0,878;0,177
784;CUST-00784;Mid-Market;Logistics;6;2020-03-07;3,792;0,046
785;CUST-00785;SMB;Healthcare;1;2023-03-29;0,595;0,114
786;CUST-00786;Mid-Market;Retail;6;2022-04-06;14,001;0,097
787;CUST-00787;SMB;Government;10;2023-11-26;0,649;0,2
788;CUST-00788;Mid-Market;Technology;6;2021-11-12;3,804;0,061
789;CUST-00789;Distributor;Manufacturing;3;2020-12-15;3,28;0,093
790;CUST-00790;Public Sector;Technology;7;2022-04-30;1,705;0,034
791;CUST-00791;SMB;Education;8;2023-12-22;0,898;0,18
792;CUST-00792;SMB;Technology;5;2020-09-25;0,665;0,169
793;CUST-00793;Distributor;Healthcare;4;2020-02-13;9,957;0,095
794;CUST-00794;SMB;Education;5;2021-06-21;1,159;0,189
795;CUST-00795;SMB;Retail;4;2021-03-18;0,642;0,157
796;CUST-00796;Public Sector;Logistics;9;2020-10-04;1,477;0,06
797;CUST-00797;SMB;Education;3;2022-10-11;1,171;0,105
798;CUST-00798;Mid-Market;Government;1;2020-01-24;2,877;0,061
799;CUST-00799;SMB;Retail;4;2020-01-10;1,196;0,188
800;CUST-00800;Mid-Market;Manufacturing;7;2020-02-22;1,021;0,091
801;CUST-00801;Mid-Market;Government;1;2020-07-13;5,474;0,081
802;CUST-00802;Enterprise;Technology;2;2023-04-26;7,662;0,026
803;CUST-00803;SMB;Healthcare;6;2023-09-27;0,561;0,134
804;CUST-00804;SMB;Technology;6;2021-06-08;0,456;0,193
805;CUST-00805;SMB;Technology;5;2021-03-13;0,581;0,191
806;CUST-00806;Mid-Market;Manufacturing;3;2022-06-16;8,468;0,079
807;CUST-00807;Mid-Market;Education;8;2020-07-10;1,535;0,084
808;CUST-00808;Mid-Market;Manufacturing;10;2021-04-29;2,902;0,07
809;CUST-00809;Mid-Market;Technology;6;2020-10-27;1,707;0,074
810;CUST-00810;Distributor;Technology;7;2022-12-04;3,446;0,071
811;CUST-00811;Public Sector;Logistics;6;2024-01-24;2,416;0,037
812;CUST-00812;SMB;Healthcare;2;2023-04-13;1,497;0,154
813;CUST-00813;Distributor;Education;3;2020-04-07;8,76;0,125
814;CUST-00814;SMB;Manufacturing;3;2022-09-14;1,348;0,217
815;CUST-00815;SMB;Manufacturing;3;2023-06-27;2,966;0,196
816;CUST-00816;Mid-Market;Logistics;7;2023-07-20;2,829;0,06
817;CUST-00817;SMB;Retail;1;2023-03-16;2,814;0,185
818;CUST-00818;Mid-Market;Healthcare;8;2021-07-27;2,418;0,101
819;CUST-00819;SMB;Logistics;8;2020-03-13;0,78;0,188
820;CUST-00820;SMB;Education;2;2021-03-02;0,343;0,23
821;CUST-00821;Mid-Market;Government;2;2021-10-10;1,156;0,066
822;CUST-00822;SMB;Manufacturing;1;2022-11-18;0,576;0,135
823;CUST-00823;Mid-Market;Retail;1;2020-01-18;5,749;0,047
824;CUST-00824;SMB;Healthcare;6;2023-04-28;0,895;0,216
825;CUST-00825;SMB;Technology;4;2020-03-30;0,447;0,208
826;CUST-00826;Distributor;Manufacturing;9;2023-02-26;7,631;0,07
827;CUST-00827;Mid-Market;Logistics;3;2022-06-22;2,134;0,097
828;CUST-00828;Enterprise;Education;1;2021-05-28;8,834;0,028
829;CUST-00829;SMB;Manufacturing;2;2023-10-07;1,674;0,149
830;CUST-00830;SMB;Logistics;2;2022-02-19;1,161;0,125
831;CUST-00831;Enterprise;Education;4;2022-09-07;9,059;0,036
832;CUST-00832;SMB;Technology;2;2022-07-07;0,446;0,197
833;CUST-00833;Mid-Market;Technology;3;2023-07-09;4,908;0,079
834;CUST-00834;SMB;Education;9;2021-07-12;1,04;0,185
835;CUST-00835;SMB;Technology;6;2023-03-29;1,54;0,18
836;CUST-00836;Enterprise;Education;1;2023-06-29;10,535;0,032
837;CUST-00837;SMB;Government;2;2021-07-05;0,386;0,217
838;CUST-00838;SMB;Manufacturing;2;2020-11-23;1,577;0,155
839;CUST-00839;Mid-Market;Manufacturing;10;2022-06-17;6,757;0,054
840;CUST-00840;Distributor;Retail;2;2023-09-01;3,332;0,067
841;CUST-00841;Public Sector;Technology;2;2020-03-25;2,764;0,057
842;CUST-00842;Enterprise;Manufacturing;1;2022-12-23;6,005;0,023
843;CUST-00843;Distributor;Logistics;5;2024-01-12;11,782;0,078
844;CUST-00844;SMB;Retail;3;2021-09-11;0,634;0,169
845;CUST-00845;Distributor;Technology;2;2021-08-20;5,748;0,084
846;CUST-00846;SMB;Logistics;1;2021-09-13;1,411;0,111
847;CUST-00847;Distributor;Education;4;2022-02-15;4,391;0,126
848;CUST-00848;Mid-Market;Education;4;2020-01-27;1,609;0,066
849;CUST-00849;Distributor;Logistics;5;2020-01-23;5,967;0,118
850;CUST-00850;Public Sector;Retail;5;2023-05-13;2,673;0,057
851;CUST-00851;Public Sector;Manufacturing;4;2023-07-11;2,974;0,053
852;CUST-00852;Public Sector;Logistics;1;2021-09-26;2,315;0,07
853;CUST-00853;Enterprise;Logistics;9;2020-09-27;6,624;0,021
854;CUST-00854;SMB;Retail;6;2022-04-19;0,848;0,175
855;CUST-00855;SMB;Technology;1;2022-08-24;0,403;0,221
856;CUST-00856;Distributor;Manufacturing;3;2023-10-27;2,734;0,093
857;CUST-00857;Public Sector;Healthcare;5;2022-02-26;1,906;0,042
858;CUST-00858;Public Sector;Technology;6;2020-02-27;1,566;0,07
859;CUST-00859;Mid-Market;Government;8;2020-04-26;0,827;0,096
860;CUST-00860;Mid-Market;Healthcare;6;2020-08-06;6,631;0,058
861;CUST-00861;Enterprise;Retail;1;2021-09-22;3,562;0,03
862;CUST-00862;Mid-Market;Government;10;2021-12-29;3,511;0,069
863;CUST-00863;SMB;Retail;6;2022-01-21;2,127;0,12
864;CUST-00864;Mid-Market;Logistics;6;2023-06-11;6,132;0,048
865;CUST-00865;Mid-Market;Manufacturing;1;2021-01-05;3,561;0,074
866;CUST-00866;SMB;Retail;6;2022-04-07;1,019;0,19
867;CUST-00867;Enterprise;Healthcare;8;2021-05-09;6,801;0,041
868;CUST-00868;SMB;Logistics;6;2020-11-07;1,956;0,19
869;CUST-00869;Distributor;Technology;10;2022-10-04;10,871;0,113
870;CUST-00870;SMB;Manufacturing;2;2022-11-06;0,686;0,163
871;CUST-00871;Mid-Market;Healthcare;1;2024-01-15;5,173;0,05
872;CUST-00872;Enterprise;Manufacturing;4;2023-07-27;24,438;0,041
873;CUST-00873;SMB;Retail;4;2020-12-29;1,323;0,141
874;CUST-00874;Mid-Market;Technology;1;2021-06-01;1,995;0,051
875;CUST-00875;SMB;Healthcare;4;2023-11-04;1,02;0,129
876;CUST-00876;Mid-Market;Government;8;2020-01-28;4,892;0,068
877;CUST-00877;SMB;Manufacturing;6;2022-12-27;2,473;0,16
878;CUST-00878;SMB;Retail;1;2023-12-30;1,433;0,137
879;CUST-00879;SMB;Technology;6;2020-03-06;0,755;0,117
880;CUST-00880;Public Sector;Healthcare;4;2022-09-09;2,51;0,065
881;CUST-00881;SMB;Logistics;8;2024-02-04;0,743;0,159
882;CUST-00882;Mid-Market;Logistics;6;2021-05-10;4,53;0,095
883;CUST-00883;Mid-Market;Retail;1;2023-01-02;1,388;0,097
884;CUST-00884;SMB;Government;10;2022-09-12;0,488;0,214
885;CUST-00885;Mid-Market;Logistics;7;2023-10-07;5,036;0,055
886;CUST-00886;SMB;Retail;10;2021-05-05;0,312;0,152
887;CUST-00887;Mid-Market;Education;1;2020-09-24;2,127;0,063
888;CUST-00888;SMB;Technology;3;2022-08-08;3,413;0,19
889;CUST-00889;SMB;Government;6;2021-02-26;3,105;0,138
890;CUST-00890;Enterprise;Logistics;5;2020-04-20;5,547;0,028
891;CUST-00891;Enterprise;Government;6;2020-02-26;9,888;0,024
892;CUST-00892;Mid-Market;Manufacturing;4;2024-02-01;5,295;0,081
893;CUST-00893;Mid-Market;Healthcare;4;2022-03-21;4,191;0,068
894;CUST-00894;Mid-Market;Logistics;1;2023-04-06;1,837;0,048
895;CUST-00895;Mid-Market;Logistics;1;2023-10-14;2,092;0,07
896;CUST-00896;Mid-Market;Education;7;2021-01-27;2,019;0,055
897;CUST-00897;Mid-Market;Logistics;7;2021-05-12;2,587;0,092
898;CUST-00898;Mid-Market;Healthcare;3;2022-11-11;6,759;0,078
899;CUST-00899;Mid-Market;Education;1;2022-11-13;7,37;0,083
900;CUST-00900;Mid-Market;Education;9;2021-09-14;3,008;0,082
901;CUST-00901;Distributor;Logistics;9;2022-07-30;4,083;0,085
902;CUST-00902;Public Sector;Healthcare;6;2020-02-16;2,887;0,069
903;CUST-00903;Distributor;Retail;10;2020-12-21;8,487;0,118
904;CUST-00904;Mid-Market;Government;1;2022-01-05;3,083;0,079
905;CUST-00905;SMB;Manufacturing;6;2021-03-22;2,191;0,132
906;CUST-00906;Public Sector;Logistics;2;2023-04-26;3,137;0,04
907;CUST-00907;Mid-Market;Healthcare;7;2022-09-19;5,752;0,071
908;CUST-00908;Distributor;Retail;5;2021-10-18;2,401;0,092
909;CUST-00909;SMB;Retail;4;2021-04-08;1,84;0,192
910;CUST-00910;Enterprise;Manufacturing;6;2021-01-23;8,561;0,023
911;CUST-00911;SMB;Retail;6;2022-01-29;1,234;0,133
912;CUST-00912;Public Sector;Education;2;2020-06-13;1,427;0,04
913;CUST-00913;SMB;Healthcare;4;2021-05-16;0,61;0,123
914;CUST-00914;Mid-Market;Technology;3;2024-02-08;2,329;0,046
915;CUST-00915;Distributor;Government;6;2023-10-17;3,524;0,125
916;CUST-00916;SMB;Technology;3;2020-01-18;1,077;0,159
917;CUST-00917;SMB;Education;1;2022-01-30;0,566;0,225
918;CUST-00918;Mid-Market;Education;1;2021-07-18;5,313;0,087
919;CUST-00919;Distributor;Education;2;2020-12-30;2,375;0,097
920;CUST-00920;SMB;Logistics;1;2020-02-28;3,042;0,126
921;CUST-00921;Distributor;Manufacturing;5;2020-09-21;6,85;0,072
922;CUST-00922;Enterprise;Healthcare;6;2022-08-05;12,392;0,037
923;CUST-00923;Enterprise;Education;8;2020-08-03;8,933;0,032
924;CUST-00924;Enterprise;Healthcare;6;2022-08-26;4,166;0,024
925;CUST-00925;SMB;Manufacturing;1;2023-10-13;1,177;0,177
926;CUST-00926;Distributor;Healthcare;1;2020-05-12;8,866;0,085
927;CUST-00927;Distributor;Government;9;2023-03-07;4,174;0,088
928;CUST-00928;SMB;Logistics;3;2023-10-06;2,995;0,145
929;CUST-00929;Public Sector;Government;2;2023-10-05;3,626;0,033
930;CUST-00930;Mid-Market;Technology;1;2022-08-10;5,733;0,081
931;CUST-00931;Public Sector;Manufacturing;3;2020-02-16;2,091;0,064
932;CUST-00932;SMB;Technology;1;2022-09-25;1,232;0,146
933;CUST-00933;Enterprise;Manufacturing;10;2022-07-20;4,795;0,023
934;CUST-00934;SMB;Manufacturing;4;2021-03-04;0,704;0,19
935;CUST-00935;Mid-Market;Retail;9;2023-10-28;6,682;0,065
936;CUST-00936;Public Sector;Retail;5;2023-06-10;1,159;0,063
937;CUST-00937;Mid-Market;Retail;6;2021-12-20;3,56;0,099
938;CUST-00938;SMB;Logistics;6;2021-10-14;0,745;0,141
939;CUST-00939;Distributor;Logistics;6;2023-02-24;9,318;0,079
940;CUST-00940;Enterprise;Manufacturing;3;2022-07-15;7,253;0,041
941;CUST-00941;Mid-Market;Logistics;3;2021-06-01;3,696;0,098
942;CUST-00942;Mid-Market;Manufacturing;1;2021-02-06;1,925;0,059
943;CUST-00943;SMB;Manufacturing;1;2023-01-09;0,959;0,123
944;CUST-00944;Enterprise;Government;5;2021-06-03;11,938;0,023
945;CUST-00945;Distributor;Education;6;2020-12-12;5,398;0,109
946;CUST-00946;Mid-Market;Education;3;2023-11-30;9,203;0,099
947;CUST-00947;SMB;Technology;3;2022-05-11;2,016;0,159
948;CUST-00948;Public Sector;Healthcare;6;2022-05-12;1,337;0,058
949;CUST-00949;Distributor;Logistics;4;2020-09-27;12,391;0,097
950;CUST-00950;Enterprise;Government;9;2021-11-08;10,381;0,033
951;CUST-00951;Enterprise;Technology;6;2022-04-06;11,347;0,021
952;CUST-00952;SMB;Logistics;2;2023-10-19;1,009;0,133
953;CUST-00953;SMB;Logistics;8;2023-12-26;0,679;0,161
954;CUST-00954;Mid-Market;Logistics;6;2020-09-03;3,123;0,08
955;CUST-00955;SMB;Healthcare;7;2020-05-01;1,383;0,158
956;CUST-00956;Mid-Market;Healthcare;4;2020-08-13;1,921;0,083
957;CUST-00957;Mid-Market;Healthcare;6;2022-01-05;1,784;0,067
958;CUST-00958;Public Sector;Retail;7;2020-03-19;1,028;0,036
959;CUST-00959;SMB;Government;2;2024-01-17;2,19;0,18
960;CUST-00960;Mid-Market;Manufacturing;2;2023-12-12;2,247;0,09
961;CUST-00961;Mid-Market;Retail;7;2023-01-17;3,944;0,075
962;CUST-00962;Mid-Market;Logistics;2;2024-01-29;3,417;0,095
963;CUST-00963;SMB;Logistics;8;2023-12-25;0,297;0,15
964;CUST-00964;SMB;Government;5;2022-07-24;1,393;0,178
965;CUST-00965;SMB;Government;3;2023-06-13;1,721;0,126
966;CUST-00966;SMB;Healthcare;4;2023-06-02;1,361;0,129
967;CUST-00967;SMB;Technology;9;2021-01-12;1,312;0,172
968;CUST-00968;Public Sector;Retail;7;2020-01-09;9,436;0,069
969;CUST-00969;Public Sector;Education;1;2021-06-02;5,018;0,035
970;CUST-00970;SMB;Retail;5;2020-05-14;0,828;0,211
971;CUST-00971;Enterprise;Education;6;2022-03-25;9,997;0,043
972;CUST-00972;SMB;Manufacturing;1;2021-08-25;1,31;0,232
973;CUST-00973;Enterprise;Education;1;2023-01-07;5,865;0,021
974;CUST-00974;Distributor;Government;8;2023-03-07;6,04;0,082
975;CUST-00975;Distributor;Manufacturing;3;2020-08-16;4,959;0,108
976;CUST-00976;Distributor;Government;1;2022-01-03;11,507;0,107
977;CUST-00977;Distributor;Education;3;2020-12-23;4,883;0,115
978;CUST-00978;Distributor;Healthcare;6;2022-01-30;3,759;0,127
979;CUST-00979;Distributor;Healthcare;10;2020-12-12;5,185;0,113
980;CUST-00980;SMB;Logistics;1;2021-05-02;1,11;0,167
981;CUST-00981;Mid-Market;Healthcare;1;2022-10-19;4,367;0,087
982;CUST-00982;Distributor;Retail;4;2022-10-23;15,796;0,103
983;CUST-00983;Mid-Market;Education;7;2023-05-07;3,483;0,059
984;CUST-00984;SMB;Healthcare;2;2021-07-01;1,379;0,174
985;CUST-00985;SMB;Government;1;2021-07-28;1,861;0,164
986;CUST-00986;Public Sector;Education;2;2020-05-15;2,459;0,065
987;CUST-00987;Public Sector;Education;4;2023-02-11;1,775;0,038
988;CUST-00988;Enterprise;Logistics;7;2020-06-02;8,778;0,041
989;CUST-00989;SMB;Retail;4;2023-08-29;1,735;0,201
990;CUST-00990;SMB;Education;5;2021-05-23;1,333;0,21
991;CUST-00991;Enterprise;Technology;7;2023-05-08;6,679;0,036
992;CUST-00992;SMB;Education;5;2022-06-24;1,596;0,13
993;CUST-00993;Mid-Market;Logistics;4;2022-01-27;2,026;0,086
994;CUST-00994;Mid-Market;Manufacturing;3;2022-01-14;2,138;0,059
995;CUST-00995;SMB;Logistics;7;2021-08-08;1,437;0,147
996;CUST-00996;SMB;Healthcare;5;2020-12-12;0,362;0,17
997;CUST-00997;SMB;Retail;2;2021-02-12;0,579;0,139
998;CUST-00998;SMB;Government;4;2020-06-07;0,645;0,132
999;CUST-00999;Enterprise;Government;7;2022-10-17;3,49;0,02
1000;CUST-01000;Mid-Market;Education;1;2022-07-23;4,539;0,074
1001;CUST-01001;SMB;Logistics;2;2021-12-06;1,087;0,187
1002;CUST-01002;SMB;Retail;6;2022-05-19;0,48;0,196
1003;CUST-01003;Mid-Market;Logistics;2;2022-06-29;2,909;0,052
1004;CUST-01004;Mid-Market;Technology;1;2020-06-15;6,532;0,055
1005;CUST-01005;SMB;Retail;2;2020-11-03;1,332;0,205
1006;CUST-01006;Distributor;Healthcare;5;2021-07-24;5,121;0,07
1007;CUST-01007;Public Sector;Government;1;2020-06-25;1,485;0,053
1008;CUST-01008;Public Sector;Education;1;2022-11-15;0,368;0,066
1009;CUST-01009;SMB;Education;1;2020-11-04;0,826;0,122
1010;CUST-01010;Public Sector;Government;4;2021-02-05;2,606;0,057
1011;CUST-01011;Mid-Market;Government;1;2022-12-15;14,139;0,075
1012;CUST-01012;Mid-Market;Logistics;2;2022-04-16;2,517;0,089
1013;CUST-01013;Public Sector;Technology;3;2022-03-10;2,327;0,062
1014;CUST-01014;Mid-Market;Manufacturing;5;2021-12-16;7,455;0,091
1015;CUST-01015;Public Sector;Government;1;2020-06-20;1,39;0,045
1016;CUST-01016;Mid-Market;Technology;2;2020-12-08;2,285;0,068
1017;CUST-01017;SMB;Logistics;8;2020-12-08;1,849;0,123
1018;CUST-01018;Public Sector;Manufacturing;1;2021-12-08;1,762;0,059
1019;CUST-01019;Mid-Market;Retail;6;2023-09-24;5,69;0,071
1020;CUST-01020;Enterprise;Logistics;4;2020-11-12;10,182;0,021
1021;CUST-01021;SMB;Healthcare;3;2023-07-14;0,894;0,168
1022;CUST-01022;Mid-Market;Manufacturing;6;2020-12-01;2,822;0,062
1023;CUST-01023;SMB;Retail;7;2021-03-21;0,64;0,173
1024;CUST-01024;Distributor;Manufacturing;10;2022-10-17;5,396;0,083
1025;CUST-01025;Mid-Market;Technology;6;2023-09-21;4,557;0,092
1026;CUST-01026;Mid-Market;Retail;6;2022-10-15;4,788;0,067
1027;CUST-01027;Distributor;Healthcare;5;2022-08-27;2,471;0,128
1028;CUST-01028;Distributor;Retail;5;2020-05-17;10,278;0,117
1029;CUST-01029;Public Sector;Technology;8;2022-01-31;3,13;0,035
1030;CUST-01030;SMB;Education;6;2024-01-12;1,288;0,214
1031;CUST-01031;SMB;Healthcare;6;2023-10-12;1,012;0,119
1032;CUST-01032;Enterprise;Education;1;2021-10-30;16,186;0,042
1033;CUST-01033;Distributor;Healthcare;9;2023-01-03;5,322;0,119
1034;CUST-01034;Public Sector;Healthcare;1;2022-12-25;3,931;0,039
1035;CUST-01035;Mid-Market;Healthcare;4;2021-01-24;3,048;0,101
1036;CUST-01036;Public Sector;Manufacturing;9;2020-09-16;6,026;0,05
1037;CUST-01037;SMB;Education;1;2023-01-31;0,915;0,154
1038;CUST-01038;Enterprise;Technology;2;2021-10-14;4,97;0,033
1039;CUST-01039;Public Sector;Healthcare;2;2021-01-29;3,292;0,038
1040;CUST-01040;SMB;Government;8;2020-06-12;1,079;0,156
1041;CUST-01041;Mid-Market;Retail;4;2023-05-29;15,542;0,073
1042;CUST-01042;Mid-Market;Healthcare;2;2022-06-04;5,728;0,048
1043;CUST-01043;Enterprise;Education;2;2020-06-02;6,995;0,035
1044;CUST-01044;Mid-Market;Education;1;2020-06-09;5,328;0,047
1045;CUST-01045;SMB;Healthcare;1;2023-11-14;1,44;0,167
1046;CUST-01046;Mid-Market;Education;3;2020-02-21;2,147;0,052
1047;CUST-01047;SMB;Government;6;2020-09-21;0,37;0,173
1048;CUST-01048;SMB;Technology;1;2022-03-14;1,536;0,212
1049;CUST-01049;Public Sector;Government;4;2023-08-17;5,77;0,038
1050;CUST-01050;Mid-Market;Healthcare;6;2022-07-13;3,34;0,06
1051;CUST-01051;Distributor;Education;4;2020-04-20;4,927;0,068
1052;CUST-01052;Public Sector;Healthcare;1;2020-12-10;1,759;0,06
1053;CUST-01053;Mid-Market;Retail;1;2021-01-06;3,124;0,075
1054;CUST-01054;Enterprise;Logistics;2;2021-05-14;6,139;0,026
1055;CUST-01055;Mid-Market;Government;2;2021-02-13;4,001;0,056
1056;CUST-01056;SMB;Manufacturing;2;2023-02-03;2,429;0,186
1057;CUST-01057;SMB;Education;6;2021-08-18;1,608;0,222
1058;CUST-01058;SMB;Education;8;2021-03-09;0,458;0,14
1059;CUST-01059;SMB;Technology;1;2022-04-02;1,522;0,105
1060;CUST-01060;Distributor;Technology;6;2020-01-09;2,395;0,1
1061;CUST-01061;Distributor;Logistics;6;2022-08-16;5,074;0,109
1062;CUST-01062;Distributor;Retail;4;2022-04-23;3,86;0,089
1063;CUST-01063;Distributor;Retail;6;2022-06-05;12,143;0,09
1064;CUST-01064;Enterprise;Education;5;2021-08-04;10,789;0,024
1065;CUST-01065;SMB;Manufacturing;6;2020-07-13;0,477;0,182
1066;CUST-01066;Public Sector;Manufacturing;1;2023-08-10;1,79;0,034
1067;CUST-01067;SMB;Manufacturing;7;2022-06-27;0,518;0,231
1068;CUST-01068;SMB;Technology;5;2021-04-09;1,425;0,123
1069;CUST-01069;SMB;Retail;4;2020-04-28;0,751;0,212
1070;CUST-01070;Enterprise;Retail;7;2021-06-01;10,527;0,025
1071;CUST-01071;Mid-Market;Logistics;5;2021-06-04;1,856;0,07
1072;CUST-01072;SMB;Technology;2;2021-02-17;1,173;0,169
1073;CUST-01073;Enterprise;Retail;5;2020-08-20;24,728;0,03
1074;CUST-01074;Distributor;Education;5;2023-12-15;3,001;0,084
1075;CUST-01075;Enterprise;Logistics;4;2023-05-23;21,673;0,033
1076;CUST-01076;SMB;Healthcare;1;2021-10-01;0,752;0,125
1077;CUST-01077;Enterprise;Government;9;2022-08-05;13,854;0,029
1078;CUST-01078;Public Sector;Technology;2;2021-11-26;6,257;0,069
1079;CUST-01079;Distributor;Healthcare;6;2023-05-23;11,274;0,076
1080;CUST-01080;Distributor;Healthcare;1;2022-09-14;3,74;0,091
1081;CUST-01081;Public Sector;Education;1;2020-08-23;1,84;0,034
1082;CUST-01082;SMB;Logistics;2;2022-07-13;0,865;0,109
1083;CUST-01083;SMB;Logistics;2;2022-09-12;2,029;0,203
1084;CUST-01084;Mid-Market;Healthcare;3;2021-11-21;1,559;0,077
1085;CUST-01085;SMB;Retail;10;2021-02-07;0,928;0,196
1086;CUST-01086;Distributor;Government;9;2023-11-23;5,372;0,116
1087;CUST-01087;Public Sector;Manufacturing;6;2023-02-20;0,773;0,041
1088;CUST-01088;SMB;Manufacturing;5;2022-06-24;0,644;0,115
1089;CUST-01089;SMB;Retail;8;2020-04-12;0,401;0,124
1090;CUST-01090;Public Sector;Manufacturing;10;2023-08-23;1,691;0,053
1091;CUST-01091;SMB;Technology;6;2023-08-14;1,445;0,134
1092;CUST-01092;Mid-Market;Healthcare;8;2021-02-21;1,267;0,056
1093;CUST-01093;Public Sector;Retail;5;2021-01-27;1,573;0,053
1094;CUST-01094;SMB;Retail;7;2023-07-25;1,592;0,147
1095;CUST-01095;Mid-Market;Government;6;2022-03-01;3,97;0,095
1096;CUST-01096;SMB;Logistics;2;2023-08-08;1,6;0,197
1097;CUST-01097;SMB;Education;6;2023-09-29;0,778;0,202
1098;CUST-01098;SMB;Technology;2;2023-08-18;0,581;0,225
1099;CUST-01099;SMB;Retail;4;2022-04-29;1,083;0,171
1100;CUST-01100;Mid-Market;Retail;8;2023-09-14;2,286;0,057
1101;CUST-01101;SMB;Government;6;2021-11-17;0,709;0,229
1102;CUST-01102;SMB;Manufacturing;2;2022-08-21;0,853;0,216
1103;CUST-01103;Mid-Market;Logistics;4;2022-02-08;7,922;0,082
1104;CUST-01104;SMB;Government;1;2020-10-08;0,849;0,12
1105;CUST-01105;Distributor;Healthcare;2;2021-09-20;5,531;0,081
1106;CUST-01106;Mid-Market;Education;6;2020-04-09;3,071;0,054
1107;CUST-01107;SMB;Manufacturing;8;2023-08-08;1,868;0,104
1108;CUST-01108;SMB;Education;2;2020-06-25;1,995;0,131
1109;CUST-01109;SMB;Healthcare;2;2021-09-24;0,863;0,16
1110;CUST-01110;Distributor;Manufacturing;5;2023-10-28;9,156;0,073
1111;CUST-01111;Public Sector;Retail;6;2020-06-26;1,761;0,059
1112;CUST-01112;Public Sector;Healthcare;1;2023-10-02;1,277;0,048
1113;CUST-01113;SMB;Retail;1;2023-10-21;1,228;0,118
1114;CUST-01114;Distributor;Retail;6;2022-08-23;5,151;0,081
1115;CUST-01115;Public Sector;Technology;5;2023-01-26;3,272;0,066
1116;CUST-01116;Public Sector;Manufacturing;2;2020-01-28;1,187;0,051
1117;CUST-01117;SMB;Retail;7;2020-06-18;0,74;0,167
1118;CUST-01118;Mid-Market;Education;6;2024-01-17;1,25;0,086
1119;CUST-01119;SMB;Manufacturing;6;2023-10-13;2,372;0,196
1120;CUST-01120;Mid-Market;Education;5;2021-09-03;11,094;0,094
1121;CUST-01121;SMB;Government;6;2023-02-21;1,366;0,119
1122;CUST-01122;Enterprise;Retail;7;2021-01-25;21,072;0,028
1123;CUST-01123;SMB;Government;4;2024-01-26;1,711;0,229
1124;CUST-01124;Distributor;Logistics;2;2020-01-21;6,415;0,13
1125;CUST-01125;Mid-Market;Education;6;2021-05-13;3,993;0,093
1126;CUST-01126;Enterprise;Technology;4;2021-01-14;3,282;0,034
1127;CUST-01127;Distributor;Logistics;3;2021-01-31;5,592;0,114
1128;CUST-01128;Enterprise;Healthcare;9;2021-01-10;4,653;0,033
1129;CUST-01129;Public Sector;Manufacturing;1;2023-03-16;2,412;0,038
1130;CUST-01130;SMB;Logistics;6;2023-09-20;2,353;0,143
1131;CUST-01131;Distributor;Healthcare;4;2021-06-19;3,464;0,083
1132;CUST-01132;Distributor;Healthcare;3;2021-02-10;5,606;0,065
1133;CUST-01133;Mid-Market;Logistics;10;2021-04-05;2,085;0,071
1134;CUST-01134;Mid-Market;Logistics;1;2023-11-19;3,752;0,087
1135;CUST-01135;Distributor;Government;2;2020-08-20;6,571;0,077
1136;CUST-01136;Public Sector;Technology;1;2020-03-18;1,26;0,044
1137;CUST-01137;Public Sector;Education;2;2020-05-06;1,787;0,039
1138;CUST-01138;Mid-Market;Manufacturing;8;2022-11-15;3,481;0,058
1139;CUST-01139;SMB;Healthcare;3;2020-06-12;0,568;0,16
1140;CUST-01140;SMB;Technology;5;2023-02-18;0,468;0,219
1141;CUST-01141;SMB;Logistics;5;2023-09-10;0,537;0,159
1142;CUST-01142;SMB;Education;4;2023-11-09;0,576;0,227
1143;CUST-01143;Public Sector;Education;6;2022-07-04;2,219;0,052
1144;CUST-01144;Mid-Market;Government;1;2020-02-16;0,805;0,074
1145;CUST-01145;Mid-Market;Technology;6;2021-09-02;1,876;0,101
1146;CUST-01146;Mid-Market;Manufacturing;2;2023-09-06;2,128;0,068
1147;CUST-01147;Enterprise;Manufacturing;1;2024-02-06;8,958;0,037
1148;CUST-01148;Enterprise;Manufacturing;8;2020-06-13;11,181;0,02
1149;CUST-01149;SMB;Technology;2;2021-09-28;2,578;0,23
1150;CUST-01150;Mid-Market;Education;4;2020-09-28;5,436;0,06
1151;CUST-01151;Public Sector;Healthcare;2;2021-01-08;1,665;0,033
1152;CUST-01152;Distributor;Logistics;6;2022-02-21;11,174;0,109
1153;CUST-01153;SMB;Government;1;2022-07-28;0,507;0,205
1154;CUST-01154;Mid-Market;Logistics;1;2023-10-21;5,175;0,067
1155;CUST-01155;Enterprise;Manufacturing;8;2022-06-10;4,951;0,035
1156;CUST-01156;Enterprise;Healthcare;1;2021-03-25;7,106;0,027
1157;CUST-01157;SMB;Logistics;10;2022-08-02;0,735;0,171
