cost_id,year_month,product_id,standard_unit_cost_eur,actual_unit_cost_eur
6852,2023-11,1051,324.11,317.16
6853,2023-11,1052,282.48,270.08
6854,2023-11,1053,302.7,315.24
6855,2023-11,1054,408.37,433.65
6856,2023-11,1055,321.52,307.53
6857,2023-11,1056,270.18,258.49
6858,2023-11,1057,334.65,340.99
6859,2023-11,1058,390.58,398.48
6860,2023-11,1059,326.21,317.35
6861,2023-11,1060,101.85,106.65
6862,2023-11,1061,66.18,68.93
6863,2023-11,1062,100.26,103.82
6864,2023-11,1063,89.85,95.65
6865,2023-11,1064,112.53,116.57
6866,2023-11,1065,87.86,89.69
6867,2023-11,1066,90.93,94.14
6868,2023-11,1067,110.97,106.54
6869,2023-11,1068,114.14,118.36
6870,2023-11,1069,114.15,118.52
6871,2023-11,1070,79.97,79.98
6872,2023-11,1071,72.87,70.21
6873,2023-11,1072,93.62,88.96
6874,2023-11,1073,105.44,110.85
6875,2023-11,1074,70.81,75.85
6876,2023-11,1075,118.48,127.43
6877,2023-11,1076,76.28,79.26
6878,2023-11,1077,89.23,87.74
6879,2023-11,1078,124.05,118.59
6880,2023-11,1079,99.67,97.35
6881,2023-11,1080,417.82,411.08
6882,2023-11,1081,420.26,452.91
6883,2023-11,1082,592.05,579.05
6884,2023-11,1083,390.19,378.4
6885,2023-11,1084,430.57,453.39
6886,2023-11,1085,461.08,471.07
6887,2023-11,1086,497.58,503.27
6888,2023-11,1087,363.92,381.78
6889,2023-11,1088,584.69,583.58
6890,2023-11,1089,514.74,512.45
6891,2023-11,1090,542.1,583.05
6892,2023-11,1091,502.82,528.21
6893,2023-11,1092,650.99,646.21
6894,2023-11,1093,554.36,574.9
6895,2023-11,1094,534.94,537.35
6896,2023-11,1095,307.04,302.09
6897,2023-11,1096,694.64,680.89
6898,2023-11,1097,427.05,454.16
6899,2023-11,1098,453.0,433.48
6900,2023-11,1099,490.06,494.83
6901,2023-11,1100,1002.21,1061.6
6902,2023-11,1101,910.43,932.42
6903,2023-11,1102,894.41,955.93
6904,2023-11,1103,1328.47,1359.17
6905,2023-11,1104,701.82,669.81
6906,2023-11,1105,966.11,990.69
6907,2023-11,1106,792.61,760.49
6908,2023-11,1107,1042.44,1096.33
6909,2023-11,1108,979.42,1053.34
6910,2023-11,1109,817.04,862.07
6911,2023-11,1110,1235.18,1251.03
6912,2023-11,1111,853.48,920.26
6913,2023-11,1112,975.24,1014.67
6914,2023-11,1113,1241.93,1321.35
6915,2023-11,1114,977.56,929.14
6916,2023-11,1115,1015.23,992.56
6917,2023-11,1116,1032.1,1056.32
6918,2023-11,1117,934.22,922.15
6919,2023-11,1118,825.58,830.89
6920,2023-11,1119,1128.73,1112.7
6921,2023-11,1120,70.52,69.81
6922,2023-11,1121,47.52,46.27
6923,2023-11,1122,58.94,60.65
6924,2023-11,1123,51.05,49.71
6925,2023-11,1124,63.44,65.09
6926,2023-11,1125,56.38,58.8
6927,2023-11,1126,47.54,45.29
6928,2023-11,1127,69.69,73.98
6929,2023-11,1128,41.24,41.01
6930,2023-11,1129,57.04,57.3
6931,2023-11,1130,62.05,64.61
6932,2023-11,1131,72.26,77.93
6933,2023-11,1132,56.08,59.48
6934,2023-11,1133,77.46,77.7
6935,2023-11,1134,58.07,62.39
6936,2023-11,1135,57.59,56.75
6937,2023-11,1136,53.83,55.87
6938,2023-11,1137,48.54,48.45
6939,2023-11,1138,61.13,59.79
6940,2023-11,1139,64.91,67.32
6941,2023-11,1140,932.12,885.76
6942,2023-11,1141,572.68,560.17
6943,2023-11,1142,571.27,556.52
6944,2023-11,1143,752.07,729.28
6945,2023-11,1144,578.15,574.4
6946,2023-11,1145,617.46,609.04
6947,2023-11,1146,529.78,562.64
6948,2023-11,1147,613.03,647.95
6949,2023-11,1148,526.9,523.24
6950,2023-11,1149,756.91,763.37
6951,2023-11,1150,633.36,675.95
6952,2023-11,1151,490.8,527.25
6953,2023-11,1152,779.26,765.07
6954,2023-11,1153,556.67,599.92
6955,2023-11,1154,594.0,575.5
6956,2023-11,1155,652.64,635.92
6957,2023-11,1156,497.8,527.57
6958,2023-11,1157,701.43,755.37
6959,2023-11,1158,726.66,709.91
6960,2023-11,1159,595.76,569.49
6961,2023-11,1160,59.98,60.83
6962,2023-11,1161,46.75,48.73
6963,2023-11,1162,54.68,55.58
6964,2023-11,1163,38.91,37.21
6965,2023-11,1164,33.82,34.6
6966,2023-11,1165,49.63,51.44
6967,2023-11,1166,47.41,47.88
6968,2023-11,1167,46.92,46.49
6969,2023-11,1168,46.16,45.34
6970,2023-11,1169,42.27,44.33
6971,2023-11,1170,61.61,63.62
6972,2023-11,1171,38.62,37.4
6973,2023-11,1172,47.83,49.21
6974,2023-11,1173,39.75,39.18
6975,2023-11,1174,42.98,41.66
6976,2023-11,1175,50.23,52.11
6977,2023-11,1176,53.16,51.24
6978,2023-11,1177,40.99,42.25
6979,2023-11,1178,37.22,40.11
6980,2023-11,1179,38.2,39.83
6981,2023-11,1180,120.71,119.07
6982,2023-11,1181,90.59,86.97
6983,2023-11,1182,88.13,93.04
6984,2023-11,1183,56.94,56.82
6985,2023-11,1184,68.47,69.66
6986,2023-11,1185,109.24,109.82
6987,2023-11,1186,102.23,105.83
6988,2023-11,1187,130.78,137.86
6989,2023-11,1188,82.51,78.84
6990,2023-11,1189,101.42,104.76
6991,2023-11,1190,104.48,109.75
6992,2023-11,1191,109.96,108.23
6993,2023-11,1192,116.24,122.35
6994,2023-11,1193,77.66,82.73
6995,2023-11,1194,109.18,110.84
6996,2023-11,1195,100.23,99.8
6997,2023-11,1196,75.95,73.48
6998,2023-11,1197,82.36,84.93
6999,2023-11,1198,109.9,104.66
7000,2023-11,1199,90.61,97.04
7001,2023-12,1000,564.86,537.47
7002,2023-12,1001,572.03,577.23
7003,2023-12,1002,602.21,592.54
7004,2023-12,1003,813.92,870.34
7005,2023-12,1004,590.71,632.38
7006,2023-12,1005,592.76,606.22
7007,2023-12,1006,667.35,671.17
7008,2023-12,1007,653.02,689.51
7009,2023-12,1008,598.52,597.65
7010,2023-12,1009,638.87,652.83
7011,2023-12,1010,836.31,895.23
7012,2023-12,1011,701.97,717.48
7013,2023-12,1012,718.17,773.73
7014,2023-12,1013,709.25,715.95
7015,2023-12,1014,953.9,994.98
7016,2023-12,1015,697.67,663.21
7017,2023-12,1016,790.48,774.9
7018,2023-12,1017,711.33,713.54
7019,2023-12,1018,757.18,747.69
7020,2023-12,1019,678.06,689.77
7021,2023-12,1020,461.35,440.39
7022,2023-12,1021,533.4,522.92
7023,2023-12,1022,513.4,551.07
7024,2023-12,1023,532.62,550.77
7025,2023-12,1024,426.36,442.85
7026,2023-12,1025,636.88,609.0
7027,2023-12,1026,501.41,479.04
7028,2023-12,1027,344.59,364.38
7029,2023-12,1028,394.11,393.84
7030,2023-12,1029,434.32,415.88
7031,2023-12,1030,527.7,544.34
7032,2023-12,1031,467.9,491.26
7033,2023-12,1032,448.36,428.13
7034,2023-12,1033,546.51,577.32
7035,2023-12,1034,498.29,484.91
7036,2023-12,1035,494.39,523.41
7037,2023-12,1036,478.27,457.38
7038,2023-12,1037,517.5,540.14
7039,2023-12,1038,463.03,483.11
7040,2023-12,1039,596.35,632.44
7041,2023-12,1040,237.05,244.98
7042,2023-12,1041,258.39,258.75
7043,2023-12,1042,317.21,340.13
7044,2023-12,1043,281.83,273.68
7045,2023-12,1044,323.76,333.18
7046,2023-12,1045,346.37,355.2
7047,2023-12,1046,414.96,433.9
7048,2023-12,1047,372.57,359.69
7049,2023-12,1048,421.58,452.67
7050,2023-12,1049,297.63,314.12
7051,2023-12,1050,381.25,371.73
7052,2023-12,1051,334.9,332.79
7053,2023-12,1052,284.48,302.71
7054,2023-12,1053,281.08,303.28
7055,2023-12,1054,392.64,379.31
7056,2023-12,1055,312.27,298.99
7057,2023-12,1056,276.11,271.58
7058,2023-12,1057,336.13,333.84
7059,2023-12,1058,403.1,384.97
7060,2023-12,1059,327.64,353.62
7061,2023-12,1060,98.68,94.07
7062,2023-12,1061,68.09,65.47
7063,2023-12,1062,102.93,108.76
7064,2023-12,1063,92.61,97.16
7065,2023-12,1064,115.17,119.51
7066,2023-12,1065,86.91,93.79
7067,2023-12,1066,90.9,95.35
7068,2023-12,1067,108.1,105.44
7069,2023-12,1068,112.17,116.31
7070,2023-12,1069,117.13,125.42
7071,2023-12,1070,77.28,83.11
7072,2023-12,1071,73.06,70.65
7073,2023-12,1072,88.8,95.29
7074,2023-12,1073,106.29,114.13
7075,2023-12,1074,74.07,74.47
7076,2023-12,1075,111.91,115.51
7077,2023-12,1076,75.41,79.47
7078,2023-12,1077,93.45,99.85
7079,2023-12,1078,121.84,124.88
7080,2023-12,1079,101.25,103.99
7081,2023-12,1080,417.16,416.82
7082,2023-12,1081,431.19,457.9
7083,2023-12,1082,622.91,606.9
7084,2023-12,1083,398.53,384.92
7085,2023-12,1084,423.0,417.24
7086,2023-12,1085,477.68,512.66
7087,2023-12,1086,487.68,480.9
7088,2023-12,1087,369.64,375.79
7089,2023-12,1088,603.6,617.81
7090,2023-12,1089,478.91,503.99
7091,2023-12,1090,557.54,583.71
7092,2023-12,1091,484.16,488.44
7093,2023-12,1092,641.84,659.14
7094,2023-12,1093,536.96,522.23
7095,2023-12,1094,530.19,542.42
7096,2023-12,1095,305.93,304.24
7097,2023-12,1096,683.73,737.85
7098,2023-12,1097,424.33,457.71
7099,2023-12,1098,464.56,470.44
7100,2023-12,1099,499.2,504.42
7101,2023-12,1100,964.65,959.12
7102,2023-12,1101,859.27,888.72
7103,2023-12,1102,869.45,888.54
7104,2023-12,1103,1334.25,1302.09
7105,2023-12,1104,721.41,729.84
7106,2023-12,1105,966.99,961.01
7107,2023-12,1106,823.71,858.19
7108,2023-12,1107,1058.77,1015.38
7109,2023-12,1108,1002.26,985.5
7110,2023-12,1109,841.42,808.75
7111,2023-12,1110,1216.87,1166.78
7112,2023-12,1111,903.25,975.29
7113,2023-12,1112,966.51,1007.04
7114,2023-12,1113,1273.9,1297.24
7115,2023-12,1114,928.12,887.21
7116,2023-12,1115,1020.82,1082.3
7117,2023-12,1116,1059.86,1014.95
7118,2023-12,1117,913.0,874.04
7119,2023-12,1118,803.4,797.75
7120,2023-12,1119,1041.68,1081.09
7121,2023-12,1120,69.49,75.02
7122,2023-12,1121,48.1,49.01
7123,2023-12,1122,59.55,58.24
7124,2023-12,1123,49.94,52.42
7125,2023-12,1124,65.38,65.98
7126,2023-12,1125,58.46,61.16
7127,2023-12,1126,47.87,48.51
7128,2023-12,1127,69.66,72.33
7129,2023-12,1128,39.73,38.0
7130,2023-12,1129,53.65,53.96
7131,2023-12,1130,64.71,65.68
7132,2023-12,1131,69.25,66.34
7133,2023-12,1132,55.64,55.22
7134,2023-12,1133,79.81,78.28
7135,2023-12,1134,58.31,62.44
7136,2023-12,1135,54.76,58.8
7137,2023-12,1136,51.2,53.27
7138,2023-12,1137,49.27,47.86
7139,2023-12,1138,60.45,60.62
7140,2023-12,1139,63.44,63.02
7141,2023-12,1140,968.24,958.01
7142,2023-12,1141,561.51,569.64
7143,2023-12,1142,547.54,530.68
7144,2023-12,1143,710.57,691.88
7145,2023-12,1144,571.85,560.67
7146,2023-12,1145,637.33,646.67
7147,2023-12,1146,539.38,528.3
7148,2023-12,1147,633.0,674.24
7149,2023-12,1148,569.51,591.43
7150,2023-12,1149,785.14,749.98
7151,2023-12,1150,624.7,607.43
7152,2023-12,1151,511.44,521.91
7153,2023-12,1152,773.98,813.79
7154,2023-12,1153,541.8,568.02
7155,2023-12,1154,605.37,647.44
7156,2023-12,1155,629.05,610.23
7157,2023-12,1156,503.63,526.11
7158,2023-12,1157,711.44,724.42
7159,2023-12,1158,726.33,765.84
7160,2023-12,1159,603.07,582.77
7161,2023-12,1160,63.55,66.53
7162,2023-12,1161,49.07,48.35
7163,2023-12,1162,55.83,54.86
7164,2023-12,1163,39.73,38.35
7165,2023-12,1164,32.55,32.89
7166,2023-12,1165,52.14,52.31
7167,2023-12,1166,47.53,49.47
7168,2023-12,1167,44.76,45.69
7169,2023-12,1168,45.35,46.38
7170,2023-12,1169,42.17,42.42
7171,2023-12,1170,61.01,59.49
7172,2023-12,1171,41.72,44.72
7173,2023-12,1172,46.56,50.09
7174,2023-12,1173,41.1,42.71
7175,2023-12,1174,39.1,40.14
7176,2023-12,1175,48.74,51.78
7177,2023-12,1176,53.01,51.72
7178,2023-12,1177,41.12,39.68
7179,2023-12,1178,39.05,41.72
7180,2023-12,1179,37.25,39.72
7181,2023-12,1180,119.05,124.32
7182,2023-12,1181,87.57,90.38
7183,2023-12,1182,91.71,94.22
7184,2023-12,1183,59.08,61.03
7185,2023-12,1184,68.61,71.0
7186,2023-12,1185,109.41,108.24
7187,2023-12,1186,109.57,108.91
7188,2023-12,1187,128.37,125.73
7189,2023-12,1188,87.66,85.11
7190,2023-12,1189,100.2,95.72
7191,2023-12,1190,101.67,102.19
7192,2023-12,1191,119.66,117.94
7193,2023-12,1192,108.95,104.41
7194,2023-12,1193,78.68,80.1
7195,2023-12,1194,108.27,109.49
7196,2023-12,1195,104.48,107.99
7197,2023-12,1196,72.16,73.51
7198,2023-12,1197,82.48,88.64
7199,2023-12,1198,101.93,105.67
7200,2023-12,1199,83.12,79.66
7201,2024-01,1000,595.61,579.44
7202,2024-01,1001,568.23,580.23
7203,2024-01,1002,616.04,602.46
7204,2024-01,1003,838.07,853.16
7205,2024-01,1004,575.2,609.53
7206,2024-01,1005,612.64,641.84
7207,2024-01,1006,643.86,620.92
7208,2024-01,1007,659.2,672.51
7209,2024-01,1008,588.55,569.24
7210,2024-01,1009,631.9,612.06
7211,2024-01,1010,805.77,860.64
7212,2024-01,1011,703.12,690.25
7213,2024-01,1012,707.49,713.6
7214,2024-01,1013,713.13,693.38
7215,2024-01,1014,1016.45,984.23
7216,2024-01,1015,684.66,681.45
7217,2024-01,1016,826.02,802.6
7218,2024-01,1017,775.54,787.03
7219,2024-01,1018,793.61,784.0
7220,2024-01,1019,718.44,712.06
7221,2024-01,1020,431.71,432.19
7222,2024-01,1021,571.77,602.39
7223,2024-01,1022,541.23,553.41
7224,2024-01,1023,547.01,532.82
7225,2024-01,1024,431.5,443.53
7226,2024-01,1025,626.56,663.26
7227,2024-01,1026,498.27,490.24
7228,2024-01,1027,381.83,399.25
7229,2024-01,1028,409.68,411.45
7230,2024-01,1029,427.82,416.86
7231,2024-01,1030,514.31,550.8
7232,2024-01,1031,476.2,476.27
7233,2024-01,1032,455.83,485.25
7234,2024-01,1033,519.26,514.83
7235,2024-01,1034,506.57,539.98
7236,2024-01,1035,501.17,502.89
7237,2024-01,1036,501.09,537.93
7238,2024-01,1037,531.4,561.45
7239,2024-01,1038,456.22,437.55
7240,2024-01,1039,599.4,625.74
7241,2024-01,1040,237.89,244.32
7242,2024-01,1041,244.67,253.71
7243,2024-01,1042,334.96,322.64
7244,2024-01,1043,284.24,305.46
7245,2024-01,1044,360.69,371.98
7246,2024-01,1045,348.16,352.52
7247,2024-01,1046,418.56,447.02
7248,2024-01,1047,373.63,369.74
7249,2024-01,1048,442.49,464.4
7250,2024-01,1049,308.25,298.02
7251,2024-01,1050,411.54,415.01
7252,2024-01,1051,343.2,360.32
7253,2024-01,1052,280.97,299.29
7254,2024-01,1053,299.18,303.09
7255,2024-01,1054,407.1,420.0
7256,2024-01,1055,335.67,347.26
7257,2024-01,1056,267.45,288.77
7258,2024-01,1057,346.31,372.04
7259,2024-01,1058,430.65,434.19
7260,2024-01,1059,349.76,353.69
7261,2024-01,1060,99.55,96.72
7262,2024-01,1061,72.09,76.77
7263,2024-01,1062,103.33,100.86
7264,2024-01,1063,94.28,95.28
7265,2024-01,1064,115.43,120.3
7266,2024-01,1065,88.78,88.34
7267,2024-01,1066,94.76,101.13
7268,2024-01,1067,111.15,108.75
7269,2024-01,1068,110.58,112.0
7270,2024-01,1069,119.83,125.33
7271,2024-01,1070,82.18,87.75
7272,2024-01,1071,75.21,75.75
7273,2024-01,1072,94.09,97.27
7274,2024-01,1073,106.4,112.1
7275,2024-01,1074,70.96,68.39
7276,2024-01,1075,117.14,118.39
7277,2024-01,1076,75.1,77.3
7278,2024-01,1077,95.08,98.01
7279,2024-01,1078,121.78,122.02
7280,2024-01,1079,108.24,112.89
7281,2024-01,1080,405.16,433.03
7282,2024-01,1081,437.05,436.45
7283,2024-01,1082,624.67,640.6
7284,2024-01,1083,398.74,425.99
7285,2024-01,1084,421.17,403.72
7286,2024-01,1085,489.27,517.08
7287,2024-01,1086,507.49,544.11
7288,2024-01,1087,373.44,390.22
7289,2024-01,1088,598.83,604.29
7290,2024-01,1089,500.39,525.44
7291,2024-01,1090,536.5,531.19
7292,2024-01,1091,494.31,502.04
7293,2024-01,1092,670.57,675.41
7294,2024-01,1093,573.49,583.73
7295,2024-01,1094,534.74,516.69
7296,2024-01,1095,310.24,310.68
7297,2024-01,1096,670.19,700.11
7298,2024-01,1097,411.28,428.9
7299,2024-01,1098,475.2,499.21
7300,2024-01,1099,510.45,509.33
7301,2024-01,1100,988.62,1028.21
7302,2024-01,1101,931.03,985.4
7303,2024-01,1102,914.99,957.81
7304,2024-01,1103,1350.78,1409.23
7305,2024-01,1104,744.46,767.37
7306,2024-01,1105,996.07,1050.53
7307,2024-01,1106,844.19,836.3
7308,2024-01,1107,1069.77,1119.45
7309,2024-01,1108,1002.32,983.97
7310,2024-01,1109,816.55,788.03
7311,2024-01,1110,1231.02,1308.97
7312,2024-01,1111,885.76,933.99
7313,2024-01,1112,990.24,987.84
7314,2024-01,1113,1196.57,1240.3
7315,2024-01,1114,962.25,990.49
7316,2024-01,1115,1008.21,964.55
7317,2024-01,1116,1092.29,1071.36
7318,2024-01,1117,923.73,878.84
7319,2024-01,1118,835.33,798.15
7320,2024-01,1119,1084.29,1134.3
7321,2024-01,1120,74.96,76.03
7322,2024-01,1121,52.23,55.65
7323,2024-01,1122,61.35,65.49
7324,2024-01,1123,52.39,55.36
7325,2024-01,1124,66.01,69.3
7326,2024-01,1125,57.18,54.67
7327,2024-01,1126,47.09,46.46
7328,2024-01,1127,72.13,71.27
7329,2024-01,1128,40.96,40.44
7330,2024-01,1129,54.73,53.53
7331,2024-01,1130,62.87,61.68
7332,2024-01,1131,75.91,73.83
7333,2024-01,1132,57.55,59.34
7334,2024-01,1133,80.31,85.6
7335,2024-01,1134,58.1,60.16
7336,2024-01,1135,56.98,57.96
7337,2024-01,1136,52.06,52.32
7338,2024-01,1137,51.62,51.29
7339,2024-01,1138,62.0,61.87
7340,2024-01,1139,69.43,73.85
7341,2024-01,1140,928.64,949.29
7342,2024-01,1141,608.5,625.44
7343,2024-01,1142,580.8,587.24
7344,2024-01,1143,743.1,717.77
7345,2024-01,1144,564.05,599.09
7346,2024-01,1145,634.19,671.17
7347,2024-01,1146,559.12,550.65
7348,2024-01,1147,639.51,643.52
7349,2024-01,1148,561.56,605.47
7350,2024-01,1149,805.26,776.07
7351,2024-01,1150,634.11,659.12
7352,2024-01,1151,505.55,533.44
7353,2024-01,1152,769.94,752.49
7354,2024-01,1153,572.64,581.07
7355,2024-01,1154,618.21,607.2
7356,2024-01,1155,649.16,622.45
7357,2024-01,1156,512.11,494.13
7358,2024-01,1157,752.56,797.31
7359,2024-01,1158,726.75,721.85
7360,2024-01,1159,619.31,632.18
7361,2024-01,1160,62.97,66.89
7362,2024-01,1161,48.47,52.25
7363,2024-01,1162,56.06,60.0
7364,2024-01,1163,41.73,41.18
7365,2024-01,1164,35.55,34.0
7366,2024-01,1165,50.49,48.02
7367,2024-01,1166,49.34,51.7
7368,2024-01,1167,46.17,44.61
7369,2024-01,1168,48.09,49.98
7370,2024-01,1169,43.35,45.17
7371,2024-01,1170,59.92,59.53
7372,2024-01,1171,40.51,42.07
7373,2024-01,1172,46.23,45.56
7374,2024-01,1173,43.61,42.48
7375,2024-01,1174,44.22,46.6
7376,2024-01,1175,51.63,51.33
7377,2024-01,1176,55.27,53.75
7378,2024-01,1177,39.59,37.69
7379,2024-01,1178,39.16,39.22
7380,2024-01,1179,38.44,37.82
7381,2024-01,1180,130.89,129.52
7382,2024-01,1181,95.35,102.74
7383,2024-01,1182,87.69,92.99
7384,2024-01,1183,59.68,63.04
7385,2024-01,1184,73.58,76.17
7386,2024-01,1185,108.54,107.13
7387,2024-01,1186,104.26,108.21
7388,2024-01,1187,130.42,137.96
7389,2024-01,1188,88.32,86.66
7390,2024-01,1189,104.4,109.15
7391,2024-01,1190,99.66,97.02
7392,2024-01,1191,111.43,109.48
7393,2024-01,1192,117.86,117.21
7394,2024-01,1193,77.73,79.69
7395,2024-01,1194,117.09,119.47
7396,2024-01,1195,108.16,111.0
7397,2024-01,1196,74.72,76.44
7398,2024-01,1197,78.62,80.23
7399,2024-01,1198,112.64,115.22
7400,2024-01,1199,82.42,88.88
7401,2024-02,1000,585.97,587.77
7402,2024-02,1001,589.12,582.18
7403,2024-02,1002,591.66,610.37
7404,2024-02,1003,813.06,786.71
7405,2024-02,1004,594.18,636.89
7406,2024-02,1005,609.87,613.1
7407,2024-02,1006,652.58,628.56
7408,2024-02,1007,655.92,675.69
7409,2024-02,1008,612.45,637.01
7410,2024-02,1009,679.93,668.0
7411,2024-02,1010,872.68,885.29
7412,2024-02,1011,711.18,701.13
7413,2024-02,1012,722.51,762.1
7414,2024-02,1013,709.06,674.03
7415,2024-02,1014,975.31,1053.03
7416,2024-02,1015,691.3,675.59
7417,2024-02,1016,840.15,866.33
7418,2024-02,1017,768.41,816.35
7419,2024-02,1018,789.72,813.97
7420,2024-02,1019,712.96,712.97
7421,2024-02,1020,475.42,472.23
7422,2024-02,1021,576.15,577.25
7423,2024-02,1022,501.17,533.77
7424,2024-02,1023,547.86,526.66
7425,2024-02,1024,431.0,431.96
7426,2024-02,1025,639.9,662.84
7427,2024-02,1026,523.81,555.29
7428,2024-02,1027,376.11,390.69
7429,2024-02,1028,389.33,387.65
7430,2024-02,1029,464.17,466.9
7431,2024-02,1030,534.16,538.94
7432,2024-02,1031,462.54,496.91
7433,2024-02,1032,452.66,476.43
7434,2024-02,1033,532.05,535.79
7435,2024-02,1034,505.23,487.63
7436,2024-02,1035,510.59,487.19
7437,2024-02,1036,496.02,476.77
7438,2024-02,1037,522.63,512.91
7439,2024-02,1038,480.58,491.9
7440,2024-02,1039,615.11,597.55
7441,2024-02,1040,244.65,240.62
7442,2024-02,1041,257.62,260.55
7443,2024-02,1042,337.82,340.65
7444,2024-02,1043,297.84,294.81
7445,2024-02,1044,330.63,352.39
7446,2024-02,1045,341.69,332.67
7447,2024-02,1046,411.92,397.01
7448,2024-02,1047,367.42,366.37
7449,2024-02,1048,420.62,416.38
7450,2024-02,1049,301.6,298.21
7451,2024-02,1050,392.54,394.64
7452,2024-02,1051,339.01,344.02
7453,2024-02,1052,299.95,300.32
7454,2024-02,1053,302.34,318.55
7455,2024-02,1054,415.5,396.05
7456,2024-02,1055,326.96,319.57
7457,2024-02,1056,276.08,294.93
7458,2024-02,1057,339.84,337.35
7459,2024-02,1058,413.48,411.39
7460,2024-02,1059,338.27,331.84
7461,2024-02,1060,99.7,107.61
7462,2024-02,1061,70.84,72.49
7463,2024-02,1062,106.37,110.52
7464,2024-02,1063,96.04,94.8
7465,2024-02,1064,115.66,111.94
7466,2024-02,1065,84.62,82.66
7467,2024-02,1066,88.03,85.93
7468,2024-02,1067,111.24,117.14
7469,2024-02,1068,116.63,114.46
7470,2024-02,1069,120.74,127.14
7471,2024-02,1070,78.43,81.52
7472,2024-02,1071,72.55,77.73
7473,2024-02,1072,98.9,94.72
7474,2024-02,1073,110.5,107.83
7475,2024-02,1074,71.47,71.57
7476,2024-02,1075,108.5,116.29
7477,2024-02,1076,77.08,74.1
7478,2024-02,1077,91.58,91.31
7479,2024-02,1078,126.61,133.6
7480,2024-02,1079,108.6,115.55
7481,2024-02,1080,399.6,414.44
7482,2024-02,1081,442.41,437.51
7483,2024-02,1082,619.89,664.24
7484,2024-02,1083,404.75,400.52
7485,2024-02,1084,421.05,408.95
7486,2024-02,1085,488.81,499.68
7487,2024-02,1086,511.28,546.75
7488,2024-02,1087,369.83,374.27
7489,2024-02,1088,625.41,629.72
7490,2024-02,1089,511.36,513.83
7491,2024-02,1090,585.56,607.13
7492,2024-02,1091,512.3,525.32
7493,2024-02,1092,688.82,729.48
7494,2024-02,1093,564.24,582.75
7495,2024-02,1094,557.02,593.92
7496,2024-02,1095,317.01,342.3
7497,2024-02,1096,691.5,675.58
7498,2024-02,1097,420.68,432.3
7499,2024-02,1098,492.9,520.68
7500,2024-02,1099,506.54,524.47
7501,2024-02,1100,974.66,1008.18
7502,2024-02,1101,935.51,907.19
7503,2024-02,1102,920.71,948.36
7504,2024-02,1103,1402.33,1411.27
7505,2024-02,1104,734.81,707.57
7506,2024-02,1105,1009.8,1028.35
7507,2024-02,1106,776.57,792.4
7508,2024-02,1107,1038.37,1105.61
7509,2024-02,1108,993.91,1039.0
7510,2024-02,1109,818.0,880.42
7511,2024-02,1110,1245.92,1292.69
7512,2024-02,1111,928.64,990.93
7513,2024-02,1112,956.16,987.24
7514,2024-02,1113,1271.81,1208.69
7515,2024-02,1114,970.37,985.3
7516,2024-02,1115,1006.05,1042.4
7517,2024-02,1116,1106.84,1170.52
7518,2024-02,1117,927.71,891.94
7519,2024-02,1118,870.79,883.62
7520,2024-02,1119,1073.73,1022.24
7521,2024-02,1120,69.7,72.65
7522,2024-02,1121,51.29,49.49
7523,2024-02,1122,60.57,64.02
7524,2024-02,1123,53.4,53.39
7525,2024-02,1124,65.94,66.89
7526,2024-02,1125,58.08,55.4
7527,2024-02,1126,51.26,53.13
7528,2024-02,1127,74.59,75.25
7529,2024-02,1128,38.81,41.22
7530,2024-02,1129,55.05,53.28
7531,2024-02,1130,61.42,63.42
7532,2024-02,1131,72.6,72.65
7533,2024-02,1132,56.71,60.75
7534,2024-02,1133,79.08,81.35
7535,2024-02,1134,60.0,57.25
7536,2024-02,1135,58.24,59.33
7537,2024-02,1136,54.1,52.04
7538,2024-02,1137,51.45,51.33
7539,2024-02,1138,60.76,58.08
7540,2024-02,1139,66.72,66.3
7541,2024-02,1140,936.21,906.22
7542,2024-02,1141,597.74,594.55
7543,2024-02,1142,593.36,589.35
7544,2024-02,1143,714.87,682.81
7545,2024-02,1144,607.04,631.47
7546,2024-02,1145,635.5,657.8
7547,2024-02,1146,504.24,497.52
7548,2024-02,1147,633.65,670.82
7549,2024-02,1148,578.82,602.4
7550,2024-02,1149,796.51,766.0
7551,2024-02,1150,641.83,653.33
7552,2024-02,1151,485.18,473.31
7553,2024-02,1152,755.38,748.53
7554,2024-02,1153,592.51,615.05
7555,2024-02,1154,571.92,605.41
7556,2024-02,1155,645.06,680.99
7557,2024-02,1156,496.78,525.99
7558,2024-02,1157,753.35,763.93
7559,2024-02,1158,711.0,690.75
7560,2024-02,1159,616.09,648.76
7561,2024-02,1160,63.27,60.58
7562,2024-02,1161,48.5,51.75
7563,2024-02,1162,58.51,58.03
7564,2024-02,1163,39.3,40.27
7565,2024-02,1164,33.95,34.55
7566,2024-02,1165,50.53,49.76
7567,2024-02,1166,51.14,52.17
7568,2024-02,1167,48.65,50.66
7569,2024-02,1168,46.91,47.09
7570,2024-02,1169,43.23,46.32
7571,2024-02,1170,59.51,58.64
7572,2024-02,1171,39.95,42.73
7573,2024-02,1172,47.72,48.69
7574,2024-02,1173,42.38,40.82
7575,2024-02,1174,41.94,41.77
7576,2024-02,1175,50.52,49.95
7577,2024-02,1176,54.6,53.87
7578,2024-02,1177,43.57,45.98
7579,2024-02,1178,39.19,40.87
7580,2024-02,1179,38.46,41.37
7581,2024-02,1180,119.67,124.39
7582,2024-02,1181,88.05,95.03
