activity_id,date_id,date,customer_id,sales_rep_id,activity_type,activity_minutes,sentiment_score,customer_health_score
17047,20220121,2022-01-21,534,7,Business Review,19,0.745,82.6
17048,20250204,2025-02-04,129,2,Training,12,-1.374,56.0
17049,20231010,2023-10-10,1002,72,Training,19,0.067,52.4
17050,20210524,2021-05-24,126,42,Email,37,0.089,67.3
17051,20230317,2023-03-17,968,8,Call,19,-1.102,67.2
17052,20230213,2023-02-13,435,53,Email,9,-0.025,52.1
17053,20240306,2024-03-06,386,39,Call,51,0.111,65.4
17054,20230827,2023-08-27,343,60,Call,32,-0.045,61.1
17055,20250813,2025-08-13,660,48,Email,34,1.06,88.4
17056,20240228,2024-02-28,1189,25,Demo,39,0.167,72.0
17057,20250410,2025-04-10,65,72,Email,26,0.472,68.7
17058,20220209,2022-02-09,1079,32,Call,29,-0.352,66.0
17059,20240920,2024-09-20,297,80,Email,24,-0.567,64.5
17060,20220615,2022-06-15,747,83,Demo,44,-0.198,66.5
17061,20220412,2022-04-12,257,83,Call,45,-0.28,68.5
17062,20210820,2021-08-20,950,64,Call,32,0.041,57.9
17063,20250910,2025-09-10,827,61,Email,26,0.21,53.8
17064,20231001,2023-10-01,246,10,Email,20,-0.202,51.5
17065,20251118,2025-11-18,259,3,Demo,24,0.945,88.4
17066,20230105,2023-01-05,459,49,Call,66,-0.053,62.7
17067,20211122,2021-11-22,986,40,Email,17,-0.775,54.4
17068,20251026,2025-10-26,2,1,Call,43,-0.264,68.4
17069,20220317,2022-03-17,670,19,Demo,12,1.168,74.0
17070,20240423,2024-04-23,488,71,Email,33,-0.244,58.9
17071,20240721,2024-07-21,327,64,Call,15,-0.554,53.2
17072,20231018,2023-10-18,670,38,Email,33,-0.241,52.0
17073,20220502,2022-05-02,843,54,Call,35,-0.9,42.9
17074,20250112,2025-01-12,872,50,Training,26,0.589,75.7
17075,20210302,2021-03-02,696,68,Email,5,0.729,95.4
17076,20250201,2025-02-01,706,32,Call,56,0.926,86.2
17077,20240819,2024-08-19,1075,78,Visit,26,1.208,100.0
17078,20250917,2025-09-17,920,59,Visit,20,0.472,77.7
17079,20241210,2024-12-10,971,58,Demo,37,0.773,65.1
17080,20231104,2023-11-04,1147,42,Demo,42,-0.065,67.1
17081,20251019,2025-10-19,897,43,Call,25,0.558,79.5
17082,20231005,2023-10-05,536,19,Training,44,-0.288,61.6
17083,20230711,2023-07-11,1078,28,Call,11,0.316,72.8
17084,20240827,2024-08-27,623,4,Business Review,42,0.348,57.7
17085,20251202,2025-12-02,846,4,Email,58,0.971,74.1
17086,20220506,2022-05-06,350,13,Email,12,0.945,100.0
17087,20230128,2023-01-28,773,3,Business Review,10,-0.947,48.2
17088,20241110,2024-11-10,459,44,Call,23,-0.709,51.5
17089,20220419,2022-04-19,528,14,Call,56,0.612,74.5
17090,20240604,2024-06-04,587,31,Demo,27,-0.638,55.2
17091,20221013,2022-10-13,425,74,Visit,11,0.556,68.2
17092,20230109,2023-01-09,679,60,Demo,69,-0.062,61.5
17093,20221121,2022-11-21,245,81,Email,40,-0.181,59.8
17094,20231001,2023-10-01,124,44,Email,6,0.247,66.1
17095,20251220,2025-12-20,806,44,Call,33,-0.078,58.3
17096,20231205,2023-12-05,816,16,Business Review,47,-0.511,47.9
17097,20210423,2021-04-23,438,15,Visit,40,0.716,72.8
17098,20250504,2025-05-04,1055,71,Email,29,1.225,72.9
17099,20250206,2025-02-06,612,22,Call,39,0.361,82.0
17100,20240613,2024-06-13,982,29,Call,69,0.342,58.2
17101,20210908,2021-09-08,551,11,Training,34,-0.531,57.0
17102,20230824,2023-08-24,688,78,Training,31,-0.787,54.8
17103,20250123,2025-01-23,126,14,Call,21,0.316,66.4
17104,20230611,2023-06-11,275,10,Call,52,0.759,94.2
17105,20230428,2023-04-28,186,59,Email,40,-0.618,58.2
17106,20211230,2021-12-30,752,56,Call,20,0.711,76.0
17107,20250327,2025-03-27,43,44,Business Review,52,-0.199,55.3
17108,20210627,2021-06-27,723,45,Email,9,0.674,68.6
17109,20211205,2021-12-05,173,4,Email,11,0.459,61.9
17110,20250429,2025-04-29,404,61,Visit,23,0.29,71.2
17111,20251112,2025-11-12,818,26,Email,56,-0.205,75.2
17112,20220901,2022-09-01,729,7,Training,35,-1.296,50.2
17113,20220322,2022-03-22,1167,31,Demo,39,0.499,78.5
17114,20230105,2023-01-05,763,77,Call,45,0.532,76.4
17115,20230314,2023-03-14,307,63,Email,49,0.035,59.2
17116,20241031,2024-10-31,1075,17,Email,30,0.305,63.7
17117,20230326,2023-03-26,659,33,Call,11,0.134,71.7
17118,20211027,2021-10-27,1038,85,Demo,7,0.231,67.6
17119,20250317,2025-03-17,702,23,Call,20,0.173,80.9
17120,20220410,2022-04-10,773,71,Call,48,-0.421,52.9
17121,20220206,2022-02-06,340,38,Call,60,0.058,65.5
17122,20210812,2021-08-12,244,1,Call,36,-0.279,68.1
17123,20230427,2023-04-27,1147,17,Business Review,20,0.762,76.9
17124,20250826,2025-08-26,247,47,Call,30,0.345,67.9
17125,20231007,2023-10-07,582,28,Visit,5,-1.015,51.6
17126,20240502,2024-05-02,688,5,Email,31,0.472,65.2
17127,20210826,2021-08-26,930,81,Email,16,-0.094,57.4
17128,20220719,2022-07-19,969,8,Call,18,-0.294,63.7
17129,20220802,2022-08-02,404,40,Call,48,-0.529,51.8
17130,20211110,2021-11-10,438,17,Email,31,0.477,84.3
17131,20230120,2023-01-20,759,46,Demo,5,-0.185,63.9
17132,20221126,2022-11-26,136,63,Visit,14,-0.062,71.9
17133,20250124,2025-01-24,259,17,Email,41,0.184,64.9
17134,20230112,2023-01-12,1019,18,Email,45,0.456,85.4
17135,20210122,2021-01-22,1198,57,Business Review,32,-0.369,51.3
17136,20210824,2021-08-24,436,70,Email,24,-0.353,65.3
17137,20240719,2024-07-19,283,6,Email,27,-0.541,68.9
17138,20250704,2025-07-04,349,29,Email,30,0.245,57.1
17139,20210329,2021-03-29,329,76,Demo,32,0.708,73.1
17140,20221110,2022-11-10,1063,22,Visit,61,0.522,82.4
17141,20250927,2025-09-27,179,36,Demo,55,0.885,96.8
17142,20230309,2023-03-09,718,56,Email,5,0.426,64.9
17143,20221128,2022-11-28,839,50,Email,21,0.232,71.6
17144,20220110,2022-01-10,1127,17,Demo,43,-0.072,60.5
17145,20230207,2023-02-07,124,44,Email,41,1.111,85.3
17146,20210209,2021-02-09,660,69,Email,66,-0.174,61.9
17147,20231012,2023-10-12,1027,64,Email,65,0.584,70.1
17148,20221225,2022-12-25,813,64,Call,43,-0.036,64.5
17149,20250701,2025-07-01,689,39,Email,47,-0.294,38.7
17150,20211024,2021-10-24,480,1,Training,21,0.271,73.0
17151,20240511,2024-05-11,1032,8,Training,5,0.329,74.4
17152,20230830,2023-08-30,300,81,Visit,39,0.414,74.0
17153,20230601,2023-06-01,1183,53,Email,32,0.382,74.6
17154,20250803,2025-08-03,653,23,Demo,44,0.221,73.5
17155,20250329,2025-03-29,1077,38,Visit,32,0.73,87.9
17156,20211105,2021-11-05,755,51,Demo,28,-0.454,57.7
17157,20221117,2022-11-17,678,65,Email,30,0.084,79.3
17158,20210526,2021-05-26,252,45,Email,39,-0.91,46.9
17159,20220628,2022-06-28,1055,38,Email,37,0.015,72.2
17160,20240603,2024-06-03,955,29,Demo,39,-0.119,60.9
17161,20210622,2021-06-22,1073,47,Email,59,-0.367,66.7
17162,20241209,2024-12-09,789,9,Call,24,0.47,74.9
17163,20210328,2021-03-28,569,43,Demo,59,0.065,50.5
17164,20240803,2024-08-03,218,39,Visit,22,0.249,58.8
17165,20220319,2022-03-19,1011,20,Email,47,0.081,69.5
17166,20210205,2021-02-05,136,37,Call,7,-0.063,76.0
17167,20230110,2023-01-10,1152,59,Email,53,-0.072,65.7
17168,20231224,2023-12-24,846,18,Demo,34,0.212,82.8
17169,20250509,2025-05-09,1049,9,Call,16,-0.835,44.2
17170,20250207,2025-02-07,1055,64,Demo,40,-0.313,70.8
17171,20241231,2024-12-31,988,54,Call,32,0.645,75.3
17172,20230917,2023-09-17,678,66,Email,30,-0.682,72.2
17173,20220629,2022-06-29,950,53,Email,49,-0.896,58.0
17174,20230926,2023-09-26,701,56,Demo,20,0.33,70.4
17175,20240402,2024-04-02,401,31,Training,19,0.449,81.9
17176,20240315,2024-03-15,558,29,Call,51,1.393,90.4
17177,20230824,2023-08-24,1011,25,Demo,56,-0.037,55.3
17178,20250930,2025-09-30,470,40,Email,13,-0.58,57.8
17179,20211127,2021-11-27,752,74,Email,56,-0.231,70.6
17180,20210610,2021-06-10,1078,26,Email,12,-0.496,59.6
17181,20230709,2023-07-09,923,1,Email,21,0.686,82.7
17182,20250728,2025-07-28,812,64,Demo,63,0.621,81.4
17183,20210409,2021-04-09,801,62,Call,48,0.044,62.6
17184,20230110,2023-01-10,1148,27,Call,12,-0.16,43.0
17185,20220319,2022-03-19,625,45,Email,25,0.507,64.8
17186,20220515,2022-05-15,815,3,Email,35,0.069,70.5
17187,20240726,2024-07-26,259,73,Email,5,0.165,65.8
17188,20210405,2021-04-05,940,46,Call,70,-0.648,64.5
17189,20240224,2024-02-24,332,38,Email,5,-0.085,55.8
17190,20240425,2024-04-25,480,3,Call,35,-0.044,64.6
17191,20230520,2023-05-20,345,61,Call,37,0.041,64.5
17192,20220328,2022-03-28,762,75,Call,5,-0.119,59.8
17193,20250104,2025-01-04,1132,39,Email,5,-0.236,50.7
17194,20250501,2025-05-01,586,46,Business Review,21,-0.541,47.8
17195,20250810,2025-08-10,315,2,Business Review,24,0.516,56.2
17196,20220113,2022-01-13,146,51,Call,19,-0.271,62.1
17197,20220321,2022-03-21,1133,4,Email,59,0.843,82.9
17198,20230415,2023-04-15,872,55,Training,16,0.272,78.3
17199,20251022,2025-10-22,828,24,Call,5,1.01,66.9
17200,20221220,2022-12-20,146,71,Call,73,-0.775,55.8
17201,20220610,2022-06-10,920,20,Email,25,0.452,61.6
17202,20221019,2022-10-19,910,8,Email,50,-0.265,62.0
17203,20250921,2025-09-21,350,64,Email,65,-0.411,69.4
17204,20230616,2023-06-16,1189,2,Business Review,25,0.782,87.4
17205,20250202,2025-02-02,65,45,Demo,18,-0.512,64.1
17206,20230311,2023-03-11,344,84,Call,25,0.859,86.0
17207,20220617,2022-06-17,371,52,Demo,30,0.04,55.7
17208,20250128,2025-01-28,533,63,Email,34,0.604,59.8
17209,20240107,2024-01-07,678,20,Email,27,0.354,66.0
17210,20221108,2022-11-08,831,57,Visit,35,-1.018,37.0
17211,20230531,2023-05-31,836,1,Call,62,-0.039,64.6
17212,20230811,2023-08-11,1161,16,Email,43,0.142,69.4
17213,20220224,2022-02-24,212,62,Business Review,38,0.256,72.8
17214,20221017,2022-10-17,614,11,Training,47,0.33,100.0
17215,20240507,2024-05-07,243,60,Email,70,0.047,70.6
17216,20210808,2021-08-08,246,16,Email,33,-0.583,61.3
17217,20210919,2021-09-19,910,66,Visit,46,-0.053,62.0
17218,20210415,2021-04-15,173,17,Email,37,-0.046,71.2
17219,20211027,2021-10-27,175,9,Training,22,0.248,66.9
17220,20230920,2023-09-20,525,75,Visit,46,0.115,68.6
17221,20240928,2024-09-28,1177,68,Email,41,-0.722,67.0
17222,20230705,2023-07-05,687,37,Email,6,-0.268,66.2
17223,20240215,2024-02-15,527,79,Demo,13,-0.185,55.7
17224,20220614,2022-06-14,469,23,Call,41,-0.336,67.4
17225,20220210,2022-02-10,139,16,Email,54,-0.246,62.2
17226,20251127,2025-11-27,627,83,Visit,15,-0.068,62.5
17227,20250108,2025-01-08,1095,20,Call,46,-0.307,59.7
17228,20240606,2024-06-06,773,67,Call,12,0.068,59.9
17229,20240121,2024-01-21,224,53,Email,5,-0.144,49.6
17230,20240817,2024-08-17,941,74,Call,57,0.478,64.1
17231,20211117,2021-11-17,266,24,Call,15,0.099,77.9
17232,20230928,2023-09-28,389,23,Call,43,-0.071,63.3
17233,20220501,2022-05-01,138,62,Visit,24,0.621,76.8
17234,20250613,2025-06-13,1027,80,Business Review,53,-0.012,66.0
17235,20230901,2023-09-01,636,38,Call,30,0.084,68.0
17236,20210902,2021-09-02,7,85,Call,55,0.027,58.0
17237,20240314,2024-03-14,435,65,Call,5,-0.931,39.4
17238,20250604,2025-06-04,275,40,Call,50,0.29,66.6
17239,20220716,2022-07-16,570,21,Call,28,0.885,80.5
17240,20251023,2025-10-23,866,74,Email,46,-0.207,62.1
17241,20230904,2023-09-04,763,82,Call,54,-0.144,52.1
17242,20210622,2021-06-22,891,66,Training,64,0.569,78.7
17243,20241025,2024-10-25,419,24,Call,20,-0.287,71.7
17244,20250509,2025-05-09,310,53,Visit,49,0.444,72.4
17245,20250802,2025-08-02,882,23,Call,47,-0.284,56.3
17246,20240901,2024-09-01,696,56,Visit,34,-0.397,51.1
17247,20251226,2025-12-26,409,51,Call,32,1.11,80.2
17248,20250315,2025-03-15,982,73,Visit,34,0.171,71.7
17249,20231217,2023-12-17,133,71,Email,24,-1.421,31.3
17250,20210619,2021-06-19,180,13,Demo,36,-0.373,61.0
17251,20230513,2023-05-13,719,80,Call,42,0.231,66.6
17252,20230820,2023-08-20,429,75,Email,33,0.924,73.5
17253,20231027,2023-10-27,928,1,Email,13,-0.375,68.1
17254,20220404,2022-04-04,1019,46,Email,26,-1.085,31.6
17255,20230116,2023-01-16,194,74,Email,59,-0.183,72.2
17256,20231110,2023-11-10,577,68,Demo,45,0.982,89.7
17257,20251208,2025-12-08,1178,72,Email,35,0.512,91.5
17258,20240130,2024-01-30,763,80,Email,46,0.815,78.4
17259,20210905,2021-09-05,553,70,Call,25,-0.169,53.8
17260,20250922,2025-09-22,572,35,Call,17,-0.017,67.0
17261,20250528,2025-05-28,482,31,Demo,27,-0.71,51.1
17262,20210211,2021-02-11,1010,14,Training,5,0.034,68.0
17263,20210709,2021-07-09,1171,33,Call,19,0.655,73.8
17264,20231029,2023-10-29,482,62,Visit,51,0.948,87.1
17265,20220415,2022-04-15,34,16,Call,53,-0.582,55.1
17266,20211208,2021-12-08,249,64,Email,5,0.125,75.0
17267,20240118,2024-01-18,359,58,Call,41,-0.209,55.3
17268,20230301,2023-03-01,845,35,Call,57,0.036,66.8
17269,20230911,2023-09-11,393,81,Call,5,0.806,89.5
17270,20230614,2023-06-14,1064,41,Training,40,-0.328,50.1
17271,20221101,2022-11-01,448,79,Call,19,0.184,49.3
17272,20230827,2023-08-27,478,25,Call,60,0.472,68.0
17273,20240229,2024-02-29,842,39,Call,11,-0.692,47.9
17274,20250422,2025-04-22,96,38,Email,37,1.056,90.0
17275,20240101,2024-01-01,1180,66,Email,12,-0.116,57.4
17276,20220718,2022-07-18,673,4,Call,40,-0.73,53.1
17277,20221130,2022-11-30,860,27,Call,54,0.502,70.8
17278,20210416,2021-04-16,828,7,Business Review,59,1.097,85.2
17279,20210523,2021-05-23,513,77,Visit,26,0.658,63.2
17280,20210627,2021-06-27,889,7,Call,55,0.29,64.1
17281,20240327,2024-03-27,678,11,Email,82,0.826,72.6
17282,20240724,2024-07-24,199,85,Visit,83,-0.959,41.4
17283,20220807,2022-08-07,389,33,Demo,5,0.596,70.7
17284,20230113,2023-01-13,140,27,Email,41,-0.201,64.0
17285,20250615,2025-06-15,570,76,Call,52,0.333,58.6
17286,20230417,2023-04-17,28,58,Email,15,-0.407,48.8
17287,20230430,2023-04-30,1051,18,Demo,13,-0.096,55.6
17288,20220104,2022-01-04,528,42,Call,32,-0.496,48.2
17289,20240629,2024-06-29,466,83,Email,5,0.838,67.9
17290,20240509,2024-05-09,183,65,Call,30,-0.269,54.9
17291,20231024,2023-10-24,658,46,Email,67,0.132,73.2
17292,20251130,2025-11-30,579,83,Call,51,-0.621,51.7
17293,20220204,2022-02-04,956,22,Call,48,0.305,76.1
17294,20221031,2022-10-31,425,29,Call,16,-0.108,63.5
17295,20210217,2021-02-17,350,10,Email,35,0.524,69.3
17296,20250604,2025-06-04,357,64,Demo,18,0.015,56.1
17297,20230716,2023-07-16,544,57,Visit,22,0.188,64.6
17298,20251118,2025-11-18,718,79,Email,59,-0.652,52.3
17299,20230107,2023-01-07,135,85,Email,40,0.308,70.5
17300,20241016,2024-10-16,301,65,Email,28,0.009,69.0
17301,20231225,2023-12-25,345,63,Call,63,0.509,73.8
17302,20211223,2021-12-23,810,38,Training,62,-0.547,47.3
17303,20240107,2024-01-07,743,9,Email,23,0.468,81.6
17304,20210116,2021-01-16,278,41,Visit,44,-0.529,62.4
17305,20220320,2022-03-20,976,40,Email,19,1.163,90.0
17306,20240128,2024-01-28,871,77,Call,31,-0.565,62.9
17307,20240530,2024-05-30,488,67,Email,5,-0.63,34.3
17308,20210306,2021-03-06,697,60,Call,63,0.427,58.9
17309,20231214,2023-12-14,507,9,Training,36,0.616,79.1
17310,20220620,2022-06-20,1173,50,Call,46,-0.105,54.8
17311,20230201,2023-02-01,54,72,Email,21,-0.598,54.6
17312,20210415,2021-04-15,1134,14,Call,60,0.306,61.4
17313,20210501,2021-05-01,971,16,Email,27,0.912,84.0
17314,20221031,2022-10-31,266,31,Visit,12,-0.169,54.3
17315,20210216,2021-02-16,31,56,Call,49,-0.279,56.8
17316,20250907,2025-09-07,680,76,Email,43,-0.919,53.5
17317,20231119,2023-11-19,558,30,Call,41,0.005,56.8
17318,20210106,2021-01-06,246,81,Email,34,0.224,78.9
17319,20240714,2024-07-14,165,54,Demo,31,0.096,82.6
17320,20230920,2023-09-20,451,80,Call,59,0.243,72.2
17321,20210707,2021-07-07,771,70,Visit,27,-0.545,57.9
17322,20240207,2024-02-07,394,20,Visit,71,-0.045,55.1
17323,20210530,2021-05-30,782,41,Call,59,-0.331,56.3
17324,20231106,2023-11-06,391,6,Call,13,0.123,60.8
17325,20250509,2025-05-09,1004,11,Email,74,0.431,72.3
17326,20230817,2023-08-17,689,48,Call,12,1.356,97.2
17327,20231202,2023-12-02,400,80,Call,70,0.017,59.0
17328,20210106,2021-01-06,1199,45,Call,42,1.093,82.7
17329,20240526,2024-05-26,1093,28,Training,38,-0.101,83.7
17330,20241105,2024-11-05,924,4,Visit,49,0.47,62.0
17331,20240510,2024-05-10,139,58,Demo,10,-0.08,61.9
17332,20220407,2022-04-07,1147,12,Call,41,-0.646,46.7
17333,20240706,2024-07-06,585,30,Email,14,0.248,72.3
17334,20240325,2024-03-25,950,66,Demo,48,-0.846,52.8
17335,20240326,2024-03-26,360,36,Call,5,-0.471,65.4
17336,20210109,2021-01-09,224,63,Email,40,0.209,70.8
17337,20241116,2024-11-16,843,70,Call,50,0.828,68.4
17338,20241122,2024-11-22,727,62,Email,31,0.1,87.9
17339,20220128,2022-01-28,671,47,Email,41,-0.234,56.1
17340,20220802,2022-08-02,232,48,Call,5,-1.085,46.9
17341,20240616,2024-06-16,186,2,Visit,31,0.064,64.3
17342,20230223,2023-02-23,186,30,Visit,33,0.396,69.7
17343,20241221,2024-12-21,378,4,Email,59,1.081,82.2
17344,20210816,2021-08-16,459,84,Email,44,0.31,72.2
17345,20240125,2024-01-25,444,22,Email,16,-1.029,42.8
17346,20231011,2023-10-11,376,33,Email,40,0.046,68.1
17347,20211121,2021-11-21,898,8,Call,51,0.198,71.6
17348,20230705,2023-07-05,860,45,Email,53,-0.837,58.6
17349,20210811,2021-08-11,971,34,Email,20,0.158,71.7
17350,20231127,2023-11-27,1032,35,Call,5,0.363,74.7
17351,20220720,2022-07-20,421,8,Demo,23,0.741,76.5
17352,20210619,2021-06-19,876,56,Call,6,0.396,71.5
17353,20240923,2024-09-23,756,77,Email,61,-0.603,60.1
17354,20250203,2025-02-03,146,70,Visit,34,0.886,76.3
17355,20210129,2021-01-29,1032,54,Call,24,0.399,70.6
17356,20230109,2023-01-09,372,56,Training,5,0.523,73.9
17357,20220108,2022-01-08,264,40,Call,31,-1.376,41.5
17358,20250426,2025-04-26,823,73,Email,59,-1.011,60.0
17359,20240124,2024-01-24,959,81,Email,53,0.925,91.8
17360,20250914,2025-09-14,1132,82,Call,22,-0.173,73.0
17361,20230430,2023-04-30,838,54,Email,32,-0.946,46.5
17362,20240521,2024-05-21,518,78,Email,5,-0.26,58.2
17363,20230417,2023-04-17,1046,16,Call,25,-0.212,69.7
17364,20241103,2024-11-03,810,10,Call,33,1.994,100.0
17365,20240513,2024-05-13,1188,56,Visit,68,-0.336,59.8
17366,20240116,2024-01-16,824,49,Training,37,0.228,73.2
17367,20221029,2022-10-29,1011,40,Demo,26,0.793,80.1
17368,20250514,2025-05-14,831,61,Call,48,-0.275,60.5
17369,20211203,2021-12-03,378,41,Email,27,0.515,61.9
17370,20250307,2025-03-07,719,2,Visit,35,1.283,90.6
17371,20250315,2025-03-15,1110,5,Email,5,1.009,76.7
17372,20251216,2025-12-16,262,17,Call,42,0.489,75.0
17373,20210912,2021-09-12,668,61,Call,29,-0.105,71.2
17374,20230202,2023-02-02,643,68,Email,18,0.522,85.6
17375,20220502,2022-05-02,1197,85,Email,40,0.457,71.5
17376,20221123,2022-11-23,77,9,Call,35,0.527,76.6
17377,20211222,2021-12-22,205,41,Call,5,0.492,76.4
17378,20241223,2024-12-23,659,85,Email,60,-0.039,68.3
17379,20250311,2025-03-11,360,41,Call,6,-0.22,67.0
17380,20241226,2024-12-26,1156,33,Demo,5,-0.63,78.9
17381,20240822,2024-08-22,269,57,Visit,39,-0.541,59.9
17382,20210312,2021-03-12,660,74,Email,43,0.818,71.7
17383,20220823,2022-08-23,279,28,Call,33,0.232,70.8
17384,20210718,2021-07-18,641,44,Call,44,-0.078,67.1
17385,20240204,2024-02-04,250,25,Call,26,0.315,64.1
17386,20251213,2025-12-13,677,38,Email,5,-0.623,67.7
17387,20210424,2021-04-24,440,15,Call,28,0.374,65.3
17388,20240205,2024-02-05,946,18,Email,51,0.009,53.7
17389,20241122,2024-11-22,585,56,Call,42,-0.437,64.6
17390,20250326,2025-03-26,130,39,Email,29,0.734,84.5
17391,20231219,2023-12-19,633,77,Email,54,0.441,58.4
17392,20220713,2022-07-13,702,56,Email,36,-0.377,56.3
17393,20210507,2021-05-07,1095,14,Visit,50,0.487,66.0
17394,20230218,2023-02-18,697,30,Call,30,0.301,73.9
17395,20220815,2022-08-15,668,78,Call,49,0.951,82.5
17396,20251206,2025-12-06,683,47,Call,35,0.465,78.8
17397,20241116,2024-11-16,1000,78,Email,46,1.21,74.9
17398,20250923,2025-09-23,416,46,Visit,46,-0.334,59.1
17399,20240628,2024-06-28,167,57,Email,44,0.867,81.6
17400,20251008,2025-10-08,926,85,Email,47,0.036,62.9
17401,20210529,2021-05-29,613,56,Demo,42,-0.397,56.1
17402,20210104,2021-01-04,872,40,Email,74,0.235,78.3
17403,20250709,2025-07-09,592,81,Demo,38,0.105,68.9
17404,20241201,2024-12-01,765,1,Email,42,-0.14,64.0
17405,20240922,2024-09-22,389,12,Call,19,-0.256,65.2
17406,20240821,2024-08-21,350,56,Call,39,0.478,73.9
17407,20220223,2022-02-23,680,27,Training,56,-0.271,51.0
17408,20210716,2021-07-16,401,59,Business Review,37,0.223,58.3
17409,20231028,2023-10-28,559,36,Visit,6,-0.025,78.5
17410,20210311,2021-03-11,1073,36,Email,72,0.311,58.2
17411,20231211,2023-12-11,1004,27,Call,20,0.358,77.0
17412,20250518,2025-05-18,218,73,Call,26,-0.205,71.7
17413,20241219,2024-12-19,1024,36,Call,37,1.068,84.7
17414,20210204,2021-02-04,459,66,Call,43,0.202,64.5
17415,20210501,2021-05-01,860,73,Call,13,-0.262,63.9
17416,20220916,2022-09-16,1081,2,Business Review,39,1.689,100.0
17417,20231129,2023-11-29,82,69,Call,46,0.497,77.3
17418,20231124,2023-11-24,1055,85,Email,30,0.341,72.1
17419,20251024,2025-10-24,275,30,Training,56,0.832,75.1
17420,20240108,2024-01-08,144,72,Call,35,-0.389,50.3
17421,20230306,2023-03-06,836,14,Email,5,0.127,61.5
17422,20250817,2025-08-17,872,31,Email,50,-0.124,74.4
17423,20240504,2024-05-04,579,47,Call,15,-0.646,54.0
17424,20230827,2023-08-27,374,1,Training,28,-1.07,44.6
17425,20250615,2025-06-15,246,79,Call,44,-0.023,71.0
17426,20210102,2021-01-02,1171,50,Visit,33,-0.521,48.0
17427,20231004,2023-10-04,594,39,Training,77,-0.033,63.1
17428,20230913,2023-09-13,677,47,Visit,35,-0.409,61.8
17429,20220204,2022-02-04,649,9,Visit,76,1.334,80.3
17430,20221013,2022-10-13,890,22,Call,57,-0.454,65.7
17431,20240824,2024-08-24,431,61,Email,11,0.914,72.0
17432,20230923,2023-09-23,865,20,Training,32,-0.928,42.1
17433,20220419,2022-04-19,253,79,Call,38,-0.253,57.9
17434,20220707,2022-07-07,694,19,Call,51,-0.021,52.9
17435,20250823,2025-08-23,8,30,Training,13,0.209,78.9
17436,20230129,2023-01-29,345,10,Call,43,0.008,49.5
17437,20221217,2022-12-17,297,59,Call,30,0.374,69.7
17438,20250120,2025-01-20,840,20,Training,45,0.874,67.2
17439,20211207,2021-12-07,173,26,Business Review,5,0.496,73.3
17440,20210309,2021-03-09,39,22,Email,29,0.27,63.3
17441,20221222,2022-12-22,891,20,Call,10,0.527,81.7
17442,20210809,2021-08-09,872,48,Business Review,27,0.313,71.9
17443,20241014,2024-10-14,831,14,Email,35,0.022,72.2
17444,20210120,2021-01-20,373,18,Business Review,49,-0.391,49.3
17445,20210825,2021-08-25,275,79,Call,80,-0.594,51.4
17446,20210714,2021-07-14,911,72,Call,28,-0.4,59.8
17447,20210428,2021-04-28,1093,14,Call,41,0.936,83.1
17448,20250807,2025-08-07,212,66,Call,66,-0.052,67.1
17449,20240331,2024-03-31,1198,55,Email,9,-0.207,60.5
17450,20250916,2025-09-16,288,72,Demo,41,-0.317,51.2
17451,20230501,2023-05-01,971,8,Demo,53,-0.233,69.8
17452,20241229,2024-12-29,763,2,Email,48,-0.48,53.0
17453,20220308,2022-03-08,678,61,Visit,42,-0.23,44.8
17454,20251022,2025-10-22,678,57,Email,19,-0.173,53.2
17455,20220216,2022-02-16,1124,25,Call,59,1.079,88.8
17456,20211025,2021-10-25,118,47,Email,5,0.24,77.9
17457,20240531,2024-05-31,468,18,Call,64,0.45,81.4
17458,20210804,2021-08-04,388,64,Email,47,-0.342,58.4
17459,20211028,2021-10-28,731,47,Email,16,-0.11,62.2
17460,20220709,2022-07-09,522,33,Visit,41,-0.312,67.8
17461,20231206,2023-12-06,459,34,Visit,8,-0.81,51.8
17462,20231228,2023-12-28,326,50,Email,22,0.471,78.0
17463,20250316,2025-03-16,910,62,Call,25,-0.46,63.3
17464,20211129,2021-11-29,671,32,Call,18,0.898,90.1
17465,20250917,2025-09-17,701,72,Visit,16,0.694,78.6
17466,20210420,2021-04-20,613,33,Call,51,-0.119,64.9
17467,20220307,2022-03-07,1170,61,Visit,5,-0.323,75.1
17468,20210511,2021-05-11,551,18,Business Review,16,0.761,72.1
17469,20240720,2024-07-20,395,16,Email,5,0.044,65.8
17470,20210219,2021-02-19,1046,31,Email,14,-0.01,56.2
17471,20210210,2021-02-10,1122,19,Visit,71,0.13,57.1
17472,20210821,2021-08-21,95,36,Call,50,-0.639,56.9
17473,20230717,2023-07-17,179,82,Call,44,-0.03,57.5
17474,20240309,2024-03-09,839,53,Visit,43,0.794,87.2
17475,20210830,2021-08-30,80,63,Demo,27,0.389,51.0
17476,20211201,2021-12-01,1038,53,Business Review,49,-0.394,58.7
17477,20210328,2021-03-28,715,24,Business Review,14,0.254,59.0
17478,20250705,2025-07-05,999,83,Email,32,0.01,54.1
17479,20211124,2021-11-24,1032,41,Visit,37,-1.056,51.4
17480,20250227,2025-02-27,743,6,Demo,46,0.018,70.7
17481,20220701,2022-07-01,498,7,Email,15,0.29,68.7
17482,20230809,2023-08-09,394,27,Email,57,-0.607,55.6
