inventory_id,year_month,product_id,region_id,opening_stock_units,production_units,ending_stock_units,stockout_flag,inventory_value_eur
30173,2023-04,1048,5,5,5,5,False,306.63
30174,2023-04,1048,6,24,57,40,False,20526.98
30175,2023-04,1048,7,17,10,15,False,6799.77
30176,2023-04,1048,8,50,35,55,False,6254.41
30177,2023-04,1048,9,37,33,26,False,12897.85
30178,2023-04,1048,10,55,58,52,False,28456.81
30179,2023-04,1049,1,24,24,31,False,12473.26
30180,2023-04,1049,2,191,96,177,False,77338.5
30181,2023-04,1049,4,79,38,70,False,7252.75
30182,2023-04,1049,5,150,151,164,False,103845.82
30183,2023-04,1049,7,64,47,64,False,34066.71
30184,2023-04,1050,5,25,23,27,False,4403.0
30185,2023-04,1050,6,39,20,37,False,15577.67
30186,2023-04,1050,7,36,25,33,False,15137.04
30187,2023-04,1050,9,16,13,12,False,6813.52
30188,2023-04,1051,1,95,65,98,False,9535.35
30189,2023-04,1051,2,8,4,7,False,473.95
30190,2023-04,1051,4,46,22,42,False,15698.48
30191,2023-04,1051,6,107,97,115,False,52382.49
30192,2023-04,1051,8,24,24,21,False,10385.2
30193,2023-04,1052,1,101,108,91,False,39546.89
30194,2023-04,1052,2,40,39,46,False,13384.12
30195,2023-04,1052,3,56,114,83,False,18614.92
30196,2023-04,1052,6,130,167,160,False,97143.97
30197,2023-04,1052,7,42,37,40,False,5183.07
30198,2023-04,1052,8,9,10,8,False,3618.94
30199,2023-04,1052,10,78,60,91,False,12375.44
30200,2023-04,1053,1,44,63,57,False,32905.45
30201,2023-04,1053,3,69,59,54,False,29979.96
30202,2023-04,1053,4,109,167,160,False,69203.27
30203,2023-04,1053,6,90,58,77,False,25551.27
30204,2023-04,1053,7,25,15,23,False,12851.01
30205,2023-04,1053,9,17,8,15,False,2389.37
30206,2023-04,1054,1,109,96,111,False,65402.65
30207,2023-04,1054,2,117,99,136,False,32865.32
30208,2023-04,1054,3,132,88,145,False,89973.57
30209,2023-04,1054,5,118,74,118,False,62001.52
30210,2023-04,1054,6,18,30,26,False,3799.47
30211,2023-04,1054,7,101,113,132,False,30081.91
30212,2023-04,1054,9,48,78,67,False,9296.36
30213,2023-04,1055,1,77,65,60,False,3013.05
30214,2023-04,1055,2,134,91,125,False,14810.54
30215,2023-04,1055,3,173,90,158,False,47192.37
30216,2023-04,1055,4,27,18,27,False,1029.16
30217,2023-04,1055,5,171,114,182,False,89025.52
30218,2023-04,1055,6,61,54,52,False,20777.52
30219,2023-04,1055,7,143,128,126,False,73804.47
30220,2023-04,1055,8,35,17,31,False,15118.12
30221,2023-04,1056,2,7,9,9,False,2624.48
30222,2023-04,1056,4,23,39,24,False,3719.79
30223,2023-04,1056,6,80,85,105,False,42237.32
30224,2023-04,1056,7,133,120,136,False,8304.23
30225,2023-04,1057,1,11,16,8,False,4708.09
30226,2023-04,1057,3,21,35,26,False,13011.48
30227,2023-04,1057,6,136,193,183,False,97525.6
30228,2023-04,1057,9,215,175,256,False,95199.07
30229,2023-04,1058,1,40,68,60,False,15489.99
30230,2023-04,1058,2,46,68,64,False,21899.78
30231,2023-04,1058,3,27,21,27,False,1961.62
30232,2023-04,1058,4,74,61,57,False,7160.87
30233,2023-04,1058,5,32,33,31,False,16480.66
30234,2023-04,1058,6,113,50,96,False,10570.8
30235,2023-04,1058,8,59,37,49,False,7971.08
30236,2023-04,1059,1,21,17,25,False,8838.19
30237,2023-04,1059,3,56,42,53,False,16558.0
30238,2023-04,1059,5,36,49,37,False,4830.27
30239,2023-04,1059,6,11,18,16,False,4586.62
30240,2023-04,1059,7,256,238,328,False,206097.13
30241,2023-04,1059,8,2,2,2,False,546.41
30242,2023-04,1059,9,165,161,208,False,106968.3
30243,2023-04,1060,1,116,87,96,False,58033.07
30244,2023-04,1060,3,56,60,56,False,21267.85
30245,2023-04,1060,5,10,6,10,False,2014.69
30246,2023-04,1060,6,97,128,96,False,7158.26
30247,2023-04,1060,8,118,88,135,False,72584.03
30248,2023-04,1060,10,16,18,16,False,6555.62
30249,2023-04,1061,1,77,69,97,False,61985.83
30250,2023-04,1061,2,82,67,96,False,37840.2
30251,2023-04,1061,3,35,26,39,False,6441.92
30252,2023-04,1061,6,70,67,79,False,23817.8
30253,2023-04,1061,9,68,53,66,False,28465.3
30254,2023-04,1062,1,381,463,330,False,48138.08
30255,2023-04,1062,3,25,21,27,False,10867.65
30256,2023-04,1062,6,35,27,39,False,8296.58
30257,2023-04,1062,7,31,32,34,False,7836.33
30258,2023-04,1062,8,7,5,6,False,218.26
30259,2023-04,1063,2,22,27,30,False,2917.3
30260,2023-04,1063,3,6,11,9,False,2494.04
30261,2023-04,1063,4,89,83,112,False,39781.63
30262,2023-04,1063,5,111,78,122,False,70293.62
30263,2023-04,1063,6,281,140,239,False,86246.7
30264,2023-04,1063,7,8,11,10,False,5880.61
30265,2023-04,1064,1,668,594,818,False,158297.24
30266,2023-04,1064,2,11,8,9,False,2549.14
30267,2023-04,1064,3,217,178,264,False,61962.03
30268,2023-04,1064,4,27,29,29,False,3610.28
30269,2023-04,1064,5,234,162,224,False,73452.05
30270,2023-04,1064,6,125,71,117,False,61786.06
30271,2023-04,1064,7,18,27,19,False,1011.7
30272,2023-04,1064,9,33,24,26,False,13140.58
30273,2023-04,1064,10,37,42,26,False,12391.15
30274,2023-04,1065,3,26,18,27,False,14401.53
30275,2023-04,1065,4,47,65,47,False,15276.78
30276,2023-04,1065,7,449,230,429,False,157491.72
30277,2023-04,1065,10,62,51,57,False,26005.03
30278,2023-04,1066,1,88,122,125,False,26778.02
30279,2023-04,1066,3,83,63,81,False,42502.35
30280,2023-04,1066,4,33,24,27,False,6048.2
30281,2023-04,1066,5,26,15,25,False,892.6
30282,2023-04,1066,7,24,30,32,False,1370.45
30283,2023-04,1066,8,63,56,59,False,23247.44
30284,2023-04,1066,9,83,54,81,False,23912.32
30285,2023-04,1066,10,113,94,121,False,39593.2
30286,2023-04,1067,1,92,94,66,False,4527.78
30287,2023-04,1067,2,13,15,9,False,986.85
30288,2023-04,1067,3,22,19,26,False,14476.59
30289,2023-04,1067,6,30,36,36,False,21806.39
30290,2023-04,1067,8,71,38,68,False,13392.62
30291,2023-04,1068,1,328,444,465,False,28038.05
30292,2023-04,1068,3,28,21,32,False,15277.6
30293,2023-04,1068,4,82,77,98,False,60924.28
30294,2023-04,1068,6,96,71,107,False,13555.6
30295,2023-04,1069,1,194,157,240,False,109290.95
30296,2023-04,1069,2,40,31,47,False,26552.38
30297,2023-04,1069,3,242,122,229,False,9973.46
30298,2023-04,1069,4,122,96,136,False,81604.28
30299,2023-04,1069,5,67,91,89,False,33974.56
30300,2023-04,1069,6,122,202,181,False,61397.25
30301,2023-04,1069,7,32,42,20,False,1615.82
30302,2023-04,1069,8,108,63,108,False,49390.77
30303,2023-04,1069,9,46,30,43,False,18467.6
30304,2023-04,1070,1,98,103,120,False,10014.78
30305,2023-04,1070,3,77,70,66,False,29316.51
30306,2023-04,1070,4,16,9,13,False,855.2
30307,2023-04,1070,6,107,84,121,False,78016.15
30308,2023-04,1070,7,6,14,9,False,452.4
30309,2023-04,1070,9,39,50,46,False,1797.61
30310,2023-04,1071,1,100,134,74,False,37899.99
30311,2023-04,1071,4,29,22,32,False,8100.14
30312,2023-04,1071,7,89,70,109,False,6393.26
30313,2023-04,1072,1,3,2,2,False,165.97
30314,2023-04,1072,4,49,23,43,False,7396.67
30315,2023-04,1072,9,21,26,29,False,3432.25
30316,2023-04,1072,10,77,105,92,False,24408.54
30317,2023-04,1073,1,101,85,110,False,14201.31
30318,2023-04,1073,6,49,47,57,False,32659.33
30319,2023-04,1073,7,6,6,5,False,1265.13
30320,2023-04,1073,8,147,154,194,False,121888.1
30321,2023-04,1073,9,15,14,15,False,2343.14
30322,2023-04,1074,1,147,147,177,False,12775.82
30323,2023-04,1074,2,2,3,2,False,1029.45
30324,2023-04,1074,4,83,75,69,False,2536.15
30325,2023-04,1074,6,118,74,114,False,35474.49
30326,2023-04,1074,9,92,76,83,False,8663.36
30327,2023-04,1075,1,60,65,59,False,27044.96
30328,2023-04,1075,2,15,11,14,False,7721.66
30329,2023-04,1075,3,74,95,82,False,27099.67
30330,2023-04,1075,4,109,89,127,False,26710.22
30331,2023-04,1075,6,107,70,112,False,58884.8
30332,2023-04,1075,8,244,268,323,False,85712.52
30333,2023-04,1076,1,179,221,207,False,14593.84
30334,2023-04,1076,2,95,161,122,False,18814.31
30335,2023-04,1076,3,27,23,30,False,10975.49
30336,2023-04,1076,4,52,80,74,False,38558.54
30337,2023-04,1076,5,44,31,39,False,2908.12
30338,2023-04,1076,6,68,53,63,False,32391.86
30339,2023-04,1076,7,12,12,13,False,2723.71
30340,2023-04,1076,8,22,17,20,False,8517.7
30341,2023-04,1077,2,52,42,53,False,13324.68
30342,2023-04,1077,3,26,21,30,False,6456.52
30343,2023-04,1077,4,23,53,37,False,13458.69
30344,2023-04,1077,5,41,32,48,False,15572.76
30345,2023-04,1077,6,176,214,196,False,20737.49
30346,2023-04,1077,8,18,28,21,False,6556.24
30347,2023-04,1077,10,199,101,170,False,77512.22
30348,2023-04,1078,1,29,33,29,False,11959.13
30349,2023-04,1078,5,6,4,6,False,1403.09
30350,2023-04,1078,6,7,5,6,False,1369.99
30351,2023-04,1078,7,60,50,61,False,9960.25
30352,2023-04,1078,8,30,22,34,False,8448.75
30353,2023-04,1078,9,9,7,7,False,1867.84
30354,2023-04,1079,4,37,35,47,False,5808.18
30355,2023-04,1079,6,25,23,32,False,1436.0
30356,2023-04,1079,7,16,18,15,False,5976.48
30357,2023-04,1079,9,51,39,52,False,8096.15
30358,2023-04,1080,1,5,8,6,False,3816.36
30359,2023-04,1080,2,17,36,26,False,1448.84
30360,2023-04,1080,3,16,22,22,False,12502.7
30361,2023-04,1080,4,74,73,88,False,16948.45
30362,2023-04,1080,5,140,109,158,False,95005.73
30363,2023-04,1080,6,9,8,8,False,3118.16
30364,2023-04,1080,7,30,25,37,False,5256.68
30365,2023-04,1080,8,44,33,43,False,17219.81
30366,2023-04,1081,1,76,95,104,False,28040.44
30367,2023-04,1081,2,26,22,21,False,3415.06
30368,2023-04,1081,3,39,17,33,False,17858.92
30369,2023-04,1081,5,12,12,11,False,1432.52
30370,2023-04,1081,6,71,34,59,False,19982.48
30371,2023-04,1081,8,89,73,88,False,18040.02
30372,2023-04,1082,1,84,94,111,False,66060.03
30373,2023-04,1082,3,170,91,141,False,33097.96
30374,2023-04,1082,4,20,19,22,False,11531.41
30375,2023-04,1082,5,5,3,4,False,406.29
30376,2023-04,1082,6,65,30,56,False,13662.4
30377,2023-04,1082,8,14,24,16,False,1563.76
30378,2023-04,1082,10,32,22,31,False,4288.2
30379,2023-04,1083,1,45,54,61,False,33116.58
30380,2023-04,1083,2,48,56,63,False,5396.92
30381,2023-04,1083,3,38,23,39,False,7217.39
30382,2023-04,1083,4,14,7,13,False,2410.31
30383,2023-04,1083,5,18,20,22,False,1688.44
30384,2023-04,1083,7,22,24,28,False,9346.71
30385,2023-04,1083,8,4,2,3,False,1229.46
30386,2023-04,1084,2,38,30,39,False,23613.74
30387,2023-04,1084,3,66,49,65,False,35570.68
30388,2023-04,1084,5,22,12,18,False,9645.25
30389,2023-04,1084,6,98,50,93,False,47339.38
30390,2023-04,1084,7,12,10,13,False,5535.54
30391,2023-04,1085,1,14,14,15,False,1621.78
30392,2023-04,1085,3,25,32,23,False,4793.34
30393,2023-04,1085,5,121,126,151,False,78799.3
30394,2023-04,1085,6,266,164,278,False,114565.93
30395,2023-04,1085,8,56,24,48,False,13060.44
30396,2023-04,1085,10,118,90,138,False,71374.74
30397,2023-04,1086,2,51,82,75,False,25211.57
30398,2023-04,1086,3,168,89,145,False,38756.58
30399,2023-04,1086,5,24,36,22,False,12051.99
30400,2023-04,1086,6,37,24,37,False,19696.81
30401,2023-04,1086,9,103,79,115,False,21657.26
30402,2023-04,1087,1,48,26,46,False,16275.0
30403,2023-04,1087,3,198,122,183,False,33512.28
30404,2023-04,1087,6,296,458,365,False,18622.84
30405,2023-04,1088,1,68,112,97,False,17066.57
30406,2023-04,1088,2,18,23,24,False,2147.63
30407,2023-04,1088,4,27,33,29,False,14872.33
30408,2023-04,1088,6,261,168,229,False,129426.09
30409,2023-04,1088,7,85,58,91,False,34602.47
30410,2023-04,1088,9,117,73,101,False,12124.48
30411,2023-04,1088,10,60,66,77,False,8487.74
30412,2023-04,1089,1,32,41,29,False,7662.27
30413,2023-04,1089,2,28,25,34,False,18959.23
30414,2023-04,1089,3,33,37,41,False,9941.94
30415,2023-04,1089,8,70,51,75,False,9497.48
30416,2023-04,1089,9,116,149,149,False,91369.78
30417,2023-04,1090,2,16,10,13,False,5498.87
30418,2023-04,1090,5,48,62,40,False,4707.41
30419,2023-04,1090,6,21,24,27,False,13400.27
30420,2023-04,1090,7,129,96,129,False,63458.09
30421,2023-04,1091,1,84,65,73,False,39289.95
30422,2023-04,1091,2,13,19,14,False,1295.59
30423,2023-04,1091,4,10,18,12,False,1739.17
30424,2023-04,1091,6,185,161,201,False,94271.41
30425,2023-04,1091,7,14,27,20,False,7095.12
30426,2023-04,1091,8,75,141,100,False,49133.4
30427,2023-04,1092,2,15,10,14,False,6502.17
30428,2023-04,1092,3,207,202,256,False,39154.7
30429,2023-04,1092,4,36,31,32,False,9564.6
30430,2023-04,1092,5,28,40,39,False,10526.99
30431,2023-04,1092,6,142,109,157,False,5577.51
30432,2023-04,1092,7,74,75,54,False,25345.77
30433,2023-04,1093,1,121,86,103,False,47228.37
30434,2023-04,1093,2,114,59,103,False,21099.61
30435,2023-04,1093,6,71,52,73,False,30622.8
30436,2023-04,1093,7,151,122,188,False,35254.55
30437,2023-04,1093,8,53,66,34,False,18320.83
30438,2023-04,1094,1,227,158,246,False,32886.39
30439,2023-04,1094,3,118,67,98,False,13793.92
30440,2023-04,1094,6,17,12,17,False,5173.88
30441,2023-04,1094,8,25,17,27,False,7292.65
30442,2023-04,1094,9,23,19,26,False,15603.76
30443,2023-04,1095,1,82,178,136,False,26805.94
30444,2023-04,1095,2,53,51,44,False,18939.69
30445,2023-04,1095,5,33,22,28,False,4840.47
30446,2023-04,1095,6,178,96,171,False,9187.97
30447,2023-04,1095,9,125,112,159,False,88126.44
30448,2023-04,1096,1,133,119,152,False,74084.42
30449,2023-04,1096,3,46,49,56,False,9969.43
30450,2023-04,1096,4,137,65,119,False,46324.5
30451,2023-04,1096,6,108,56,98,False,26521.97
30452,2023-04,1096,9,48,56,54,False,12986.27
30453,2023-04,1097,1,159,96,142,False,28963.44
30454,2023-04,1097,2,29,39,34,False,14902.47
30455,2023-04,1097,3,174,133,205,False,84134.69
30456,2023-04,1097,4,61,74,79,False,15236.9
30457,2023-04,1097,5,79,46,78,False,15120.05
30458,2023-04,1097,7,73,85,93,False,21451.24
30459,2023-04,1097,8,33,22,31,False,1631.7
30460,2023-04,1097,10,13,10,13,False,8040.93
30461,2023-04,1098,1,70,76,86,False,39028.73
30462,2023-04,1098,2,27,24,25,False,3229.25
30463,2023-04,1098,3,16,17,17,False,3964.57
30464,2023-04,1098,6,27,15,26,False,5385.41
30465,2023-04,1098,8,50,50,63,False,16627.38
30466,2023-04,1099,2,67,62,72,False,23531.16
30467,2023-04,1099,3,62,33,57,False,35140.15
30468,2023-04,1099,4,43,49,45,False,16320.26
30469,2023-04,1099,5,34,28,29,False,15644.81
30470,2023-04,1099,6,161,139,159,False,58746.7
30471,2023-04,1099,7,54,41,54,False,31954.04
30472,2023-04,1099,8,60,103,83,False,44156.94
30473,2023-04,1100,1,130,232,200,False,36200.47
30474,2023-04,1100,2,385,214,331,False,99755.86
30475,2023-04,1100,4,46,75,46,False,25636.15
30476,2023-04,1100,6,405,711,494,False,156103.31
30477,2023-04,1100,7,57,42,59,False,10647.26
30478,2023-04,1101,1,168,135,161,False,38407.36
30479,2023-04,1101,2,27,29,24,False,11478.07
30480,2023-04,1101,4,81,66,100,False,24910.22
30481,2023-04,1101,5,29,20,32,False,9660.22
30482,2023-04,1101,6,157,198,206,False,38443.94
30483,2023-04,1101,9,59,58,45,False,3406.64
30484,2023-04,1102,1,133,189,191,False,57494.69
30485,2023-04,1102,3,36,30,44,False,5365.36
30486,2023-04,1102,5,18,9,15,False,5084.55
30487,2023-04,1102,6,120,208,136,False,84290.77
30488,2023-04,1102,7,92,74,105,False,41286.36
30489,2023-04,1102,8,29,35,27,False,10621.65
30490,2023-04,1102,9,10,8,11,False,1968.73
30491,2023-04,1102,10,94,71,84,False,16259.08
30492,2023-04,1103,2,18,11,16,False,912.06
30493,2023-04,1103,3,31,37,39,False,24681.14
30494,2023-04,1103,4,133,127,172,False,80098.49
30495,2023-04,1103,5,58,42,54,False,34596.8
30496,2023-04,1103,6,143,226,194,False,100813.18
30497,2023-04,1103,9,23,19,26,False,13753.17
30498,2023-04,1103,10,93,43,80,False,27686.52
30499,2023-04,1104,1,156,123,142,False,59276.72
30500,2023-04,1104,2,1140,860,1154,False,160293.2
30501,2023-04,1104,3,142,97,158,False,34282.85
30502,2023-04,1104,4,93,92,93,False,54732.74
30503,2023-04,1104,5,53,110,85,False,36140.39
30504,2023-04,1104,6,40,35,41,False,19837.76
30505,2023-04,1104,7,43,37,36,False,8218.66
30506,2023-04,1105,1,116,167,162,False,22294.34
30507,2023-04,1105,4,25,13,21,False,6815.73
30508,2023-04,1105,7,9,9,11,False,2949.77
30509,2023-04,1105,8,116,139,144,False,73408.97
30510,2023-04,1105,9,7,11,8,False,2577.74
30511,2023-04,1106,1,449,535,550,False,272587.77
30512,2023-04,1106,2,2,2,2,False,409.61
30513,2023-04,1106,5,90,74,110,False,15350.88
30514,2023-04,1106,6,59,43,62,False,24266.94
30515,2023-04,1106,8,50,72,66,False,40742.74
30516,2023-04,1106,9,96,58,100,False,24135.13
30517,2023-04,1106,10,18,23,21,False,10391.97
30518,2023-04,1107,1,40,49,36,False,14888.69
30519,2023-04,1107,3,39,37,34,False,11930.14
30520,2023-04,1107,4,23,14,22,False,13004.14
30521,2023-04,1107,8,68,50,68,False,24747.77
30522,2023-04,1108,1,125,69,109,False,57885.97
30523,2023-04,1108,3,32,27,28,False,16004.89
30524,2023-04,1108,6,81,87,97,False,42551.66
30525,2023-04,1108,9,3,2,2,False,385.96
30526,2023-04,1109,1,126,87,127,False,27361.22
30527,2023-04,1109,3,53,46,62,False,13282.74
30528,2023-04,1109,4,5,12,8,False,1445.78
30529,2023-04,1109,5,85,67,67,False,32860.38
30530,2023-04,1109,6,205,260,189,False,15406.53
30531,2023-04,1109,9,24,24,30,False,18929.52
30532,2023-04,1110,1,48,58,65,False,40943.15
30533,2023-04,1110,3,10,15,13,False,761.75
30534,2023-04,1110,4,2,2,2,False,163.5
30535,2023-04,1110,5,59,95,58,False,36858.8
30536,2023-04,1110,6,34,29,39,False,2230.0
30537,2023-04,1110,7,14,6,12,False,7529.71
30538,2023-04,1110,8,56,65,62,False,35427.77
30539,2023-04,1110,9,344,172,320,False,97689.61
30540,2023-04,1110,10,42,56,32,False,18529.42
30541,2023-04,1111,1,86,166,136,False,63489.62
30542,2023-04,1111,3,41,34,35,False,9856.19
30543,2023-04,1111,4,24,19,17,False,10222.64
30544,2023-04,1111,5,20,21,20,False,11500.2
30545,2023-04,1111,7,83,86,64,False,6784.69
30546,2023-04,1111,9,32,26,30,False,16360.87
30547,2023-04,1112,1,173,100,162,False,49849.97
30548,2023-04,1112,2,20,18,25,False,2000.63
30549,2023-04,1112,3,22,10,18,False,3490.22
30550,2023-04,1112,4,3,3,3,False,1771.64
30551,2023-04,1112,6,256,178,284,False,44686.73
30552,2023-04,1112,10,17,12,16,False,8957.49
30553,2023-04,1113,1,50,83,64,False,6655.46
30554,2023-04,1113,3,16,14,17,False,7319.18
30555,2023-04,1113,5,78,55,65,False,13532.31
30556,2023-04,1113,6,44,73,60,False,13713.78
30557,2023-04,1113,8,83,51,66,False,13176.99
30558,2023-04,1113,9,214,171,230,False,95658.79
30559,2023-04,1113,10,44,74,58,False,28252.94
30560,2023-04,1114,1,128,187,171,False,87414.87
30561,2023-04,1114,5,72,93,79,False,17352.45
30562,2023-04,1114,6,13,10,14,False,2445.9
30563,2023-04,1114,8,25,33,33,False,5579.7
30564,2023-04,1114,9,15,16,19,False,3626.43
30565,2023-04,1115,1,96,83,109,False,44673.89
30566,2023-04,1115,3,21,16,20,False,10143.33
30567,2023-04,1115,4,17,18,17,False,9603.38
30568,2023-04,1115,6,66,64,74,False,38070.3
30569,2023-04,1115,9,4,3,4,False,1900.98
30570,2023-04,1116,1,60,69,66,False,42597.11
30571,2023-04,1116,2,22,13,21,False,8452.87
30572,2023-04,1116,5,107,82,124,False,45775.35
30573,2023-04,1116,9,62,75,46,False,15829.49
30574,2023-04,1116,10,27,30,35,False,5460.21
30575,2023-04,1117,1,18,9,15,False,6706.45
30576,2023-04,1117,3,599,792,711,False,218086.91
30577,2023-04,1117,4,37,23,33,False,14133.0
30578,2023-04,1117,5,80,56,84,False,7808.87
30579,2023-04,1117,9,3,3,3,False,364.41
30580,2023-04,1117,10,11,12,13,False,2387.75
30581,2023-04,1118,1,28,35,26,False,3263.87
30582,2023-04,1118,2,39,43,42,False,13846.51
30583,2023-04,1118,5,39,36,28,False,7194.04
30584,2023-04,1118,6,993,678,877,False,383932.69
30585,2023-04,1118,7,14,13,12,False,1823.87
30586,2023-04,1119,1,147,92,132,False,41885.05
30587,2023-04,1119,2,20,27,26,False,2842.23
30588,2023-04,1119,3,9,10,8,False,5049.34
30589,2023-04,1119,5,31,20,29,False,7198.24
30590,2023-04,1119,6,46,23,39,False,11171.56
30591,2023-04,1119,7,72,77,93,False,5959.2
30592,2023-04,1119,8,105,78,106,False,12353.64
30593,2023-04,1119,9,57,59,45,False,15197.43
30594,2023-04,1120,2,77,67,90,False,55971.24
30595,2023-04,1120,3,233,138,221,False,116652.07
30596,2023-04,1120,4,47,37,35,False,13803.03
30597,2023-04,1120,5,13,10,15,False,9691.46
30598,2023-04,1120,6,78,110,97,False,41971.35
30599,2023-04,1120,7,55,61,72,False,16532.37
30600,2023-04,1120,8,24,18,24,False,7335.14
30601,2023-04,1121,1,94,74,112,False,26791.44
30602,2023-04,1121,2,55,71,63,False,13753.82
30603,2023-04,1121,5,13,7,10,False,933.64
30604,2023-04,1121,7,108,113,138,False,25904.08
30605,2023-04,1121,8,26,25,27,False,11696.01
30606,2023-04,1121,9,27,38,20,False,6210.44
30607,2023-04,1122,1,117,74,107,False,57913.88
30608,2023-04,1122,3,101,101,127,False,78197.05
30609,2023-04,1122,4,68,61,51,False,33097.89
30610,2023-04,1122,5,27,24,31,False,18546.92
30611,2023-04,1122,6,81,77,82,False,19186.45
30612,2023-04,1122,7,46,37,52,False,18453.62
30613,2023-04,1122,8,30,24,34,False,14869.29
30614,2023-04,1123,1,20,17,15,False,8814.76
30615,2023-04,1123,2,36,71,52,False,7671.98
30616,2023-04,1123,3,59,29,50,False,4166.29
30617,2023-04,1123,4,124,121,151,False,65937.47
30618,2023-04,1123,5,85,60,94,False,52317.09
30619,2023-04,1123,6,90,44,79,False,21248.52
30620,2023-04,1123,7,43,28,44,False,2378.92
30621,2023-04,1123,9,9,13,8,False,3125.65
30622,2023-04,1124,1,65,34,62,False,2581.75
30623,2023-04,1124,2,35,27,39,False,10189.52
30624,2023-04,1124,5,76,66,85,False,13044.9
30625,2023-04,1124,6,62,86,83,False,26226.32
30626,2023-04,1124,8,4,2,3,False,1936.21
30627,2023-04,1124,9,73,86,75,False,3832.67
30628,2023-04,1125,1,38,55,44,False,19492.86
30629,2023-04,1125,2,14,13,12,False,1719.16
30630,2023-04,1125,3,0,1,0,True,0.0
30631,2023-04,1125,4,211,107,182,False,41775.17
30632,2023-04,1125,5,87,59,96,False,54762.37
30633,2023-04,1125,6,77,87,100,False,56435.6
30634,2023-04,1125,10,66,36,64,False,26929.59
30635,2023-04,1126,1,49,56,56,False,17120.63
30636,2023-04,1126,3,18,24,20,False,10689.73
30637,2023-04,1126,4,72,50,75,False,12420.66
30638,2023-04,1126,5,74,53,66,False,7293.4
30639,2023-04,1126,6,90,98,95,False,55785.97
30640,2023-04,1127,1,96,172,136,False,71389.91
30641,2023-04,1127,2,11,17,15,False,4041.08
30642,2023-04,1127,4,32,34,27,False,1943.74
30643,2023-04,1127,5,116,223,152,False,34870.35
30644,2023-04,1127,6,6,8,6,False,699.57
30645,2023-04,1127,7,44,77,65,False,15878.68
30646,2023-04,1127,10,31,33,33,False,18730.15
30647,2023-04,1128,2,48,46,44,False,17391.56
30648,2023-04,1128,3,55,97,79,False,39657.83
30649,2023-04,1128,4,44,64,56,False,27944.42
30650,2023-04,1128,5,61,83,49,False,22877.76
30651,2023-04,1128,9,114,87,129,False,50658.6
30652,2023-04,1128,10,27,13,23,False,4891.21
30653,2023-04,1129,3,16,15,13,False,3890.83
30654,2023-04,1129,4,25,22,30,False,16772.3
30655,2023-04,1129,6,21,19,18,False,11533.93
30656,2023-04,1129,9,157,155,196,False,25585.34
30657,2023-04,1130,1,234,216,200,False,58649.36
30658,2023-04,1130,2,67,80,83,False,21540.73
30659,2023-04,1130,3,17,12,15,False,1791.84
30660,2023-04,1130,4,52,65,65,False,31812.3
30661,2023-04,1130,6,64,72,42,False,17509.64
30662,2023-04,1130,7,33,30,37,False,17017.6
30663,2023-04,1130,8,72,59,65,False,39558.47
30664,2023-04,1130,9,23,18,18,False,928.81
30665,2023-04,1130,10,121,72,99,False,43944.14
30666,2023-04,1131,2,59,76,73,False,44874.11
30667,2023-04,1131,3,25,33,18,False,1453.02
30668,2023-04,1131,4,133,100,136,False,29506.18
30669,2023-04,1131,5,19,15,21,False,13420.98
30670,2023-04,1131,6,88,56,94,False,45820.12
30671,2023-04,1131,7,42,40,52,False,30169.52
30672,2023-04,1131,9,60,84,75,False,15140.7
30673,2023-04,1132,1,62,89,48,False,10905.81
30674,2023-04,1132,3,70,82,69,False,10121.18
30675,2023-04,1132,4,93,68,102,False,39777.41
30676,2023-04,1132,5,145,135,103,False,13511.48
30677,2023-04,1132,6,71,162,116,False,62070.76
30678,2023-04,1132,9,54,35,56,False,20877.23
30679,2023-04,1133,1,31,23,33,False,17785.99
30680,2023-04,1133,3,76,60,60,False,32438.32
30681,2023-04,1133,4,216,168,262,False,97607.01
30682,2023-04,1133,5,121,99,141,False,28438.76
30683,2023-04,1133,6,24,44,36,False,1283.26
30684,2023-04,1134,1,34,24,38,False,11669.5
30685,2023-04,1134,2,4,3,4,False,1918.06
30686,2023-04,1134,4,103,134,140,False,41354.78
30687,2023-04,1134,6,67,80,46,False,10266.51
30688,2023-04,1134,7,83,42,76,False,40238.06
30689,2023-04,1135,1,129,114,149,False,85287.06
30690,2023-04,1135,3,124,108,156,False,89436.53
30691,2023-04,1135,5,43,58,60,False,5554.08
30692,2023-04,1135,8,90,57,88,False,53238.42
30693,2023-04,1136,3,76,48,76,False,6520.03
30694,2023-04,1136,5,461,208,399,False,255502.04
30695,2023-04,1136,6,60,53,58,False,12114.39
30696,2023-04,1136,10,48,52,54,False,26584.7
30697,2023-04,1137,1,312,229,349,False,88157.19
30698,2023-04,1137,2,420,750,636,False,229943.12
30699,2023-04,1137,3,144,73,134,False,32940.6
30700,2023-04,1137,4,49,49,58,False,7477.37
30701,2023-04,1137,5,162,128,191,False,27680.1
30702,2023-04,1137,6,120,94,113,False,9764.24
30703,2023-04,1137,7,128,124,143,False,5167.25
30704,2023-04,1137,8,53,38,59,False,30293.54
30705,2023-04,1137,9,9,17,13,False,6479.25
30706,2023-04,1138,1,126,77,111,False,65271.26
30707,2023-04,1138,2,21,23,24,False,12371.05
30708,2023-04,1138,3,17,12,16,False,9660.88
30709,2023-04,1138,4,64,102,67,False,38240.48
