opportunity_id,created_date,customer_id,product_group,sales_rep_id,stage,expected_value_eur,win_probability,expected_close_date,created_date_id,weighted_pipeline_eur
7679,2024-04-06,727,Accessory Kit,11,Closed Lost,33240.99,0.363,2024-11-09,20240406,12066.48
7680,2022-04-20,766,Accessory Kit,26,Lead,24289.65,0.756,2022-09-14,20220420,18362.98
7681,2024-11-20,301,Legacy Workstation,59,Proposal,30633.42,0.684,2025-05-16,20241120,20953.26
7682,2024-07-23,1050,Accessory Kit,20,Proposal,100388.21,0.172,2024-08-16,20240723,17266.77
7683,2021-01-22,329,Monitoring Device,1,Closed Lost,39610.52,0.383,2021-03-01,20210122,15170.83
7684,2021-05-28,318,Monitoring Device,21,Lead,41748.4,0.281,2021-12-25,20210528,11731.3
7685,2023-10-08,856,Connectivity Module,74,Qualified,63801.09,0.558,2024-01-24,20231008,35601.01
7686,2025-11-17,213,Service Contract,15,Negotiation,11410.91,0.374,2025-12-25,20251117,4267.68
7687,2024-11-06,680,Industrial Scanner,40,Lead,7743.71,0.278,2025-03-18,20241106,2152.75
7688,2024-05-28,186,Monitoring Device,62,Closed Lost,22206.19,0.721,2024-07-10,20240528,16010.66
7689,2022-05-29,482,Accessory Kit,20,Qualified,156918.96,0.307,2022-09-21,20220529,48174.12
7690,2022-11-08,773,Service Contract,55,Qualified,10355.14,0.564,2022-12-03,20221108,5840.3
7691,2023-08-03,1122,Monitoring Device,33,Proposal,187592.82,0.687,2023-09-05,20230803,128876.27
7692,2021-09-25,256,Monitoring Device,34,Negotiation,73552.24,0.428,2022-03-26,20210925,31480.36
7693,2022-11-10,1041,Monitoring Device,82,Lead,20964.19,0.132,2023-03-26,20221110,2767.27
7694,2025-07-04,889,Accessory Kit,18,Qualified,18320.67,0.476,2025-10-06,20250704,8720.64
7695,2024-05-01,2,Connectivity Module,32,Proposal,29223.42,0.1,2024-05-26,20240501,2922.34
7696,2024-08-03,357,Laptop Standard,45,Closed Lost,18034.55,0.525,2024-10-26,20240803,9468.14
7697,2023-11-11,1041,Industrial Scanner,10,Closed Lost,11668.67,0.193,2023-12-02,20231111,2252.05
7698,2024-02-10,427,Service Contract,43,Proposal,6064.74,0.288,2024-07-16,20240210,1746.65
7699,2023-03-30,242,Monitoring Device,66,Qualified,45047.02,0.31,2023-09-06,20230330,13964.58
7700,2023-07-10,164,Laptop Pro,2,Negotiation,142543.34,0.576,2023-11-03,20230710,82104.96
7701,2023-08-09,1085,Service Contract,79,Closed Won,10382.83,0.173,2023-11-13,20230809,1796.23
7702,2022-01-25,1152,Laptop Standard,50,Proposal,52029.56,0.053,2022-04-14,20220125,2757.57
7703,2022-07-28,828,Legacy Workstation,42,Closed Lost,9831.13,0.729,2022-10-28,20220728,7166.89
7704,2021-04-21,982,Accessory Kit,69,Lead,53581.67,0.77,2021-10-25,20210421,41257.89
7705,2023-04-06,1024,Legacy Workstation,25,Closed Won,13573.36,0.223,2023-08-31,20230406,3026.86
7706,2023-10-27,508,Industrial Scanner,83,Lead,28003.53,0.304,2024-02-06,20231027,8513.07
7707,2023-04-08,441,Monitoring Device,3,Proposal,27843.82,0.384,2023-05-11,20230408,10692.03
7708,2023-05-30,246,Industrial Scanner,7,Lead,8759.36,0.416,2023-06-19,20230530,3643.89
7709,2022-08-03,207,Service Contract,39,Closed Won,21698.01,0.433,2022-10-09,20220803,9395.24
7710,2021-05-21,1040,Laptop Pro,19,Negotiation,15426.92,0.735,2021-11-25,20210521,11338.79
7711,2022-06-15,569,Accessory Kit,50,Negotiation,179533.24,0.165,2022-10-04,20220615,29622.98
7712,2022-02-28,939,Industrial Scanner,34,Closed Won,6847.91,0.374,2022-09-09,20220228,2561.12
7713,2021-04-01,901,Industrial Scanner,14,Lead,8199.53,0.594,2021-08-05,20210401,4870.52
7714,2023-04-21,1166,Accessory Kit,15,Closed Lost,43425.72,0.389,2023-08-27,20230421,16892.61
7715,2023-11-27,275,Medical Sensor,59,Closed Lost,93867.08,0.381,2024-06-12,20231127,35763.36
7716,2022-04-22,761,Service Contract,24,Proposal,44399.81,0.512,2022-07-31,20220422,22732.7
7717,2021-03-23,19,Connectivity Module,34,Qualified,50815.63,0.263,2021-09-07,20210323,13364.51
7718,2021-08-01,763,Laptop Standard,12,Proposal,37427.22,0.289,2021-09-30,20210801,10816.47
7719,2021-07-17,67,Laptop Pro,42,Closed Lost,18602.64,0.421,2021-08-11,20210717,7831.71
7720,2022-07-12,290,Industrial Scanner,67,Qualified,70711.23,0.067,2023-02-02,20220712,4737.65
7721,2024-07-13,48,Laptop Standard,44,Closed Lost,12302.66,0.187,2025-01-29,20240713,2300.6
7722,2023-11-17,1006,Legacy Workstation,16,Closed Lost,16948.71,0.553,2023-12-14,20231117,9372.64
7723,2025-04-06,813,Service Contract,40,Lead,77867.73,0.347,2025-05-17,20250406,27020.1
7724,2023-01-14,301,Medical Sensor,69,Negotiation,33507.61,0.297,2023-07-19,20230114,9951.76
7725,2021-04-30,1064,Laptop Pro,21,Proposal,62507.2,0.567,2021-09-19,20210430,35441.58
7726,2025-05-12,1034,Laptop Standard,80,Closed Lost,38464.56,0.534,2025-11-13,20250512,20540.08
7727,2021-03-10,265,Laptop Pro,25,Closed Lost,37811.97,0.179,2021-04-15,20210310,6768.34
7728,2021-02-25,344,Medical Sensor,26,Lead,34510.43,0.071,2021-07-23,20210225,2450.24
7729,2024-11-19,360,Tablet Enterprise,28,Qualified,11310.77,0.197,2025-04-27,20241119,2228.22
7730,2022-01-18,703,Laptop Pro,63,Qualified,26870.98,0.556,2022-05-06,20220118,14940.26
7731,2023-09-16,144,Tablet Enterprise,80,Closed Won,83736.56,0.218,2023-10-24,20230916,18254.57
7732,2024-02-20,864,Connectivity Module,23,Closed Won,33714.72,0.355,2024-06-22,20240220,11968.73
7733,2025-02-18,164,Industrial Scanner,17,Qualified,73520.03,0.129,2025-07-08,20250218,9484.08
7734,2024-05-23,682,Accessory Kit,68,Proposal,88355.86,0.079,2024-09-17,20240523,6980.11
7735,2024-04-10,1066,Laptop Standard,59,Closed Won,51091.1,0.45,2024-09-01,20240410,22991.0
7736,2021-11-29,935,Laptop Pro,40,Qualified,137443.2,0.472,2022-07-04,20211129,64873.19
7737,2024-06-23,689,Laptop Pro,56,Lead,12608.6,0.373,2024-09-25,20240623,4703.01
7738,2024-10-20,146,Tablet Enterprise,4,Closed Won,172680.79,0.401,2025-04-12,20241020,69245.0
7739,2025-01-01,569,Laptop Standard,37,Proposal,38524.98,0.434,2025-06-07,20250101,16719.84
7740,2024-07-20,752,Medical Sensor,31,Closed Lost,6879.87,0.4,2024-11-04,20240720,2751.95
7741,2024-02-25,215,Laptop Standard,28,Qualified,26878.86,0.416,2024-09-08,20240225,11181.61
7742,2021-05-25,788,Laptop Pro,45,Qualified,13678.79,0.095,2021-12-02,20210525,1299.49
7743,2022-07-07,971,Legacy Workstation,23,Proposal,10497.51,0.715,2022-09-04,20220707,7505.72
7744,2022-07-31,415,Medical Sensor,26,Lead,22840.97,0.677,2022-12-07,20220731,15463.34
7745,2023-05-09,345,Legacy Workstation,12,Lead,68682.42,0.277,2023-12-04,20230509,19025.03
7746,2022-04-30,243,Laptop Standard,10,Closed Lost,23515.49,0.629,2022-09-23,20220430,14791.24
7747,2023-10-04,199,Industrial Scanner,33,Negotiation,6951.05,0.527,2023-11-26,20231004,3663.2
7748,2023-08-13,403,Laptop Standard,37,Qualified,18068.36,0.443,2023-09-26,20230813,8004.28
7749,2021-02-02,122,Accessory Kit,51,Qualified,12792.79,0.19,2021-02-28,20210202,2430.63
7750,2022-02-10,389,Accessory Kit,52,Lead,14032.51,0.188,2022-03-13,20220210,2638.11
7751,2025-09-22,786,Service Contract,41,Lead,6938.09,0.557,2025-11-09,20250922,3864.52
7752,2024-05-31,379,Service Contract,25,Closed Won,7509.37,0.384,2024-09-27,20240531,2883.6
7753,2021-10-26,1063,Connectivity Module,74,Proposal,2385.06,0.733,2021-11-17,20211026,1748.25
7754,2024-07-04,511,Medical Sensor,76,Qualified,67991.24,0.102,2024-09-09,20240704,6935.11
7755,2024-11-26,232,Industrial Scanner,19,Closed Lost,16337.53,0.796,2025-01-12,20241126,13004.67
7756,2022-03-01,28,Laptop Standard,48,Qualified,57541.08,0.581,2022-08-21,20220301,33431.37
7757,2022-12-17,686,Laptop Standard,50,Negotiation,14918.94,0.33,2023-06-27,20221217,4923.25
7758,2024-01-11,1041,Tablet Enterprise,35,Negotiation,29988.57,0.505,2024-07-02,20240111,15144.23
7759,2022-06-20,415,Laptop Pro,67,Proposal,77085.82,0.239,2022-12-20,20220620,18423.51
7760,2024-08-22,806,Medical Sensor,18,Lead,26979.7,0.484,2024-12-11,20240822,13058.17
7761,2024-01-18,459,Monitoring Device,31,Closed Won,18459.69,0.598,2024-06-04,20240118,11038.89
7762,2023-02-18,275,Service Contract,72,Negotiation,3569.49,0.63,2023-05-13,20230218,2248.78
7763,2023-11-05,46,Industrial Scanner,45,Lead,23661.39,0.45,2023-11-28,20231105,10647.63
7764,2025-02-01,1041,Connectivity Module,55,Negotiation,29535.14,0.314,2025-08-20,20250201,9274.03
7765,2024-01-22,496,Medical Sensor,67,Qualified,44929.29,0.346,2024-07-01,20240122,15545.53
7766,2021-10-12,420,Service Contract,52,Negotiation,21871.31,0.625,2022-03-14,20211012,13669.57
7767,2023-09-16,124,Tablet Enterprise,82,Proposal,48052.44,0.449,2023-12-07,20230916,21575.55
7768,2022-06-19,882,Industrial Scanner,25,Qualified,76484.84,0.672,2022-09-26,20220619,51397.81
7769,2023-08-12,722,Monitoring Device,48,Lead,30059.92,0.518,2023-09-11,20230812,15571.04
7770,2025-12-11,921,Service Contract,38,Negotiation,54602.41,0.422,2026-02-07,20251211,23042.22
7771,2022-08-09,123,Connectivity Module,36,Lead,6770.99,0.298,2023-01-12,20220809,2017.76
7772,2024-11-11,501,Connectivity Module,68,Proposal,12258.5,0.41,2025-03-07,20241111,5025.98
7773,2024-12-01,801,Connectivity Module,30,Qualified,7674.77,0.829,2025-03-27,20241201,6362.38
7774,2025-07-30,642,Service Contract,18,Closed Lost,17613.57,0.27,2025-08-31,20250730,4755.66
7775,2024-02-06,1126,Laptop Pro,5,Qualified,17595.94,0.541,2024-06-07,20240206,9519.4
7776,2024-12-14,799,Industrial Scanner,83,Closed Won,8867.94,0.113,2025-06-19,20241214,1002.08
7777,2021-06-06,872,Connectivity Module,25,Proposal,18780.51,0.199,2021-12-25,20210606,3737.32
7778,2024-11-13,582,Monitoring Device,4,Proposal,13859.75,0.38,2024-12-28,20241113,5266.7
7779,2025-09-30,496,Tablet Enterprise,33,Qualified,17180.75,0.141,2026-02-23,20250930,2422.49
7780,2021-06-24,340,Industrial Scanner,24,Closed Lost,46959.12,0.567,2021-10-03,20210624,26625.82
7781,2021-11-12,559,Connectivity Module,29,Proposal,3240.19,0.745,2022-06-01,20211112,2413.94
7782,2024-06-08,941,Laptop Standard,68,Qualified,15241.13,0.288,2024-10-04,20240608,4389.45
7783,2025-07-17,105,Accessory Kit,29,Qualified,3014.17,0.068,2025-08-22,20250717,204.96
7784,2023-07-19,1084,Tablet Enterprise,41,Qualified,14015.72,0.673,2023-12-16,20230719,9432.58
7785,2022-03-26,899,Laptop Pro,26,Lead,31021.56,0.519,2022-04-16,20220326,16100.19
7786,2023-02-15,252,Service Contract,66,Lead,46233.51,0.581,2023-08-19,20230215,26861.67
7787,2024-11-12,268,Legacy Workstation,81,Closed Won,39915.07,0.215,2025-01-21,20241112,8581.74
7788,2021-02-03,218,Connectivity Module,69,Lead,50631.98,0.315,2021-05-08,20210203,15949.07
7789,2022-03-21,411,Accessory Kit,47,Lead,48188.73,0.505,2022-08-27,20220321,24335.31
7790,2021-02-24,678,Tablet Enterprise,41,Proposal,9356.67,0.549,2021-08-04,20210224,5136.81
7791,2022-08-30,516,Laptop Pro,1,Qualified,39541.28,0.34,2023-02-27,20220830,13444.04
7792,2025-02-20,551,Laptop Standard,55,Negotiation,10255.5,0.415,2025-05-18,20250220,4256.03
7793,2023-11-12,403,Laptop Pro,24,Closed Won,103400.08,0.191,2024-03-12,20231112,19749.42
7794,2024-08-06,93,Legacy Workstation,41,Negotiation,12884.7,0.532,2024-10-05,20240806,6854.66
7795,2024-11-15,12,Connectivity Module,55,Closed Won,165796.18,0.723,2025-05-30,20241115,119870.64
7796,2025-02-27,121,Laptop Standard,69,Lead,30324.12,0.121,2025-05-22,20250227,3669.22
7797,2025-05-22,687,Laptop Standard,29,Qualified,9521.85,0.356,2025-08-10,20250522,3389.78
7798,2023-12-25,846,Accessory Kit,79,Lead,58916.27,0.262,2024-02-09,20231225,15436.06
7799,2025-12-15,572,Accessory Kit,69,Negotiation,18622.75,0.513,2026-05-31,20251215,9553.47
7800,2023-07-21,332,Legacy Workstation,60,Closed Won,4136.28,0.619,2023-09-01,20230721,2560.36
7801,2022-09-15,252,Service Contract,76,Closed Lost,36641.87,0.54,2023-03-20,20220915,19786.61
7802,2021-08-26,570,Laptop Standard,10,Qualified,106500.32,0.652,2021-10-05,20210826,69438.21
7803,2025-06-30,419,Laptop Standard,12,Negotiation,17482.22,0.27,2026-01-19,20250630,4720.2
7804,2021-06-15,634,Laptop Pro,4,Lead,29770.11,0.422,2021-12-22,20210615,12562.99
7805,2022-06-20,435,Legacy Workstation,31,Closed Lost,29490.39,0.343,2022-11-03,20220620,10115.2
7806,2021-03-08,411,Connectivity Module,14,Qualified,4293.09,0.39,2021-09-19,20210308,1674.31
7807,2024-12-15,459,Laptop Pro,52,Lead,95110.28,0.482,2025-06-13,20241215,45843.15
7808,2024-02-11,1124,Industrial Scanner,51,Closed Lost,56673.75,0.465,2024-09-16,20240211,26353.29
7809,2021-06-02,329,Connectivity Module,55,Proposal,13479.65,0.719,2021-10-26,20210602,9691.87
7810,2024-08-07,832,Laptop Pro,11,Lead,18270.9,0.376,2024-09-14,20240807,6869.86
7811,2023-03-23,624,Service Contract,48,Lead,3419.36,0.508,2023-05-07,20230323,1737.03
7812,2021-03-14,974,Legacy Workstation,16,Lead,27791.37,0.187,2021-05-20,20210314,5196.99
7813,2024-02-04,637,Laptop Standard,47,Closed Won,71759.55,0.419,2024-03-29,20240204,30067.25
7814,2024-02-22,621,Medical Sensor,63,Closed Won,8377.78,0.481,2024-08-23,20240222,4029.71
7815,2021-08-08,479,Legacy Workstation,51,Lead,8027.08,0.504,2022-02-08,20210808,4045.65
7816,2022-01-06,212,Medical Sensor,63,Lead,11605.59,0.383,2022-03-17,20220106,4444.94
7817,2024-08-01,1179,Service Contract,11,Closed Lost,82767.81,0.384,2024-09-26,20240801,31782.84
7818,2023-06-13,35,Industrial Scanner,35,Negotiation,28451.08,0.209,2023-10-21,20230613,5946.28
7819,2024-02-19,888,Industrial Scanner,17,Closed Lost,26394.15,0.84,2024-07-12,20240219,22171.09
7820,2023-12-10,446,Laptop Pro,51,Closed Lost,123493.12,0.217,2024-02-20,20231210,26798.01
7821,2022-07-03,638,Connectivity Module,24,Lead,24417.95,0.162,2022-08-02,20220703,3955.71
7822,2024-10-29,446,Service Contract,8,Qualified,28948.07,0.34,2025-04-04,20241029,9842.34
7823,2023-06-15,101,Tablet Enterprise,84,Qualified,32356.28,0.478,2023-08-27,20230615,15466.3
7824,2021-04-27,828,Service Contract,40,Lead,20356.22,0.826,2021-09-30,20210427,16814.24
7825,2022-05-01,1132,Legacy Workstation,2,Proposal,125628.57,0.429,2022-11-02,20220501,53894.66
7826,2021-09-23,1148,Laptop Pro,17,Lead,12030.16,0.438,2022-01-23,20210923,5269.21
7827,2022-03-27,540,Connectivity Module,61,Lead,13004.15,0.65,2022-05-01,20220327,8452.7
7828,2022-01-26,257,Medical Sensor,61,Qualified,65133.76,0.525,2022-05-19,20220126,34195.22
7829,2022-07-27,421,Medical Sensor,20,Qualified,4994.96,0.228,2022-12-27,20220727,1138.85
7830,2025-10-24,349,Service Contract,64,Negotiation,51756.55,0.258,2026-03-02,20251024,13353.19
7831,2023-05-27,359,Laptop Pro,70,Qualified,9281.05,0.589,2023-12-11,20230527,5466.54
7832,2023-01-13,415,Accessory Kit,45,Lead,4769.51,0.448,2023-06-26,20230113,2136.74
7833,2024-05-21,187,Industrial Scanner,70,Proposal,4501.41,0.257,2024-12-10,20240521,1156.86
7834,2021-03-26,991,Service Contract,3,Qualified,157005.33,0.139,2021-05-26,20210326,21823.74
7835,2024-03-27,382,Service Contract,67,Lead,19274.63,0.165,2024-05-07,20240327,3180.31
7836,2022-01-02,1019,Medical Sensor,76,Qualified,38651.29,0.194,2022-05-12,20220102,7498.35
7837,2021-09-04,924,Laptop Pro,32,Closed Won,5356.08,0.468,2022-03-18,20210904,2506.65
7838,2023-07-29,959,Medical Sensor,13,Closed Lost,202217.16,0.696,2023-09-05,20230729,140743.14
7839,2024-12-16,1011,Laptop Pro,46,Qualified,57917.36,0.521,2025-05-16,20241216,30174.94
7840,2023-05-26,208,Accessory Kit,39,Lead,30404.78,0.454,2023-07-20,20230526,13803.77
7841,2023-04-13,974,Service Contract,11,Proposal,14642.02,0.477,2023-06-11,20230413,6984.24
7842,2022-08-12,1148,Monitoring Device,45,Qualified,63612.32,0.429,2022-12-10,20220812,27289.69
7843,2023-07-24,969,Monitoring Device,80,Closed Lost,22049.49,0.803,2024-02-21,20230724,17705.74
7844,2023-04-23,298,Connectivity Module,32,Lead,83809.84,0.63,2023-10-09,20230423,52800.2
7845,2024-06-28,268,Laptop Pro,45,Lead,29144.87,0.366,2024-12-01,20240628,10667.02
7846,2024-11-18,1026,Monitoring Device,3,Qualified,5158.99,0.216,2025-05-13,20241118,1114.34
7847,2024-12-01,1063,Monitoring Device,45,Lead,6681.29,0.776,2025-01-28,20241201,5184.68
7848,2021-03-17,586,Industrial Scanner,83,Proposal,13306.5,0.802,2021-05-25,20210317,10671.81
7849,2022-09-06,688,Laptop Pro,6,Proposal,65362.66,0.618,2022-12-20,20220906,40394.12
7850,2022-09-19,1106,Tablet Enterprise,33,Lead,41190.07,0.269,2022-12-03,20220919,11080.13
7851,2023-12-27,1147,Tablet Enterprise,20,Lead,96871.48,0.599,2024-06-06,20231227,58026.02
7852,2022-12-20,547,Legacy Workstation,83,Negotiation,24923.33,0.24,2023-04-06,20221220,5981.6
7853,2023-08-13,469,Tablet Enterprise,72,Negotiation,16703.63,0.265,2024-01-03,20230813,4426.46
7854,2023-07-12,35,Accessory Kit,44,Qualified,9399.47,0.727,2024-01-24,20230712,6833.41
7855,2023-09-24,196,Industrial Scanner,30,Closed Lost,59383.76,0.112,2023-11-17,20230924,6650.98
7856,2022-09-19,716,Laptop Pro,1,Proposal,28487.54,0.678,2023-01-10,20220919,19314.55
7857,2025-03-17,263,Legacy Workstation,41,Lead,19901.1,0.49,2025-04-06,20250317,9751.54
7858,2022-11-14,415,Monitoring Device,74,Closed Won,7054.26,0.816,2022-12-21,20221114,5756.28
7859,2024-08-20,476,Monitoring Device,82,Qualified,31574.22,0.764,2024-12-22,20240820,24122.7
7860,2021-01-07,811,Tablet Enterprise,54,Lead,5977.04,0.253,2021-06-25,20210107,1512.19
7861,2024-06-18,588,Service Contract,31,Negotiation,75830.89,0.184,2024-10-06,20240618,13952.88
7862,2022-11-10,346,Connectivity Module,26,Qualified,20509.67,0.204,2022-12-01,20221110,4183.97
7863,2022-12-13,92,Service Contract,62,Lead,18340.0,0.197,2023-02-03,20221213,3612.98
7864,2024-08-01,1128,Industrial Scanner,2,Closed Lost,176838.69,0.319,2025-01-26,20240801,56411.54
7865,2024-09-11,132,Monitoring Device,76,Proposal,9659.69,0.239,2025-02-09,20240911,2308.67
7866,2021-03-26,125,Service Contract,25,Lead,11065.43,0.711,2021-09-05,20210326,7867.52
7867,2022-06-09,78,Medical Sensor,28,Closed Lost,68423.65,0.579,2022-12-15,20220609,39617.29
7868,2025-12-28,1079,Legacy Workstation,11,Closed Lost,2520.61,0.377,2026-03-18,20251228,950.27
7869,2022-02-27,400,Accessory Kit,68,Negotiation,5043.86,0.413,2022-04-12,20220227,2083.11
7870,2025-03-31,511,Legacy Workstation,2,Negotiation,19274.29,0.395,2025-10-11,20250331,7613.34
7871,2025-09-19,890,Connectivity Module,81,Closed Won,88266.72,0.666,2026-01-15,20250919,58785.64
7872,2022-05-24,1152,Connectivity Module,2,Closed Won,42657.75,0.334,2022-11-15,20220524,14247.69
7873,2023-12-09,366,Connectivity Module,29,Proposal,17131.32,0.375,2024-03-21,20231209,6424.24
7874,2023-10-08,927,Laptop Standard,73,Proposal,29488.83,0.777,2024-05-02,20231008,22912.82
7875,2021-03-23,262,Legacy Workstation,64,Lead,63087.81,0.479,2021-09-19,20210323,30219.06
7876,2025-05-16,891,Laptop Standard,54,Proposal,238599.3,0.521,2025-08-24,20250516,124310.24
7877,2021-04-23,878,Laptop Standard,32,Proposal,89752.18,0.223,2021-05-24,20210423,20014.74
7878,2024-02-12,230,Laptop Pro,20,Lead,39039.12,0.568,2024-07-20,20240212,22174.22
7879,2021-09-04,1075,Industrial Scanner,80,Closed Won,22188.27,0.42,2021-09-30,20210904,9319.07
7880,2024-04-30,467,Legacy Workstation,61,Closed Lost,43469.15,0.376,2024-05-31,20240430,16344.4
7881,2022-09-28,871,Connectivity Module,68,Negotiation,18032.59,0.316,2022-10-30,20220928,5698.3
7882,2023-02-07,1031,Service Contract,34,Closed Won,81287.45,0.415,2023-03-11,20230207,33734.29
7883,2021-07-19,678,Monitoring Device,42,Lead,35853.2,0.448,2021-08-26,20210719,16062.23
7884,2024-07-30,910,Tablet Enterprise,16,Lead,2961.97,0.788,2024-08-19,20240730,2334.03
7885,2021-07-25,1197,Accessory Kit,48,Closed Lost,18358.52,0.562,2021-12-28,20210725,10317.49
7886,2022-12-29,288,Industrial Scanner,64,Closed Won,186466.93,0.16,2023-01-22,20221229,29834.71
7887,2021-06-05,1127,Laptop Pro,15,Closed Won,349623.61,0.247,2021-07-02,20210605,86357.03
7888,2021-01-07,1173,Laptop Pro,24,Lead,19692.45,0.183,2021-06-17,20210107,3603.72
7889,2023-05-01,523,Accessory Kit,1,Negotiation,4822.36,0.42,2023-06-11,20230501,2025.39
7890,2023-12-03,914,Monitoring Device,28,Qualified,7290.1,0.538,2024-04-27,20231203,3922.07
7891,2023-04-06,817,Service Contract,25,Qualified,27829.16,0.49,2023-06-30,20230406,13636.29
7892,2023-11-21,831,Connectivity Module,46,Closed Lost,13083.52,0.192,2024-04-14,20231121,2512.04
7893,2021-08-25,811,Accessory Kit,29,Negotiation,18827.83,0.473,2022-03-31,20210825,8905.56
7894,2021-01-22,4,Legacy Workstation,22,Closed Won,24879.71,0.16,2021-07-23,20210122,3980.75
7895,2024-11-14,131,Tablet Enterprise,68,Negotiation,40706.73,0.135,2025-02-06,20241114,5495.41
7896,2021-01-12,528,Service Contract,46,Qualified,14576.23,0.282,2021-05-03,20210112,4110.5
7897,2023-09-21,711,Laptop Standard,69,Lead,102477.09,0.655,2024-01-30,20230921,67122.49
7898,2021-05-17,89,Service Contract,54,Qualified,31719.77,0.395,2021-08-16,20210517,12529.31
7899,2022-04-01,798,Tablet Enterprise,72,Closed Won,11459.87,0.108,2022-07-22,20220401,1237.67
7900,2025-03-14,558,Legacy Workstation,71,Lead,41222.13,0.498,2025-09-01,20250314,20528.62
7901,2024-11-09,169,Legacy Workstation,63,Proposal,54475.67,0.249,2025-03-11,20241109,13564.44
7902,2022-06-05,1195,Monitoring Device,26,Proposal,25999.71,0.467,2022-07-27,20220605,12141.86
7903,2022-03-01,766,Laptop Pro,73,Qualified,62291.14,0.41,2022-05-29,20220301,25539.37
7904,2025-03-20,991,Service Contract,13,Proposal,10999.37,0.801,2025-05-13,20250320,8810.5
7905,2023-12-05,864,Tablet Enterprise,11,Lead,22515.65,0.639,2024-07-11,20231205,14387.5
7906,2021-04-18,902,Tablet Enterprise,1,Proposal,35692.77,0.457,2021-08-04,20210418,16311.6
7907,2025-04-08,563,Legacy Workstation,39,Closed Won,43430.92,0.633,2025-05-29,20250408,27491.77
7908,2024-02-15,469,Connectivity Module,62,Qualified,59109.59,0.575,2024-09-05,20240215,33988.01
7909,2024-03-18,944,Accessory Kit,48,Lead,32797.85,0.699,2024-04-25,20240318,22925.7
7910,2023-03-16,588,Industrial Scanner,25,Proposal,64653.87,0.435,2023-06-13,20230316,28124.43
7911,2023-12-03,627,Industrial Scanner,83,Lead,26926.14,0.64,2024-04-18,20231203,17232.73
7912,2025-10-22,244,Monitoring Device,81,Closed Lost,10186.91,0.348,2025-12-11,20251022,3545.04
7913,2023-09-04,497,Medical Sensor,56,Lead,9149.33,0.526,2023-12-27,20230904,4812.55
7914,2023-08-31,42,Tablet Enterprise,19,Closed Won,13533.44,0.52,2023-10-03,20230831,7037.39
7915,2025-06-08,8,Connectivity Module,84,Lead,74104.04,0.543,2025-10-07,20250608,40238.49
7916,2023-12-03,326,Connectivity Module,21,Negotiation,8513.23,0.7,2024-03-01,20231203,5959.26
7917,2022-02-06,698,Connectivity Module,49,Closed Won,17232.12,0.255,2022-07-06,20220206,4394.19
7918,2025-10-04,1171,Laptop Pro,53,Qualified,23979.1,0.631,2025-10-24,20251004,15130.81
7919,2022-01-10,668,Accessory Kit,23,Proposal,103048.07,0.549,2022-07-10,20220110,56573.39
7920,2024-10-06,1041,Tablet Enterprise,71,Lead,69159.87,0.617,2025-02-11,20241006,42671.64
7921,2023-01-22,89,Service Contract,74,Negotiation,19275.58,0.176,2023-07-10,20230122,3392.5
7922,2024-05-17,179,Accessory Kit,59,Lead,123640.99,0.806,2024-10-03,20240517,99654.64
7923,2022-04-13,582,Accessory Kit,65,Qualified,67168.99,0.426,2022-08-27,20220413,28613.99
7924,2025-10-11,384,Accessory Kit,61,Lead,17292.21,0.853,2026-02-19,20251011,14750.26
7925,2022-05-05,1147,Industrial Scanner,62,Qualified,86309.09,0.704,2022-06-04,20220505,60761.6
7926,2025-10-03,898,Service Contract,82,Closed Lost,79485.99,0.769,2026-05-01,20251003,61124.73
7927,2022-05-15,257,Laptop Pro,18,Proposal,7192.17,0.737,2022-09-27,20220515,5300.63
7928,2024-01-10,872,Laptop Standard,49,Negotiation,123482.55,0.583,2024-05-07,20240110,71990.33
7929,2025-08-27,97,Tablet Enterprise,44,Negotiation,4664.25,0.187,2025-11-19,20250827,872.21
7930,2024-05-29,345,Service Contract,59,Proposal,7236.36,0.617,2024-10-16,20240529,4464.83
7931,2022-07-11,888,Legacy Workstation,48,Lead,65437.94,0.426,2022-11-27,20220711,27876.56
7932,2025-07-03,667,Tablet Enterprise,25,Closed Lost,11078.53,0.428,2026-01-11,20250703,4741.61
7933,2023-10-31,969,Legacy Workstation,85,Closed Lost,30819.62,0.564,2023-12-21,20231031,17382.27
7934,2025-04-22,1131,Connectivity Module,79,Proposal,34600.46,0.56,2025-10-13,20250422,19376.26
7935,2023-07-04,488,Connectivity Module,66,Closed Won,49165.95,0.261,2023-11-23,20230704,12832.31
7936,2021-07-24,212,Laptop Standard,6,Lead,42698.72,0.06,2022-02-17,20210724,2561.92
7937,2022-10-14,235,Service Contract,83,Qualified,18849.97,0.262,2022-12-11,20221014,4938.69
7938,2025-04-18,1148,Tablet Enterprise,75,Lead,20549.04,0.458,2025-05-16,20250418,9411.46
7939,2023-06-08,84,Legacy Workstation,40,Closed Lost,31642.22,0.74,2023-09-19,20230608,23415.24
7940,2024-08-06,1106,Connectivity Module,70,Negotiation,22371.27,0.67,2024-11-01,20240806,14988.75
7941,2023-11-29,777,Connectivity Module,72,Lead,33183.09,0.513,2024-07-04,20231129,17022.93
7942,2025-08-07,623,Tablet Enterprise,36,Lead,16683.6,0.81,2026-01-08,20250807,13513.72
7943,2023-07-27,507,Service Contract,41,Negotiation,18205.06,0.395,2023-09-05,20230727,7191.0
